Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Chayote,6.88,24.33,42.2,1377,1311.91,126,29,184
Chayote,6.08,28.18,47.01,927,1374.48,146,27,111
Chayote,6.44,21.13,48.0,1022,1228.82,101,21,200
Chayote,6.17,26.54,71.23,1342,1000.67,145,27,151
Chayote,6.72,20.71,66.79,1052,1324.5,150,20,191
Chayote,5.92,22.84,41.6,848,1377.61,98,36,196
Chayote,6.51,25.87,46.72,1375,1032.82,85,22,141
Chayote,6.28,26.08,70.18,974,1255.56,129,36,115
Chayote,6.87,25.17,52.68,937,1447.76,113,25,170
Chayote,5.8,24.81,49.23,812,1094.32,85,40,194
Chayote,6.34,25.29,45.13,967,1229.52,137,34,109
Chayote,6.85,25.76,46.31,994,1255.38,113,22,92
Chayote,6.46,24.49,68.43,817,1160.81,86,36,200
Chayote,6.28,27.66,62.47,1022,1050.23,82,28,171
Chayote,6.08,23.68,65.04,1295,1349.04,99,32,163
Chayote,6.63,25.91,45.88,883,1111.76,126,23,140
Chayote,6.12,29.54,65.52,819,1484.51,108,40,121
Chayote,6.58,24.95,61.2,982,1101.89,87,20,127
Chayote,6.41,21.83,53.13,916,1247.4,144,34,148
Chayote,6.73,23.46,58.1,1235,1026.0,136,22,140
Chayote,6.15,21.35,46.57,981,1329.1,148,26,198
Chayote,6.7,23.9,59.62,1225,1398.72,84,27,96
Chayote,6.91,24.4,48.45,1257,1130.9,128,40,179
Chayote,6.06,27.15,58.49,1383,1402.79,86,32,109
Chayote,6.14,29.62,43.78,825,1095.59,144,38,139
Chayote,5.86,27.42,48.34,1254,1392.69,108,30,153
Chayote,6.96,21.14,62.09,840,1403.33,120,21,162
Chayote,6.51,20.22,42.99,815,1260.12,84,29,163
Chayote,6.36,20.7,50.06,905,1430.23,141,40,104
Chayote,6.07,25.12,43.19,951,1176.63,83,34,102
Chayote,5.54,27.31,54.59,1252,1073.36,111,29,144
Chayote,6.65,20.19,69.13,1131,1225.54,118,29,167
Chayote,6.04,28.64,57.59,815,1306.56,143,36,105
Chayote,6.27,29.08,66.02,839,1170.53,92,28,95
Chayote,6.58,27.6,75.95,865,1211.59,100,22,111
Chayote,6.94,26.59,73.14,974,1324.51,145,38,114
Chayote,6.71,26.15,71.06,811,1159.66,129,21,133
Chayote,6.22,23.75,63.0,1152,1092.06,104,37,140
Chayote,6.21,26.62,70.45,1185,1488.43,101,29,133
Chayote,6.38,20.98,47.17,1379,1254.84,145,26,90
Chayote,6.02,23.35,72.29,1035,1384.37,108,24,167
Chayote,6.01,26.67,58.77,1168,1211.4,150,31,110
Chayote,5.66,25.06,40.43,1352,1305.01,150,40,133
Chayote,5.91,20.75,55.05,1213,1382.05,122,37,87
Chayote,6.99,23.19,75.62,1276,1293.48,90,33,197
Chayote,6.85,21.61,47.79,1034,1025.95,102,20,184
Chayote,6.33,26.3,60.41,1354,1288.84,132,39,143
Chayote,6.7,26.01,78.25,842,1261.49,81,29,192
Chayote,6.8,29.47,66.09,1147,1299.59,142,29,107
Chayote,6.03,25.66,45.31,1198,1366.44,123,38,85
Chayote,6.38,24.39,62.11,1374,1136.91,144,38,95
Chayote,6.58,21.84,40.63,1287,1352.91,148,36,129
Chayote,6.07,26.44,45.48,837,1498.69,85,25,153
Chayote,6.74,26.9,72.63,1364,1055.9,86,32,189
Chayote,6.63,24.16,48.41,934,1031.23,103,30,133
Chayote,6.73,28.4,67.53,932,1193.19,88,37,120
Chayote,6.32,20.65,75.09,1041,1353.13,92,20,189
Chayote,5.82,23.66,42.27,1080,1181.07,133,22,109
Chayote,5.6,29.34,75.24,1349,1133.18,103,23,127
Chayote,6.49,26.89,53.31,873,1478.79,143,30,196
Chayote,6.68,28.03,40.51,1184,1313.6,147,29,119
Chayote,6.23,29.07,79.33,1080,1296.12,150,28,135
Chayote,6.23,20.64,46.15,1066,1340.63,81,24,138
Chayote,6.77,20.63,55.79,909,1482.2,110,23,122
Chayote,6.73,28.63,52.69,807,1435.29,119,30,176
Chayote,5.55,24.92,55.36,826,1487.98,128,25,125
Chayote,6.51,29.99,62.33,1106,1039.42,108,28,94
Chayote,6.51,27.53,70.11,1004,1324.81,88,33,84
Chayote,6.38,29.22,60.95,1342,1441.07,103,25,122
Chayote,5.66,20.93,47.8,1389,1277.27,128,32,167
Chayote,6.11,27.04,42.8,1272,1452.63,116,22,107
Chayote,6.17,28.66,59.96,970,1348.39,90,28,189
Chayote,6.86,24.72,74.39,1057,1392.65,82,24,98
Chayote,5.95,28.85,64.93,998,1272.13,139,28,96
Chayote,5.92,24.45,50.91,914,1061.5,136,20,125
Chayote,5.85,27.05,49.11,1376,1369.28,149,31,141
Chayote,6.89,22.2,73.7,870,1426.97,116,25,183
Chayote,6.08,24.15,65.15,1282,1451.31,121,35,195
Chayote,6.86,21.11,40.23,950,1118.0,104,26,167
Chayote,6.0,23.37,77.71,1177,1274.43,147,20,120
Chayote,5.74,29.13,42.84,1184,1100.98,126,35,189
Chayote,5.51,29.5,77.25,880,1265.25,95,29,164
Chayote,5.63,20.37,47.37,997,1003.41,125,37,107
Chayote,6.42,21.0,58.61,1237,1413.37,144,26,186
Chayote,6.81,20.02,41.2,1357,1177.15,146,28,162
Chayote,6.62,24.86,73.33,1164,1268.6,121,27,120
Chayote,6.91,29.56,58.43,1187,1297.18,121,26,185
Chayote,6.38,28.42,50.77,1182,1189.46,143,22,120
Chayote,5.9,28.71,77.72,851,1063.55,150,22,166
Chayote,6.07,27.6,57.56,1396,1215.14,133,34,177
Chayote,6.92,22.64,62.53,906,1401.67,147,32,96
Chayote,6.6,26.46,65.42,826,1097.36,93,34,174
Chayote,5.88,20.55,53.55,1323,1026.34,133,37,114
Chayote,5.6,26.45,60.15,855,1472.15,128,24,172
Chayote,5.88,23.97,67.15,982,1490.23,140,32,99
Chayote,5.86,26.46,57.77,1266,1078.13,145,35,109
Chayote,5.79,22.18,51.2,1386,1156.72,117,34,194
Chayote,6.52,26.8,70.77,990,1341.15,92,34,105
Chayote,6.6,25.64,49.76,879,1074.12,117,37,130
Chayote,6.47,22.15,62.84,919,1180.88,92,24,167
Chayote,6.45,26.11,78.43,1060,1206.42,120,31,105
Chayote,6.84,20.21,51.59,951,1293.67,115,21,178
Chayote,6.49,22.52,79.31,978,1397.46,142,34,176
Chayote,6.79,23.34,55.71,1041,1311.17,98,21,100
Chayote,5.72,21.53,72.46,812,1429.0,107,37,170
Chayote,6.53,28.67,59.45,1366,1461.31,105,33,161
Chayote,6.44,24.74,79.44,1315,1244.98,104,20,115
Chayote,6.77,21.7,59.21,1156,1029.64,136,30,188
Chayote,5.66,23.9,44.24,879,1114.95,121,31,112
Chayote,6.25,25.62,64.4,1379,1113.78,124,30,167
Chayote,6.84,27.42,58.28,1359,1016.01,93,26,170
Chayote,6.47,28.34,47.37,985,1318.18,98,40,130
Chayote,5.91,26.93,74.29,1218,1367.59,116,26,100
Chayote,6.35,24.26,49.85,1111,1288.3,130,38,108
Chayote,5.63,24.11,57.75,1055,1017.97,143,37,132
Chayote,6.89,25.81,63.98,1063,1058.06,96,20,186
Chayote,5.95,29.66,72.62,1383,1311.98,131,35,195
Chayote,6.34,21.9,73.96,1326,1378.13,104,24,143
Chayote,6.11,26.02,62.49,1031,1172.47,141,37,176
Chayote,5.68,24.95,58.43,983,1343.36,130,34,131
Chayote,5.99,29.48,71.29,1124,1151.17,117,28,117
Chayote,6.87,24.67,40.92,1250,1102.1,144,29,112
Chayote,5.87,22.45,72.09,1143,1257.69,104,39,155
Chayote,6.71,23.34,77.55,1339,1324.66,120,20,106
Chayote,6.89,28.82,67.69,1346,1268.02,85,35,93
Chayote,6.74,23.54,49.79,1200,1072.58,120,31,137
