label,ph,temperature,humidity,altitude,rainfall,N,P,K
1,6.66,27.07,49.51,360.0,1199.15,64.0,32.0,108.0
1,6.59,28.19,52.85,1162.0,1336.77,50.0,40.0,63.0
1,6.25,20.91,52.44,276.0,1236.06,54.0,55.0,105.0
1,6.57,29.08,41.27,485.0,937.39,59.0,52.0,106.0
1,6.24,27.39,45.25,1593.0,1458.46,78.0,25.0,91.0
1,6.45,22.0,40.63,376.0,1315.02,77.0,29.0,83.0
1,6.33,18.43,63.82,1579.0,1318.08,59.0,27.0,79.0
1,7.01,13.42,59.69,463.0,878.01,93.0,34.0,120.0
1,6.49,17.52,66.44,1549.0,1087.68,85.0,44.0,108.0
1,6.94,25.14,67.38,546.0,937.72,53.0,60.0,78.0
1,6.57,30.42,45.91,1007.0,1210.66,81.0,27.0,90.0
1,6.67,32.53,45.97,833.0,1431.78,100.0,21.0,115.0
1,7.3,14.35,55.58,943.0,908.02,91.0,58.0,92.0
1,6.44,30.74,57.49,1055.0,991.28,95.0,44.0,103.0
1,6.82,12.49,64.22,348.0,1433.26,66.0,31.0,52.0
1,6.97,17.67,66.28,398.0,979.08,82.0,25.0,56.0
1,7.01,13.17,51.55,1048.0,1420.96,98.0,24.0,64.0
1,6.51,30.73,65.26,1553.0,1345.37,91.0,47.0,67.0
1,7.35,22.77,50.98,645.0,1287.24,98.0,56.0,60.0
1,6.36,33.25,49.49,354.0,1402.54,56.0,59.0,79.0
1,6.29,13.98,54.49,1042.0,1046.83,92.0,42.0,92.0
1,6.55,28.36,58.04,1417.0,1079.5,80.0,27.0,68.0
1,6.9,11.72,47.84,235.0,1334.65,81.0,34.0,88.0
1,6.9,26.1,44.78,1441.0,1499.81,86.0,55.0,77.0
1,6.77,29.35,59.61,327.0,1414.84,51.0,32.0,65.0
1,7.04,21.09,59.77,112.0,1455.45,65.0,26.0,117.0
1,6.73,32.05,41.8,129.0,1006.12,79.0,47.0,85.0
1,6.84,11.57,65.59,511.0,841.41,70.0,24.0,59.0
1,6.56,14.55,62.73,628.0,1214.02,67.0,41.0,68.0
1,7.27,17.93,62.28,642.0,1384.66,83.0,39.0,100.0
1,6.04,11.57,55.77,1568.0,944.32,62.0,20.0,74.0
1,7.35,18.3,61.73,780.0,817.91,76.0,56.0,74.0
1,7.01,24.88,52.07,1224.0,1035.33,54.0,33.0,108.0
1,6.54,14.46,51.69,1331.0,1322.12,100.0,58.0,94.0
1,6.65,28.57,53.6,154.0,1329.64,66.0,58.0,61.0
1,7.1,14.98,65.61,906.0,948.25,66.0,26.0,53.0
1,6.71,14.64,65.32,917.0,1304.99,66.0,54.0,104.0
1,7.08,14.59,56.75,82.0,1468.69,99.0,37.0,112.0
1,7.08,24.18,67.37,987.0,1480.88,89.0,42.0,75.0
1,7.24,33.54,62.32,398.0,1316.76,54.0,27.0,79.0
1,6.64,19.79,43.26,1425.0,1442.6,90.0,33.0,86.0
1,7.0,20.82,41.81,1124.0,1457.08,77.0,39.0,76.0
1,6.72,11.91,66.57,1181.0,1438.67,81.0,22.0,84.0
1,6.83,16.59,49.01,137.0,1465.06,68.0,57.0,90.0
1,6.3,24.12,44.08,339.0,1391.73,92.0,21.0,102.0
1,7.24,11.7,48.0,530.0,1380.58,83.0,45.0,84.0
1,6.77,33.27,63.85,1203.0,1315.91,92.0,55.0,120.0
1,6.31,23.66,62.78,243.0,985.76,82.0,21.0,70.0
1,6.58,28.84,47.72,804.0,1344.44,72.0,55.0,73.0
1,6.72,24.32,53.71,982.0,1037.39,99.0,47.0,107.0
1,6.06,15.82,60.86,123.0,1099.01,95.0,20.0,75.0
1,6.56,18.71,53.34,1343.0,1024.47,68.0,45.0,79.0
1,6.84,22.09,57.89,1360.0,1399.43,68.0,44.0,53.0
1,6.2,22.78,52.06,1467.0,1052.51,94.0,45.0,77.0
1,6.97,29.31,54.3,202.0,1204.44,79.0,39.0,98.0
1,7.27,20.17,62.33,319.0,1254.07,77.0,57.0,88.0
1,6.26,26.87,42.81,943.0,1286.41,82.0,57.0,104.0
1,6.15,17.71,63.28,1524.0,1257.6,90.0,32.0,99.0
1,6.04,33.97,52.02,882.0,1491.9,53.0,40.0,56.0
1,6.83,26.39,66.35,1267.0,838.07,52.0,21.0,90.0
1,6.61,34.8,45.61,1166.0,989.28,87.0,27.0,107.0
1,6.6,25.1,54.25,1040.0,907.28,97.0,31.0,53.0
1,7.34,26.28,53.88,824.0,1105.24,89.0,43.0,62.0
1,6.43,11.79,56.18,1418.0,1349.34,60.0,21.0,71.0
1,7.12,23.39,48.86,1070.0,1307.59,75.0,40.0,70.0
1,6.29,21.07,47.16,181.0,1163.58,60.0,27.0,97.0
1,7.43,32.98,45.74,1174.0,1226.89,74.0,53.0,116.0
1,6.2,31.18,47.38,94.0,1020.12,97.0,24.0,73.0
1,7.2,23.78,66.3,858.0,1222.24,57.0,54.0,97.0
1,6.93,28.88,42.43,914.0,1006.0,87.0,45.0,68.0
1,6.86,16.01,63.38,916.0,1481.61,76.0,44.0,100.0
1,6.81,30.91,67.23,532.0,890.93,81.0,32.0,120.0
1,6.49,15.94,50.68,1052.0,1003.01,93.0,27.0,112.0
1,6.8,16.45,56.53,295.0,1216.44,91.0,51.0,111.0
1,7.47,11.26,45.7,304.0,1366.22,51.0,56.0,100.0
1,7.09,26.97,60.85,444.0,819.36,85.0,59.0,73.0
1,6.23,33.29,59.26,609.0,1242.56,97.0,31.0,58.0
1,6.76,22.88,46.37,596.0,922.62,75.0,49.0,64.0
1,6.79,11.83,57.45,696.0,880.57,51.0,42.0,89.0
1,6.65,16.44,56.36,66.0,812.89,52.0,44.0,74.0
1,6.22,14.21,45.04,67.0,1345.51,100.0,38.0,107.0
1,7.37,30.98,52.78,261.0,1299.32,86.0,44.0,51.0
1,6.95,23.35,62.16,632.0,1474.11,68.0,59.0,106.0
1,7.14,22.12,49.54,1401.0,950.87,58.0,34.0,88.0
1,6.35,18.67,51.86,97.0,1459.62,99.0,59.0,120.0
1,6.59,12.36,65.18,329.0,988.45,80.0,26.0,110.0
1,6.11,28.74,41.47,1488.0,1274.23,61.0,59.0,62.0
1,6.68,20.85,66.61,536.0,1374.19,91.0,38.0,90.0
1,7.22,18.37,49.13,260.0,872.28,78.0,36.0,105.0
1,6.3,26.27,66.73,224.0,1481.88,94.0,37.0,94.0
1,7.41,20.61,67.52,590.0,1469.6,82.0,59.0,98.0
1,7.49,26.23,51.8,510.0,1259.46,76.0,33.0,100.0
1,7.3,18.02,57.05,659.0,1126.36,89.0,39.0,90.0
1,6.49,32.01,65.27,1141.0,1365.81,96.0,37.0,77.0
1,6.74,20.26,64.21,1477.0,883.23,72.0,44.0,55.0
1,7.08,17.76,43.4,872.0,1211.6,62.0,57.0,78.0
1,6.19,10.88,65.65,99.0,1434.69,78.0,34.0,93.0
1,7.42,28.59,50.54,666.0,963.19,76.0,31.0,103.0
1,6.07,11.3,56.58,629.0,953.99,93.0,35.0,103.0
1,7.24,30.19,64.21,1091.0,1247.94,86.0,60.0,59.0
1,6.77,14.92,49.2,199.0,817.36,56.0,55.0,94.0
1,6.14,32.26,69.62,1143.0,885.74,64.0,54.0,101.0
1,6.65,15.51,62.13,246.0,1387.02,52.0,35.0,68.0
1,6.91,19.43,40.5,645.0,1362.69,65.0,22.0,61.0
1,6.85,17.33,44.6,1306.0,1381.39,76.0,24.0,100.0
1,6.96,18.1,60.5,354.0,1033.71,51.0,24.0,59.0
1,6.22,22.23,43.11,293.0,1284.46,98.0,35.0,97.0
1,7.19,14.57,60.18,1578.0,1187.13,83.0,48.0,100.0
1,7.08,24.57,52.01,389.0,1408.32,60.0,60.0,92.0
1,6.06,32.5,45.09,1260.0,996.1,57.0,22.0,56.0
1,6.85,10.78,61.71,68.0,969.13,85.0,26.0,63.0
1,6.93,20.18,60.22,1592.0,839.54,100.0,53.0,86.0
1,6.83,30.0,59.23,438.0,893.92,100.0,38.0,110.0
1,7.44,17.42,66.5,1269.0,1091.21,99.0,20.0,114.0
1,6.92,24.32,59.91,1035.0,1071.79,93.0,54.0,85.0
1,6.5,22.32,54.85,317.0,1256.02,78.0,22.0,109.0
1,6.58,21.93,53.08,373.0,898.84,62.0,59.0,91.0
1,6.18,29.37,57.92,95.0,936.02,70.0,32.0,107.0
1,6.53,21.86,64.15,160.0,1259.46,96.0,34.0,61.0
1,7.23,10.07,65.42,1181.0,1032.44,57.0,45.0,119.0
1,7.08,25.55,53.0,1276.0,1106.59,72.0,47.0,97.0
1,6.37,32.59,68.45,242.0,880.39,72.0,31.0,97.0
1,6.71,18.21,63.72,736.0,841.73,56.0,48.0,74.0
1,6.05,13.35,44.55,1501.0,1494.71,52.0,45.0,116.0
1,7.34,27.44,57.36,1352.0,1266.06,65.0,46.0,114.0
1,6.31,33.85,48.85,830.0,1425.66,65.0,41.0,97.0
1,6.59,18.95,67.27,817.0,1370.83,67.0,30.0,104.0
1,6.46,31.03,54.79,1432.0,1035.58,56.0,24.0,115.0
1,7.33,10.13,41.95,517.0,1277.2,96.0,39.0,88.0
1,6.0,16.93,66.43,386.0,1173.79,86.0,31.0,103.0
1,6.17,23.33,50.88,718.0,953.19,99.0,33.0,105.0
1,6.2,22.91,49.64,967.0,856.27,95.0,45.0,106.0
1,6.9,32.3,40.42,203.0,1177.34,66.0,30.0,56.0
1,6.63,11.04,57.5,496.0,871.42,55.0,53.0,55.0
1,6.32,20.78,65.3,991.0,1011.22,83.0,24.0,53.0
1,6.45,30.5,62.05,1545.0,875.01,70.0,41.0,114.0
1,6.61,16.69,57.29,1407.0,1193.45,85.0,45.0,101.0
1,7.1,14.9,47.41,1444.0,1263.79,77.0,28.0,99.0
1,6.55,23.48,44.59,1040.0,1101.97,56.0,48.0,115.0
1,6.49,20.88,42.38,144.0,855.09,79.0,43.0,88.0
1,6.78,12.66,56.17,856.0,1027.56,90.0,60.0,77.0
1,6.52,20.92,55.37,879.0,1251.59,83.0,45.0,110.0
1,7.44,16.25,56.66,1256.0,1099.6,87.0,40.0,97.0
1,6.3,34.36,42.26,996.0,1043.05,92.0,41.0,85.0
1,6.01,17.29,42.52,1489.0,1312.9,99.0,57.0,55.0
1,6.02,33.38,58.8,708.0,914.04,93.0,49.0,59.0
1,7.18,10.42,63.05,674.0,1213.79,76.0,31.0,58.0
1,6.07,21.37,51.94,901.0,879.04,95.0,47.0,86.0
1,6.3,13.08,56.06,75.0,1019.22,77.0,43.0,80.0
1,6.79,29.28,58.2,236.0,924.54,95.0,29.0,78.0
1,7.25,12.62,52.11,588.0,946.49,76.0,38.0,91.0
1,6.03,27.88,62.39,1479.0,881.67,55.0,34.0,91.0
1,6.47,25.18,51.55,390.0,1093.12,74.0,47.0,110.0
1,6.65,17.84,67.18,129.0,910.01,82.0,50.0,65.0
1,7.17,33.44,41.7,1282.0,803.7,71.0,32.0,60.0
1,6.67,21.36,58.2,698.0,1103.27,89.0,49.0,62.0
1,7.32,16.44,66.01,886.0,1484.71,60.0,52.0,81.0
1,6.69,28.9,68.99,1140.0,1406.98,52.0,53.0,65.0
1,7.12,16.42,60.27,767.0,1022.22,56.0,40.0,54.0
1,6.83,33.63,55.42,649.0,1122.47,57.0,59.0,77.0
1,6.65,27.81,55.05,157.0,908.73,91.0,54.0,95.0
1,7.1,31.22,47.55,1329.0,1081.66,71.0,53.0,51.0
1,6.63,33.12,59.5,439.0,832.47,54.0,48.0,71.0
1,6.74,25.19,69.09,1024.0,1034.37,54.0,54.0,75.0
1,6.54,24.19,68.06,243.0,1004.87,66.0,20.0,120.0
1,6.16,13.01,63.31,1272.0,1403.89,78.0,60.0,55.0
1,6.06,11.44,68.21,1411.0,1275.33,85.0,22.0,77.0
1,6.6,34.61,44.78,166.0,1133.74,93.0,34.0,93.0
1,6.35,20.34,47.42,884.0,1434.68,60.0,24.0,119.0
1,7.06,13.81,69.88,807.0,913.64,50.0,29.0,79.0
2,6.43,21.45,54.86,808.0,775.56,84.0,42.0,152.0
2,7.38,19.19,51.13,1069.0,1213.12,84.0,40.0,111.0
2,7.49,22.31,68.35,1496.0,922.2,108.0,39.0,203.0
2,7.29,19.35,50.83,892.0,1201.66,131.0,47.0,175.0
2,6.84,22.57,69.76,1100.0,976.4,102.0,49.0,128.0
2,6.1,23.91,60.89,972.0,1264.69,145.0,44.0,186.0
2,6.14,23.29,65.78,1027.0,1430.71,143.0,42.0,180.0
2,7.05,20.35,67.08,909.0,1434.1,87.0,34.0,156.0
2,6.76,15.94,64.08,889.0,1020.18,87.0,30.0,194.0
2,6.19,19.37,66.8,819.0,1086.46,117.0,42.0,183.0
2,6.67,16.72,69.31,1218.0,705.36,83.0,36.0,295.0
2,6.42,26.18,61.55,1388.0,1155.86,122.0,44.0,100.0
2,7.13,26.44,52.12,866.0,1356.91,89.0,35.0,103.0
2,6.37,16.91,58.9,930.0,1197.67,149.0,48.0,193.0
2,6.8,21.68,56.95,984.0,1331.01,128.0,44.0,173.0
2,6.3,16.53,50.82,884.0,1239.09,130.0,32.0,172.0
2,6.87,26.66,61.59,1010.0,944.15,99.0,35.0,186.0
2,6.36,20.89,68.54,1065.0,1164.44,94.0,41.0,125.0
2,6.57,18.89,62.67,915.0,914.3,88.0,45.0,279.0
2,7.39,19.02,62.11,1048.0,946.35,132.0,38.0,227.0
2,6.28,20.71,56.49,1082.0,1202.35,129.0,34.0,165.0
2,7.07,15.38,70.0,977.0,1238.48,108.0,45.0,112.0
2,6.93,15.79,53.39,907.0,1142.4,118.0,31.0,240.0
2,6.49,24.58,69.09,964.0,1229.46,125.0,30.0,156.0
2,6.92,18.4,66.17,943.0,953.74,125.0,43.0,187.0
2,6.25,28.91,52.77,992.0,1401.21,94.0,45.0,174.0
2,6.47,22.92,60.65,1331.0,1477.97,126.0,40.0,271.0
2,7.2,24.99,68.42,1140.0,952.84,127.0,35.0,160.0
2,6.51,20.78,63.33,952.0,1186.76,120.0,42.0,295.0
2,7.24,29.87,50.46,1105.0,958.15,128.0,42.0,214.0
2,7.16,24.8,58.89,1426.0,1230.16,128.0,48.0,195.0
2,6.73,28.95,51.26,960.0,1112.74,142.0,47.0,187.0
2,7.42,15.11,65.11,1427.0,1141.63,148.0,46.0,165.0
2,6.39,25.41,50.38,1287.0,1056.14,131.0,50.0,236.0
2,6.94,15.83,57.87,1392.0,951.83,149.0,34.0,229.0
2,7.04,22.78,57.14,1144.0,1284.65,107.0,31.0,140.0
2,6.85,18.79,57.53,1171.0,1344.38,122.0,41.0,159.0
2,6.32,27.12,54.09,1175.0,1461.99,104.0,45.0,285.0
2,7.11,27.42,59.12,1215.0,1129.24,109.0,35.0,278.0
2,6.18,15.06,54.92,1385.0,942.04,103.0,43.0,102.0
2,6.72,24.76,67.26,1307.0,1239.63,125.0,35.0,221.0
2,6.03,17.77,57.15,901.0,709.66,100.0,45.0,279.0
2,6.63,23.34,62.9,1071.0,962.55,89.0,35.0,111.0
2,6.94,16.6,61.62,1042.0,791.01,132.0,44.0,215.0
2,6.35,26.27,60.45,1107.0,1148.11,143.0,42.0,299.0
2,7.41,23.03,62.86,988.0,836.46,132.0,45.0,140.0
2,7.34,23.57,63.37,894.0,1366.91,89.0,44.0,124.0
2,6.9,21.98,57.96,891.0,906.32,129.0,44.0,270.0
2,7.16,18.04,68.7,1429.0,948.39,88.0,39.0,262.0
2,6.97,26.57,55.28,1020.0,1230.0,133.0,43.0,144.0
2,7.24,23.08,58.12,944.0,947.8,102.0,49.0,204.0
2,7.4,29.48,64.07,1177.0,1223.66,114.0,48.0,266.0
2,6.66,24.38,58.06,1413.0,796.49,134.0,44.0,230.0
2,6.42,16.36,65.6,1110.0,1238.48,140.0,43.0,184.0
2,6.79,29.76,50.06,1194.0,1238.02,87.0,36.0,299.0
2,6.08,15.78,51.85,1052.0,1133.6,143.0,41.0,179.0
2,6.58,23.09,65.66,829.0,870.36,135.0,47.0,132.0
2,6.74,16.3,66.88,1173.0,1479.15,127.0,46.0,173.0
2,6.24,28.67,59.05,1400.0,1328.91,88.0,40.0,144.0
2,7.05,29.32,67.16,898.0,781.71,110.0,36.0,142.0
2,6.75,18.23,54.46,1086.0,1285.31,86.0,50.0,273.0
2,7.27,19.16,67.33,806.0,1038.18,117.0,50.0,111.0
2,7.0,24.15,58.29,934.0,1163.01,137.0,49.0,181.0
2,6.61,23.27,64.13,1135.0,1366.63,103.0,45.0,297.0
2,7.29,29.18,55.99,1317.0,941.08,134.0,35.0,180.0
2,6.21,25.43,69.87,991.0,1398.73,138.0,41.0,296.0
2,6.8,20.84,52.87,1455.0,982.92,149.0,38.0,110.0
2,6.5,15.34,67.11,1380.0,888.55,99.0,32.0,148.0
2,6.87,18.51,59.48,1087.0,1427.84,149.0,42.0,133.0
2,6.66,29.54,60.02,931.0,873.71,125.0,39.0,236.0
2,6.03,17.22,68.75,991.0,1294.68,85.0,38.0,180.0
2,6.59,25.19,69.79,1011.0,1031.07,94.0,47.0,197.0
2,6.02,23.94,60.06,830.0,794.65,139.0,30.0,299.0
2,6.88,17.53,51.27,957.0,1471.75,113.0,48.0,222.0
2,6.83,18.87,63.38,994.0,1444.52,148.0,40.0,191.0
2,6.05,22.99,64.91,969.0,1418.27,111.0,42.0,166.0
2,6.76,21.07,61.5,1392.0,891.55,117.0,32.0,169.0
2,7.23,15.38,57.1,821.0,896.95,113.0,41.0,243.0
2,7.44,25.37,50.74,994.0,755.08,112.0,44.0,132.0
2,6.22,20.08,68.92,1190.0,706.57,131.0,48.0,148.0
2,6.09,29.23,59.63,816.0,1056.97,137.0,40.0,175.0
2,6.17,22.33,66.77,901.0,1252.87,126.0,50.0,213.0
2,7.37,23.47,62.01,973.0,715.34,126.0,30.0,102.0
2,6.36,25.55,50.53,1447.0,1054.56,146.0,39.0,291.0
2,6.44,19.14,50.01,1439.0,1298.19,142.0,47.0,146.0
2,7.39,29.6,53.23,1301.0,1223.17,111.0,44.0,146.0
2,6.79,15.21,68.86,1280.0,1284.57,141.0,33.0,143.0
2,7.17,19.72,52.43,1284.0,918.57,135.0,45.0,276.0
2,6.05,29.27,67.26,1219.0,918.52,134.0,34.0,196.0
2,6.73,29.9,62.24,1125.0,977.48,118.0,31.0,202.0
2,6.29,24.14,55.65,1457.0,1333.35,94.0,34.0,104.0
2,6.8,22.95,65.77,1237.0,1281.54,90.0,33.0,229.0
2,6.79,21.16,57.95,1049.0,1416.38,114.0,36.0,300.0
2,6.81,19.72,58.17,1461.0,1167.24,135.0,39.0,264.0
2,6.14,27.27,63.27,1398.0,785.59,87.0,45.0,248.0
2,6.99,27.48,68.81,857.0,894.11,122.0,33.0,101.0
2,7.15,15.4,69.68,1000.0,842.59,125.0,44.0,113.0
2,6.21,19.58,54.48,986.0,1035.14,81.0,45.0,160.0
2,6.13,27.6,53.11,1076.0,764.13,87.0,48.0,162.0
2,7.48,23.01,62.41,1123.0,1060.05,102.0,41.0,213.0
2,6.63,27.07,63.81,817.0,748.14,81.0,36.0,234.0
2,7.34,15.38,54.15,1211.0,739.42,122.0,33.0,152.0
2,7.13,25.86,57.15,1164.0,1496.63,135.0,49.0,121.0
2,7.05,29.58,63.96,1191.0,1209.87,120.0,47.0,168.0
2,6.61,19.3,50.37,973.0,1100.04,114.0,36.0,143.0
2,6.09,23.49,56.61,962.0,881.94,81.0,46.0,135.0
2,6.85,27.07,58.19,1188.0,1395.53,99.0,35.0,241.0
2,7.01,24.21,53.5,1291.0,949.5,131.0,49.0,208.0
2,7.22,25.57,55.86,875.0,968.71,96.0,34.0,174.0
2,6.11,20.22,57.01,1080.0,788.32,85.0,39.0,299.0
2,6.55,17.98,59.32,1215.0,1100.83,112.0,48.0,147.0
2,6.8,20.26,50.22,1072.0,812.71,149.0,35.0,274.0
2,6.53,29.96,60.76,840.0,1216.01,84.0,46.0,133.0
2,6.14,17.1,61.67,848.0,975.57,84.0,44.0,296.0
2,7.06,19.02,59.15,1155.0,866.59,102.0,49.0,288.0
2,6.54,22.34,60.18,1481.0,833.07,146.0,39.0,154.0
2,6.1,21.6,63.15,1494.0,906.32,85.0,42.0,122.0
2,6.12,29.87,60.26,1372.0,1439.66,106.0,31.0,199.0
2,7.14,18.32,51.04,1096.0,1088.66,113.0,36.0,247.0
2,7.18,28.89,69.25,880.0,820.02,111.0,35.0,188.0
2,6.06,25.66,51.87,998.0,1459.38,80.0,50.0,138.0
2,6.32,15.76,56.07,838.0,924.23,107.0,40.0,167.0
2,7.34,27.78,62.57,1070.0,1401.01,105.0,49.0,120.0
2,6.18,18.89,66.1,1469.0,1267.85,85.0,45.0,246.0
2,6.63,28.41,58.13,1343.0,1235.75,134.0,36.0,167.0
2,7.32,17.89,68.74,1333.0,740.05,121.0,30.0,186.0
2,6.13,27.12,50.96,1417.0,833.88,142.0,40.0,173.0
2,7.25,23.82,54.96,944.0,1111.65,111.0,48.0,245.0
2,6.49,20.01,66.58,1077.0,1325.46,104.0,44.0,264.0
2,6.07,25.65,65.88,863.0,741.7,94.0,35.0,145.0
2,7.22,18.28,50.84,1171.0,1334.11,108.0,34.0,248.0
2,6.98,15.58,56.88,1160.0,1341.61,113.0,41.0,169.0
2,6.12,28.01,69.98,807.0,977.15,108.0,32.0,278.0
2,6.84,29.59,69.76,1320.0,1422.92,118.0,45.0,271.0
2,6.96,15.71,65.97,1017.0,1016.91,87.0,49.0,266.0
2,6.42,28.82,51.57,1123.0,1181.44,94.0,40.0,234.0
2,6.46,22.8,60.27,1445.0,918.59,101.0,50.0,283.0
2,6.12,17.38,57.01,1338.0,769.52,95.0,37.0,245.0
2,6.53,17.51,58.99,849.0,888.4,83.0,35.0,195.0
2,6.48,16.27,69.11,962.0,861.98,139.0,31.0,124.0
2,7.46,27.35,58.98,1002.0,1207.02,141.0,30.0,196.0
2,6.08,27.45,65.69,1086.0,917.66,128.0,44.0,127.0
2,6.64,26.42,64.55,867.0,1331.33,108.0,47.0,299.0
2,6.14,26.72,65.5,1345.0,1134.19,124.0,30.0,289.0
2,6.98,15.55,67.52,946.0,1122.36,143.0,42.0,229.0
2,7.33,23.46,56.61,1408.0,1167.44,115.0,37.0,196.0
2,7.18,25.47,66.47,977.0,1042.66,108.0,46.0,127.0
2,6.55,29.01,60.4,1034.0,988.74,92.0,33.0,138.0
2,7.04,16.68,57.45,830.0,1239.44,93.0,40.0,281.0
2,6.56,15.81,64.02,1300.0,1255.59,94.0,39.0,176.0
2,6.36,21.35,63.89,932.0,741.67,80.0,46.0,255.0
2,6.12,20.37,51.47,942.0,1315.59,124.0,35.0,231.0
2,6.96,22.08,59.11,854.0,1178.15,126.0,44.0,216.0
2,7.24,21.44,67.38,1301.0,1062.58,147.0,43.0,132.0
2,6.27,19.76,57.28,1443.0,1413.04,143.0,48.0,106.0
2,6.55,16.52,51.35,1402.0,1057.51,145.0,50.0,150.0
2,6.08,28.5,63.65,1032.0,758.33,84.0,38.0,292.0
2,6.88,29.6,59.24,1091.0,1027.84,110.0,40.0,154.0
2,6.04,19.45,63.5,1311.0,1394.24,122.0,49.0,222.0
2,7.16,22.45,63.24,1247.0,800.1,150.0,37.0,144.0
2,6.7,21.35,51.44,1292.0,880.88,145.0,46.0,167.0
2,6.97,29.45,54.77,911.0,1105.94,83.0,32.0,228.0
2,6.97,15.8,50.48,1385.0,1186.59,127.0,37.0,246.0
2,6.95,15.8,51.18,1372.0,1402.4,130.0,32.0,209.0
2,6.51,26.85,53.93,819.0,1201.25,80.0,39.0,131.0
2,6.25,28.93,65.33,871.0,991.77,116.0,35.0,150.0
2,6.19,15.75,57.99,1182.0,1345.82,109.0,30.0,187.0
2,7.25,28.86,62.15,921.0,931.54,148.0,40.0,264.0
2,6.61,23.86,61.87,846.0,891.92,125.0,34.0,150.0
2,6.83,19.7,66.73,1318.0,1031.28,115.0,31.0,269.0
2,6.39,20.32,54.28,1418.0,1302.27,90.0,49.0,238.0
2,7.05,20.34,55.23,1477.0,891.57,101.0,45.0,122.0
2,6.34,27.91,54.03,1081.0,945.93,128.0,36.0,114.0
2,6.58,22.97,67.24,983.0,1297.57,87.0,36.0,151.0
2,7.02,17.19,53.39,1462.0,844.33,89.0,40.0,125.0
2,6.33,21.67,53.78,1417.0,1218.75,80.0,44.0,294.0
2,6.66,19.62,69.35,1420.0,947.57,131.0,41.0,207.0
2,7.21,25.9,66.18,883.0,941.08,93.0,46.0,264.0
2,6.05,15.34,54.47,972.0,1262.71,120.0,49.0,184.0
2,6.58,28.85,57.07,1446.0,1013.98,118.0,30.0,105.0
2,6.58,20.36,62.22,961.0,1497.35,106.0,36.0,201.0
2,6.21,16.08,67.13,1292.0,1240.53,119.0,50.0,123.0
2,6.58,16.76,67.19,1252.0,1192.24,122.0,39.0,219.0
2,7.06,21.26,53.07,1333.0,1468.55,112.0,43.0,277.0
2,6.39,15.33,66.71,1164.0,940.25,135.0,34.0,137.0
2,7.12,19.15,67.66,1065.0,1390.04,97.0,46.0,164.0
2,7.11,16.44,61.53,911.0,1100.14,121.0,49.0,191.0
2,7.22,28.45,63.64,1119.0,1278.08,87.0,44.0,231.0
2,7.02,24.63,65.3,1007.0,992.99,114.0,37.0,118.0
2,6.22,15.96,54.04,1363.0,923.79,146.0,44.0,263.0
2,7.26,26.86,69.33,1382.0,1013.08,137.0,35.0,237.0
2,7.0,21.95,56.67,1335.0,1488.99,147.0,49.0,258.0
2,6.91,24.95,69.09,1476.0,1240.02,84.0,32.0,195.0
2,6.11,22.06,62.08,1012.0,1396.08,150.0,36.0,287.0
2,6.95,18.01,55.95,1027.0,1069.7,112.0,44.0,228.0
2,7.36,29.19,58.11,1325.0,1041.87,84.0,48.0,257.0
