Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Radish,6.6,24.01,56.3,484,569.2,95,26,115
Radish,6.16,17.05,63.42,139,459.52,93,37,88
Radish,6.36,19.54,53.68,757,496.1,94,30,118
Radish,6.65,19.41,62.44,1238,578.35,116,38,112
Radish,6.39,16.35,67.99,280,595.75,90,24,86
Radish,6.22,23.83,59.03,849,460.81,120,32,80
Radish,6.45,16.54,55.76,920,420.86,98,30,111
Radish,6.97,24.56,52.47,804,432.38,98,30,82
Radish,6.12,11.59,56.93,1131,450.5,103,37,103
Radish,6.55,13.07,54.17,1467,445.49,94,28,99
Radish,6.24,20.02,51.45,198,590.19,113,37,120
Radish,6.91,20.61,64.78,219,536.93,80,22,80
Radish,6.3,12.95,53.07,1209,560.82,90,30,89
Radish,6.68,23.91,62.95,475,483.16,91,22,98
Radish,6.52,24.14,55.78,172,507.57,92,40,81
Radish,6.35,16.04,58.17,1407,543.77,89,24,82
Radish,6.28,15.08,56.41,899,527.1,81,30,101
Radish,6.17,14.13,61.65,747,525.34,88,24,81
Radish,6.59,10.1,63.14,1236,472.79,94,30,112
Radish,6.61,17.41,62.77,223,405.47,117,26,117
Radish,6.35,19.31,65.53,793,402.15,107,31,115
Radish,6.49,21.82,65.49,370,453.46,90,40,81
Radish,6.97,22.35,60.75,895,463.24,85,36,101
Radish,6.98,16.63,65.57,409,562.18,114,34,84
Radish,6.35,20.17,55.9,1001,579.42,80,22,87
Radish,6.59,15.73,55.2,253,464.8,100,29,90
Radish,6.76,10.64,57.03,1261,488.52,116,26,90
Radish,6.44,13.83,61.95,722,594.79,99,32,109
Radish,6.09,19.89,55.29,215,575.36,82,37,100
Radish,6.54,20.9,57.52,241,454.32,105,20,118
Radish,6.61,15.92,69.13,1455,578.53,118,29,90
Radish,6.81,18.93,61.75,1160,504.05,117,40,108
Radish,6.92,10.82,64.25,439,539.34,120,28,95
Radish,6.15,10.29,55.13,771,550.84,91,25,98
Radish,6.34,11.53,60.16,759,571.52,89,34,102
Radish,6.55,14.43,63.35,618,504.12,91,37,113
Radish,6.11,18.57,59.01,976,564.37,81,27,97
Radish,6.4,10.53,50.38,693,518.01,96,39,94
Radish,6.86,12.42,68.98,771,486.78,90,24,117
Radish,6.95,19.16,67.51,471,556.68,114,26,86
Radish,6.83,14.37,60.91,197,507.52,97,38,99
Radish,6.62,23.68,69.63,833,512.55,88,37,91
Radish,6.71,21.14,59.12,108,407.94,99,22,101
Radish,6.8,24.07,51.49,1404,520.54,104,31,87
Radish,6.85,24.07,61.52,1430,592.87,83,40,119
Radish,6.16,21.6,69.91,762,400.12,109,25,120
Radish,6.94,17.2,51.33,1327,522.87,119,27,111
Radish,6.59,13.07,57.64,381,569.3,98,38,95
Radish,6.83,13.23,57.89,1191,413.3,96,21,83
Radish,6.95,17.74,65.44,146,484.41,93,23,103
Radish,6.73,22.22,63.35,748,413.12,105,20,89
Radish,6.54,12.85,59.46,725,403.16,118,26,93
Radish,6.12,21.92,69.36,446,557.05,90,35,84
Radish,6.26,20.79,54.78,435,552.55,119,35,92
Radish,6.76,14.09,56.59,1388,578.01,95,21,108
Radish,6.65,16.64,63.0,1319,522.57,89,30,95
Radish,6.99,18.08,62.65,839,544.89,100,33,81
Radish,6.19,23.69,55.75,473,554.51,120,40,116
Radish,6.43,23.37,62.97,1441,530.78,110,32,104
Radish,6.57,16.13,60.35,438,534.62,86,30,89
Radish,6.52,10.96,64.33,476,534.82,86,26,86
Radish,6.81,10.42,61.56,996,545.09,101,38,97
Radish,6.95,10.86,62.66,837,589.01,83,29,111
Radish,6.45,18.91,61.32,1451,462.48,109,34,90
Radish,6.34,14.42,63.51,593,574.22,82,40,97
Radish,6.9,23.6,68.85,947,416.67,103,25,108
Radish,6.27,13.65,67.95,1345,588.53,112,40,102
Radish,6.75,22.69,68.33,521,523.49,85,23,100
Radish,6.3,17.43,67.42,235,594.37,97,40,82
Radish,6.08,10.86,61.41,940,441.04,93,28,116
Radish,6.65,16.91,69.67,515,502.53,109,27,98
Radish,6.04,13.45,50.34,375,529.94,113,23,112
Radish,6.53,11.53,64.61,304,565.81,114,24,95
Radish,6.07,23.78,67.11,1082,500.07,97,40,83
Radish,6.31,17.23,52.02,1162,417.76,88,36,115
Radish,6.36,22.05,67.57,1312,457.97,98,20,97
Radish,6.86,15.14,67.17,1288,541.03,106,40,82
Radish,6.7,21.79,61.65,1308,406.55,82,26,85
Radish,6.82,11.61,56.91,996,543.34,92,33,80
Radish,6.68,12.33,64.55,256,541.71,103,40,86
Radish,6.68,20.84,57.4,1384,514.34,93,39,110
Radish,6.43,10.43,57.2,1320,553.5,93,36,108
Radish,6.87,18.35,58.83,208,543.16,84,32,98
Radish,6.6,15.61,62.79,258,488.89,103,27,103
Radish,6.22,15.41,61.48,1472,422.15,87,26,99
Radish,6.85,15.1,52.22,260,570.5,120,22,86
Radish,6.54,14.23,50.91,1469,450.49,100,37,100
Radish,6.02,21.58,61.3,1088,511.08,81,38,84
Radish,6.7,18.86,69.11,1326,401.19,83,31,119
Radish,6.71,11.95,69.76,90,465.74,84,26,113
Radish,6.22,15.93,69.69,438,505.03,119,23,102
Radish,6.18,18.92,50.21,218,529.56,107,24,83
Radish,6.96,14.09,61.91,791,527.2,80,36,86
Radish,6.15,15.99,60.28,1471,508.32,83,25,95
Radish,6.31,13.78,60.59,191,592.39,87,22,80
Radish,6.15,20.99,52.6,1035,473.97,88,20,110
Radish,6.69,23.03,51.89,798,473.75,120,24,109
Radish,6.02,13.23,69.5,355,500.53,81,28,101
Radish,6.79,20.53,58.49,792,453.07,107,38,99
Radish,6.13,23.09,63.11,821,409.28,91,20,96
Radish,6.87,17.06,63.6,133,509.11,99,20,106
Radish,6.21,15.25,69.82,790,427.09,104,24,106
Radish,6.36,11.71,50.87,589,406.3,108,26,88
Radish,6.19,22.43,63.74,1274,551.51,92,23,102
Radish,6.99,11.81,60.52,674,414.59,111,21,119
Radish,6.2,17.73,55.74,983,507.47,85,29,98
Radish,6.18,17.46,51.55,210,575.56,111,23,88
Radish,6.21,15.81,57.29,398,454.73,95,22,102
Radish,6.05,19.28,52.19,76,452.79,104,33,84
Radish,6.98,12.76,63.55,585,559.57,82,20,117
Radish,6.5,15.98,61.86,140,527.01,103,20,105
Radish,6.35,20.08,69.04,349,539.05,89,26,98
Radish,6.66,13.07,58.88,1205,583.84,80,37,101
Radish,6.96,16.92,61.26,425,546.28,106,38,116
Radish,6.38,16.95,58.84,1004,407.75,91,28,86
Radish,6.78,19.1,59.1,500,589.53,112,21,94
Radish,6.51,23.43,56.03,1259,591.6,103,29,92
Radish,6.55,24.19,58.33,982,487.98,118,20,82
Radish,6.13,22.36,52.04,399,522.69,84,36,112
Radish,6.82,10.58,56.85,76,543.05,120,28,114
Radish,6.75,10.5,52.15,997,578.22,119,40,120
Radish,6.29,23.72,58.84,821,441.57,97,25,115
Radish,6.7,18.73,62.24,1415,427.33,85,37,120
Radish,6.46,22.87,53.71,796,528.19,92,26,97
Radish,6.84,21.75,52.42,1279,557.99,107,21,103
Radish,6.78,16.15,65.98,808,453.82,105,30,92
Radish,6.43,24.88,57.39,243,457.51,99,33,115
Radish,6.42,15.27,57.28,518,597.45,105,39,109
Radish,6.07,16.94,58.8,279,426.61,86,23,109
Radish,6.56,22.24,57.0,470,418.37,120,37,112
Radish,6.11,20.97,55.82,1282,450.32,106,34,84
Radish,6.59,20.04,53.9,1009,598.05,83,32,103
Radish,6.48,17.52,66.0,979,417.05,106,21,103
Radish,6.02,17.49,56.15,392,449.94,117,25,100
Radish,6.39,15.24,65.97,1055,429.28,101,25,97
Radish,6.15,15.53,68.97,1038,569.94,114,31,112
Radish,6.17,16.82,65.06,1001,599.77,106,30,97
Radish,6.73,24.64,67.13,78,453.2,87,40,85
Radish,6.2,12.34,50.43,557,428.38,95,27,100
Radish,6.8,10.93,61.37,424,549.73,90,35,98
Radish,6.85,14.85,56.94,1337,509.57,99,34,94
Radish,6.12,23.25,69.72,1051,528.32,80,28,93
Radish,6.99,20.83,64.39,1274,540.54,82,27,101
Radish,6.96,16.06,55.91,890,431.63,106,40,89
Radish,6.14,22.02,69.94,1041,449.51,120,24,103
Radish,6.08,18.29,53.46,929,550.75,102,28,109
Radish,6.94,15.48,66.47,1269,564.65,83,23,94
