Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Sugarcane,6.93,27.65,67.38,877,1238.37,87,49,110
Sugarcane,6.58,22.15,71.64,1034,1394.28,109,35,92
Sugarcane,6.85,25.54,67.6,1112,1252.93,103,49,93
Sugarcane,7.17,33.65,79.96,821,1257.13,104,37,91
Sugarcane,6.91,26.85,68.22,1237,1451.64,84,36,105
Sugarcane,6.45,34.71,73.48,522,1159.79,111,38,88
Sugarcane,6.76,31.59,63.4,1347,1389.17,108,30,116
Sugarcane,6.04,25.65,71.9,890,1124.03,119,44,118
Sugarcane,6.42,32.67,70.79,855,1367.25,100,30,81
Sugarcane,7.14,22.84,62.18,35,1329.91,112,44,86
Sugarcane,6.37,24.22,76.57,983,1047.28,91,44,84
Sugarcane,6.96,27.91,64.2,1159,1112.94,100,33,110
Sugarcane,6.67,28.21,75.63,1016,1159.5,89,50,85
Sugarcane,6.66,20.89,72.26,507,1033.58,111,41,92
Sugarcane,6.86,26.03,72.62,1062,1027.31,83,33,101
Sugarcane,6.72,31.83,73.06,670,1466.69,112,49,81
Sugarcane,7.22,31.88,68.15,309,1121.23,91,47,120
Sugarcane,7.06,21.7,76.77,1126,1319.87,100,39,95
Sugarcane,6.56,33.77,63.0,1005,1411.96,115,49,107
Sugarcane,6.48,21.34,78.43,877,1379.01,115,36,119
Sugarcane,7.4,21.12,64.04,1135,1184.5,80,35,117
Sugarcane,6.23,20.22,68.42,153,1291.01,84,47,103
Sugarcane,7.15,24.75,73.9,1389,1171.63,97,47,110
Sugarcane,6.63,25.55,70.67,1358,1415.36,108,50,114
Sugarcane,6.65,34.87,66.27,949,1201.19,105,48,99
Sugarcane,6.39,23.95,70.76,277,1153.71,104,41,90
Sugarcane,7.21,31.47,61.38,737,1211.79,108,32,112
Sugarcane,7.12,22.98,77.33,1440,1225.02,111,34,102
Sugarcane,6.68,23.13,61.97,179,1292.71,115,48,111
Sugarcane,7.12,27.74,73.72,508,1118.14,115,42,83
Sugarcane,6.01,32.13,70.75,1063,1045.9,112,34,119
Sugarcane,6.65,29.13,76.32,658,1345.75,115,40,105
Sugarcane,7.25,33.22,75.81,989,1227.26,97,34,112
Sugarcane,6.4,31.15,79.08,332,1351.54,109,48,104
Sugarcane,6.6,22.65,64.25,904,1234.59,81,36,96
Sugarcane,7.34,21.01,74.24,418,1145.84,93,39,108
Sugarcane,7.33,27.19,78.85,283,1407.51,106,42,83
Sugarcane,6.55,29.9,72.89,586,1043.76,113,40,109
Sugarcane,6.88,22.78,73.31,461,1327.33,106,32,114
Sugarcane,6.51,28.93,79.99,1481,1003.24,113,47,96
Sugarcane,6.59,21.57,77.75,1230,1177.0,99,33,87
Sugarcane,6.77,31.08,76.76,597,1490.62,84,40,114
Sugarcane,7.05,30.33,64.22,306,1112.08,106,34,100
Sugarcane,6.14,29.17,71.3,653,1399.45,80,32,120
Sugarcane,6.12,34.32,67.06,1115,1076.9,118,40,112
Sugarcane,7.02,31.42,66.39,1089,1155.21,92,33,103
Sugarcane,6.48,24.5,70.33,1483,1173.79,103,41,103
Sugarcane,6.56,27.86,75.93,746,1265.2,114,50,97
Sugarcane,7.44,26.07,67.35,142,1449.1,100,49,119
Sugarcane,6.97,29.71,63.96,696,1366.82,95,40,87
Sugarcane,6.83,21.04,60.15,311,1373.22,91,47,94
Sugarcane,7.12,31.25,72.32,1225,1027.24,89,42,97
Sugarcane,6.69,34.1,68.27,1344,1434.34,83,43,108
Sugarcane,6.57,27.1,76.03,214,1247.51,87,47,86
Sugarcane,7.41,27.25,71.05,152,1165.42,84,31,80
Sugarcane,7.32,34.95,76.52,102,1444.74,104,43,95
Sugarcane,6.69,22.69,67.63,968,1295.37,84,41,95
Sugarcane,7.05,34.53,60.61,672,1264.51,96,32,100
Sugarcane,6.15,30.93,74.56,995,1436.87,89,49,97
Sugarcane,6.22,34.81,79.75,545,1154.86,101,36,118
Sugarcane,6.58,24.26,61.61,217,1354.25,116,50,107
Sugarcane,6.58,20.59,60.55,659,1304.97,109,50,97
Sugarcane,7.21,24.87,76.32,1476,1217.47,109,49,94
Sugarcane,6.13,28.09,78.17,650,1040.01,101,41,114
Sugarcane,6.28,21.26,65.83,652,1075.92,113,37,98
Sugarcane,6.44,21.38,64.91,1218,1443.25,97,30,99
Sugarcane,7.38,20.67,63.06,903,1399.03,117,50,95
Sugarcane,7.31,31.48,66.59,1347,1021.5,117,37,93
Sugarcane,6.85,33.11,74.34,614,1019.72,92,49,116
Sugarcane,7.38,32.09,74.93,936,1341.35,87,43,113
Sugarcane,7.39,31.15,77.96,535,1462.88,109,35,89
Sugarcane,6.91,32.97,75.14,600,1412.78,86,30,87
Sugarcane,6.95,29.04,70.35,1177,1231.96,120,39,104
Sugarcane,6.25,24.4,63.09,1500,1086.87,91,41,86
Sugarcane,6.04,23.36,74.79,199,1067.71,109,40,92
Sugarcane,6.93,26.56,79.75,80,1422.15,112,49,81
Sugarcane,6.95,28.62,66.32,737,1431.92,107,44,107
Sugarcane,6.65,23.94,68.72,989,1352.38,115,36,113
Sugarcane,6.89,21.51,67.86,1351,1152.2,117,39,99
Sugarcane,6.73,22.15,73.75,688,1423.9,88,42,85
Sugarcane,6.92,29.97,69.5,1287,1228.47,98,39,83
Sugarcane,7.31,29.84,69.3,1456,1407.4,87,45,115
Sugarcane,6.34,34.94,63.79,511,1266.24,118,36,113
Sugarcane,7.28,22.66,66.56,189,1479.77,118,34,85
Sugarcane,6.96,21.87,68.38,1025,1368.63,97,32,109
Sugarcane,7.41,27.66,63.53,712,1154.32,80,38,94
Sugarcane,6.37,30.91,60.99,21,1326.05,92,33,95
Sugarcane,6.47,24.83,62.17,837,1239.01,80,45,94
Sugarcane,6.89,20.97,79.52,1211,1034.3,108,43,93
Sugarcane,6.34,32.48,73.01,1165,1282.32,97,43,102
Sugarcane,6.97,30.55,68.45,90,1455.71,100,42,100
Sugarcane,6.26,30.42,67.25,1257,1229.57,101,32,83
Sugarcane,6.09,20.7,62.27,906,1157.67,92,50,87
Sugarcane,7.02,32.65,70.75,672,1242.16,81,37,80
Sugarcane,6.48,26.66,63.18,238,1181.54,104,41,82
Sugarcane,6.07,21.87,70.51,1011,1201.94,91,32,104
Sugarcane,6.85,20.68,60.78,69,1156.76,98,39,98
Sugarcane,7.08,26.51,72.98,1246,1086.41,92,46,118
Sugarcane,7.32,34.76,70.79,97,1092.85,114,37,99
Sugarcane,6.89,32.41,72.86,256,1106.88,84,48,112
Sugarcane,7.43,24.48,79.18,275,1406.64,106,49,84
Sugarcane,7.18,30.8,77.36,1034,1344.48,117,45,80
Sugarcane,7.4,33.09,68.19,1289,1493.54,111,44,91
Sugarcane,6.96,21.36,66.35,211,1233.21,89,38,108
Sugarcane,7.27,22.98,66.26,832,1389.93,112,41,102
Sugarcane,7.17,25.21,61.53,157,1011.66,86,46,114
Sugarcane,6.05,28.3,73.73,983,1490.85,86,34,107
Sugarcane,6.83,28.76,73.62,55,1009.46,113,36,100
Sugarcane,6.4,27.31,60.04,1030,1461.34,96,49,90
Sugarcane,7.28,28.06,72.57,378,1202.69,115,44,115
Sugarcane,6.36,27.44,65.24,1049,1198.11,103,46,109
Sugarcane,7.44,25.76,78.56,762,1001.76,94,37,106
Sugarcane,6.26,27.57,62.38,491,1293.92,83,42,119
Sugarcane,6.67,29.65,69.95,810,1347.96,80,46,111
Sugarcane,6.86,26.18,75.63,944,1213.85,86,31,107
Sugarcane,6.89,30.12,77.7,706,1260.59,119,32,89
Sugarcane,6.4,27.16,79.64,565,1118.98,112,34,100
Sugarcane,6.08,24.8,71.41,306,1338.23,101,31,99
Sugarcane,7.43,31.69,65.05,336,1317.03,81,41,87
Sugarcane,7.39,33.58,61.29,1456,1157.71,91,37,103
Sugarcane,6.31,29.75,69.91,1085,1258.68,94,35,113
Sugarcane,6.16,21.44,69.97,807,1113.81,89,40,116
Sugarcane,6.49,27.66,73.81,755,1260.97,82,42,91
Sugarcane,7.44,26.55,72.42,526,1205.2,107,44,111
Sugarcane,6.99,29.32,60.71,986,1052.71,106,39,80
Sugarcane,7.02,31.35,74.33,697,1005.86,95,49,105
Sugarcane,7.16,27.62,79.95,396,1054.73,114,33,88
Sugarcane,6.85,31.85,62.01,771,1149.53,89,38,81
Sugarcane,6.06,20.67,72.67,1104,1298.31,104,42,94
Sugarcane,7.22,26.13,66.3,177,1095.92,86,48,107
Sugarcane,6.92,21.72,63.45,92,1469.1,97,32,91
Sugarcane,6.93,30.99,67.47,1312,1464.55,80,47,96
Sugarcane,6.3,22.35,68.9,1413,1387.06,87,38,89
Sugarcane,6.85,31.38,72.3,14,1249.82,85,32,101
Sugarcane,7.0,34.15,79.08,1425,1442.35,93,35,94
Sugarcane,6.94,24.7,67.07,149,1203.75,97,32,117
