Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Sponge Gourd (Ghirawla),6.74,30.86,66.88,1101,796.68,84,39,88
Sponge Gourd (Ghirawla),6.72,29.58,78.07,225,731.53,71,46,76
Sponge Gourd (Ghirawla),6.38,28.69,70.01,377,607.48,78,50,81
Sponge Gourd (Ghirawla),6.47,30.34,62.13,1109,688.22,69,49,95
Sponge Gourd (Ghirawla),6.25,27.26,66.8,1024,706.64,75,37,90
Sponge Gourd (Ghirawla),6.68,28.19,77.92,1247,731.2,93,44,85
Sponge Gourd (Ghirawla),6.51,34.13,77.24,1451,745.02,100,36,94
Sponge Gourd (Ghirawla),6.27,30.56,73.61,169,623.54,97,30,71
Sponge Gourd (Ghirawla),6.98,28.29,66.93,919,615.8,76,43,62
Sponge Gourd (Ghirawla),6.92,29.23,62.7,384,603.06,92,41,100
Sponge Gourd (Ghirawla),6.28,26.56,69.62,100,640.29,84,40,96
Sponge Gourd (Ghirawla),6.16,26.36,68.84,1422,710.4,87,46,95
Sponge Gourd (Ghirawla),6.99,29.76,70.25,1338,672.8,94,50,81
Sponge Gourd (Ghirawla),6.62,32.91,71.68,1294,683.3,74,38,99
Sponge Gourd (Ghirawla),6.95,25.53,79.52,766,693.58,96,37,82
Sponge Gourd (Ghirawla),6.16,25.86,64.0,205,779.14,66,42,75
Sponge Gourd (Ghirawla),6.12,32.42,63.99,1377,670.35,90,49,74
Sponge Gourd (Ghirawla),6.69,33.22,65.93,17,672.91,66,50,75
Sponge Gourd (Ghirawla),6.62,28.55,70.68,793,641.99,91,35,76
Sponge Gourd (Ghirawla),6.07,32.92,69.68,77,666.54,88,37,72
Sponge Gourd (Ghirawla),6.76,33.11,68.27,1359,664.9,68,35,94
Sponge Gourd (Ghirawla),6.49,34.65,72.64,1395,712.44,62,44,72
Sponge Gourd (Ghirawla),6.61,32.36,65.57,71,643.07,96,34,96
Sponge Gourd (Ghirawla),6.15,31.54,77.06,707,706.74,72,37,68
Sponge Gourd (Ghirawla),6.09,32.73,64.37,459,710.77,68,36,75
Sponge Gourd (Ghirawla),6.01,32.98,60.9,242,711.75,87,38,100
Sponge Gourd (Ghirawla),6.81,29.16,63.5,106,790.61,86,34,72
Sponge Gourd (Ghirawla),6.13,26.12,70.01,1454,649.5,83,36,79
Sponge Gourd (Ghirawla),6.25,28.19,72.12,1311,605.45,94,38,75
Sponge Gourd (Ghirawla),6.37,33.17,69.1,227,779.82,78,39,86
Sponge Gourd (Ghirawla),6.03,29.11,70.94,1224,718.6,89,43,65
Sponge Gourd (Ghirawla),6.84,27.62,74.7,570,705.79,60,44,71
Sponge Gourd (Ghirawla),6.96,33.92,68.89,442,764.69,91,44,61
Sponge Gourd (Ghirawla),6.32,30.27,79.07,1039,601.44,97,31,95
Sponge Gourd (Ghirawla),6.4,33.54,77.21,361,747.36,76,41,92
Sponge Gourd (Ghirawla),6.7,25.76,66.22,520,679.97,92,46,82
Sponge Gourd (Ghirawla),6.36,29.92,66.93,1178,708.67,91,48,93
Sponge Gourd (Ghirawla),6.89,31.82,72.41,1386,758.45,73,48,75
Sponge Gourd (Ghirawla),6.85,34.58,78.64,304,760.24,72,46,70
Sponge Gourd (Ghirawla),6.79,33.76,64.6,647,739.05,66,44,71
Sponge Gourd (Ghirawla),6.44,26.86,64.41,936,608.51,66,41,64
Sponge Gourd (Ghirawla),6.68,25.47,70.82,736,666.15,88,34,71
Sponge Gourd (Ghirawla),6.83,31.65,72.05,178,694.04,74,30,94
Sponge Gourd (Ghirawla),6.47,27.91,70.56,142,649.1,100,50,83
Sponge Gourd (Ghirawla),6.69,27.51,76.98,912,695.85,92,31,94
Sponge Gourd (Ghirawla),6.73,30.25,73.86,930,671.59,99,31,78
Sponge Gourd (Ghirawla),6.43,25.01,69.35,576,738.28,77,50,99
Sponge Gourd (Ghirawla),6.04,34.3,65.63,601,613.49,70,42,96
Sponge Gourd (Ghirawla),6.23,28.07,77.16,1219,767.82,74,40,90
Sponge Gourd (Ghirawla),6.25,31.17,76.32,304,757.85,85,50,86
Sponge Gourd (Ghirawla),6.86,33.8,69.15,1414,690.24,95,48,75
Sponge Gourd (Ghirawla),6.64,34.18,73.26,401,772.19,63,35,76
Sponge Gourd (Ghirawla),6.34,33.12,79.75,1293,630.09,68,42,62
Sponge Gourd (Ghirawla),6.52,27.96,69.14,1408,715.91,66,31,89
Sponge Gourd (Ghirawla),6.92,34.52,74.2,1307,632.57,92,37,97
Sponge Gourd (Ghirawla),6.57,30.72,79.63,94,743.09,95,46,70
Sponge Gourd (Ghirawla),6.55,26.35,76.06,451,694.69,98,50,100
Sponge Gourd (Ghirawla),6.2,30.74,75.21,1281,788.96,82,38,84
Sponge Gourd (Ghirawla),6.18,31.85,78.71,404,612.05,96,43,87
Sponge Gourd (Ghirawla),6.89,30.83,63.83,515,636.44,71,35,77
Sponge Gourd (Ghirawla),6.66,31.35,72.01,1391,776.46,94,40,85
Sponge Gourd (Ghirawla),6.01,28.99,62.59,744,705.37,93,45,63
Sponge Gourd (Ghirawla),6.96,28.56,61.42,1186,779.72,62,37,61
Sponge Gourd (Ghirawla),6.9,32.03,66.32,309,675.87,99,30,67
Sponge Gourd (Ghirawla),6.67,29.81,79.46,630,767.74,77,33,86
Sponge Gourd (Ghirawla),6.93,27.84,79.15,368,638.0,83,40,94
Sponge Gourd (Ghirawla),6.26,28.8,73.99,1483,694.76,82,37,95
Sponge Gourd (Ghirawla),6.82,26.12,61.32,1024,782.69,87,44,79
Sponge Gourd (Ghirawla),6.52,25.54,78.91,428,622.93,99,41,62
Sponge Gourd (Ghirawla),6.94,26.12,77.37,358,684.65,94,41,77
Sponge Gourd (Ghirawla),6.03,32.25,79.12,329,747.6,86,38,94
Sponge Gourd (Ghirawla),6.16,29.46,73.95,1498,671.78,91,50,62
Sponge Gourd (Ghirawla),6.91,30.79,62.04,1339,606.2,64,30,100
Sponge Gourd (Ghirawla),6.93,33.32,68.24,1227,786.77,71,41,66
Sponge Gourd (Ghirawla),6.54,33.46,79.95,247,679.43,96,33,94
Sponge Gourd (Ghirawla),6.47,34.01,73.84,991,757.32,81,50,100
Sponge Gourd (Ghirawla),6.53,31.01,79.23,1398,756.81,75,40,88
Sponge Gourd (Ghirawla),6.47,26.84,60.33,1452,774.68,78,42,90
Sponge Gourd (Ghirawla),6.27,29.17,66.78,399,602.77,79,45,83
Sponge Gourd (Ghirawla),6.22,32.95,72.8,904,760.01,66,42,63
Sponge Gourd (Ghirawla),6.43,29.97,65.85,801,728.0,75,48,70
Sponge Gourd (Ghirawla),6.16,33.84,79.79,415,625.35,97,47,91
Sponge Gourd (Ghirawla),6.27,27.88,71.85,973,616.02,100,40,73
Sponge Gourd (Ghirawla),6.01,34.19,68.77,1498,750.74,91,36,78
Sponge Gourd (Ghirawla),6.35,25.03,63.43,1430,760.11,92,43,68
Sponge Gourd (Ghirawla),6.86,33.48,79.01,1338,794.48,90,42,89
Sponge Gourd (Ghirawla),6.13,29.36,65.83,829,758.15,88,30,96
Sponge Gourd (Ghirawla),6.28,34.89,74.52,758,705.42,71,45,61
Sponge Gourd (Ghirawla),6.74,27.21,71.18,735,622.92,90,38,78
Sponge Gourd (Ghirawla),6.01,27.68,79.96,724,769.26,98,34,88
Sponge Gourd (Ghirawla),6.4,25.52,70.21,1371,654.29,74,45,97
Sponge Gourd (Ghirawla),6.39,26.45,71.95,704,719.61,91,35,78
Sponge Gourd (Ghirawla),6.2,28.97,62.87,489,637.55,74,41,73
Sponge Gourd (Ghirawla),6.72,26.12,70.56,313,711.09,74,32,63
Sponge Gourd (Ghirawla),6.85,31.68,64.57,22,755.58,67,43,73
Sponge Gourd (Ghirawla),6.53,34.23,64.81,430,671.03,94,30,97
Sponge Gourd (Ghirawla),6.1,28.14,67.12,458,712.32,86,48,72
Sponge Gourd (Ghirawla),6.6,30.67,64.91,261,606.3,61,30,71
Sponge Gourd (Ghirawla),6.84,28.53,74.21,201,777.49,98,39,93
Sponge Gourd (Ghirawla),6.27,33.57,60.95,1228,650.72,82,32,92
Sponge Gourd (Ghirawla),6.97,25.59,74.76,1033,753.07,88,33,97
Sponge Gourd (Ghirawla),6.7,31.17,77.04,1379,794.58,61,34,64
Sponge Gourd (Ghirawla),6.97,28.79,75.09,1448,692.55,97,50,74
Sponge Gourd (Ghirawla),6.44,31.91,60.14,739,711.22,62,38,93
Sponge Gourd (Ghirawla),6.29,33.07,66.21,797,673.17,85,49,66
Sponge Gourd (Ghirawla),6.99,27.67,64.36,298,755.28,76,42,88
Sponge Gourd (Ghirawla),6.19,34.29,66.27,318,738.96,99,42,66
Sponge Gourd (Ghirawla),6.92,28.87,65.49,1308,761.11,88,32,69
Sponge Gourd (Ghirawla),6.1,29.02,70.31,382,753.94,76,42,98
Sponge Gourd (Ghirawla),6.35,28.45,78.63,612,707.15,65,41,94
Sponge Gourd (Ghirawla),6.36,30.27,61.19,1261,697.71,82,32,82
Sponge Gourd (Ghirawla),6.72,25.99,67.27,757,634.91,83,48,79
Sponge Gourd (Ghirawla),6.51,27.0,63.17,1141,689.99,99,32,84
Sponge Gourd (Ghirawla),6.62,26.18,65.06,1102,680.37,87,47,75
Sponge Gourd (Ghirawla),6.75,25.8,62.15,980,658.62,62,40,92
Sponge Gourd (Ghirawla),6.11,33.38,67.94,863,648.75,72,30,75
Sponge Gourd (Ghirawla),6.8,33.06,69.12,351,661.56,77,32,86
Sponge Gourd (Ghirawla),6.57,34.48,71.08,1489,788.17,91,48,77
Sponge Gourd (Ghirawla),6.13,29.46,68.52,873,694.61,99,30,81
Sponge Gourd (Ghirawla),6.35,28.4,60.61,1004,635.78,69,45,63
Sponge Gourd (Ghirawla),6.53,31.63,61.26,1426,649.57,82,45,81
Sponge Gourd (Ghirawla),6.26,30.39,71.71,40,754.66,89,49,76
Sponge Gourd (Ghirawla),6.14,34.52,71.23,17,795.07,67,33,87
Sponge Gourd (Ghirawla),6.46,29.56,73.86,910,792.0,65,40,97
Sponge Gourd (Ghirawla),6.93,28.29,79.02,707,773.6,73,49,64
Sponge Gourd (Ghirawla),6.83,26.08,68.43,1068,667.96,80,44,90
Sponge Gourd (Ghirawla),6.81,27.98,74.31,123,647.16,95,32,82
Sponge Gourd (Ghirawla),6.93,28.79,75.22,510,674.56,66,46,88
Sponge Gourd (Ghirawla),6.2,25.05,74.71,438,707.67,72,31,78
Sponge Gourd (Ghirawla),6.23,26.94,76.91,397,631.37,71,50,99
Sponge Gourd (Ghirawla),6.33,31.66,69.85,995,678.28,61,40,70
Sponge Gourd (Ghirawla),6.96,25.8,62.57,851,614.0,77,46,88
Sponge Gourd (Ghirawla),6.24,28.69,66.97,271,736.22,85,36,95
Sponge Gourd (Ghirawla),6.66,34.27,78.28,1391,659.15,67,41,73
Sponge Gourd (Ghirawla),6.57,34.24,65.76,904,798.91,82,37,61
Sponge Gourd (Ghirawla),6.19,26.01,66.27,1336,797.38,85,48,79
Sponge Gourd (Ghirawla),6.53,30.94,78.24,248,701.48,87,34,80
Sponge Gourd (Ghirawla),6.11,32.08,72.08,1031,701.64,74,34,61
Sponge Gourd (Ghirawla),6.33,34.87,74.62,71,624.03,60,50,62
Sponge Gourd (Ghirawla),6.0,30.43,65.86,143,795.67,85,47,65
Sponge Gourd (Ghirawla),6.47,25.25,73.81,587,763.41,68,32,95
Sponge Gourd (Ghirawla),6.98,33.44,69.7,423,745.12,60,38,89
