Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Potato,5.21,15.21,70.73,148,462.65,137,26,146
Potato,5.99,16.36,78.33,498,535.67,119,28,140
Potato,6.17,19.72,74.89,1072,595.28,114,40,114
Potato,5.53,18.17,71.04,1326,525.11,108,20,118
Potato,6.19,24.39,72.54,1264,470.1,142,35,137
Potato,5.14,16.18,74.55,965,581.99,107,21,122
Potato,5.09,24.93,70.57,528,431.45,114,31,101
Potato,6.02,15.75,75.57,376,546.37,110,28,143
Potato,5.83,16.89,73.06,522,474.39,110,33,125
Potato,6.04,24.34,75.07,64,539.31,101,24,113
Potato,6.49,21.8,78.63,706,488.55,104,23,107
Potato,5.25,19.06,75.72,632,452.67,109,29,144
Potato,5.41,23.91,70.79,394,587.94,141,20,150
Potato,5.06,16.57,70.87,1018,452.96,147,34,149
Potato,6.35,23.46,78.27,700,582.2,119,32,114
Potato,6.48,21.92,76.87,519,462.14,108,36,145
Potato,6.21,24.62,77.23,1445,405.17,133,39,101
Potato,6.12,24.25,73.59,628,463.37,130,25,133
Potato,5.21,16.48,77.03,430,530.34,108,26,144
Potato,5.75,17.22,72.17,1230,529.3,131,34,113
Potato,6.02,17.2,74.87,304,451.66,111,39,117
Potato,5.29,22.84,75.59,488,570.32,131,23,110
Potato,5.76,15.37,78.98,992,538.88,145,24,125
Potato,6.31,22.98,78.14,1357,506.26,147,22,132
Potato,5.19,17.63,75.43,1139,465.04,104,20,134
Potato,5.84,17.04,73.39,629,497.82,117,32,130
Potato,5.05,19.15,76.01,653,583.64,110,32,132
Potato,6.12,16.72,72.52,271,433.56,135,31,140
Potato,5.26,24.75,72.5,1396,506.3,125,38,128
Potato,6.44,18.25,70.51,1474,527.51,103,25,134
Potato,6.16,19.45,77.2,288,535.25,143,32,133
Potato,6.3,16.11,79.23,873,507.43,150,32,119
Potato,5.02,19.24,75.59,173,566.82,139,23,107
Potato,5.95,16.3,79.29,778,460.5,100,33,141
Potato,5.83,23.61,78.05,506,540.28,112,21,114
Potato,5.23,17.56,77.36,1068,455.12,145,34,103
Potato,5.41,19.61,77.15,1310,406.9,127,27,111
Potato,6.48,20.49,78.16,859,478.64,145,25,122
Potato,5.42,17.22,79.9,298,431.87,121,31,112
Potato,5.66,17.41,78.63,331,460.1,138,40,144
Potato,5.07,17.34,76.81,1078,416.32,141,23,131
Potato,5.93,16.19,79.96,1145,429.46,135,37,146
Potato,5.22,18.93,72.89,1154,548.89,105,20,115
Potato,5.55,23.6,78.81,1179,509.82,119,21,110
Potato,6.48,19.88,74.3,88,493.54,123,24,112
Potato,5.59,18.67,73.83,874,589.11,129,29,120
Potato,6.09,22.98,75.01,655,551.38,108,21,120
Potato,5.19,16.65,78.35,805,410.2,128,39,133
Potato,6.15,15.69,79.92,1394,441.26,122,21,103
Potato,6.32,16.35,73.99,756,516.65,110,34,143
Potato,5.55,16.11,76.8,1189,464.06,128,34,106
Potato,5.54,20.61,74.87,1493,416.85,111,30,127
Potato,5.28,17.07,73.63,310,492.51,142,31,119
Potato,6.16,16.77,72.65,708,483.79,128,34,105
Potato,5.73,17.99,72.04,797,559.11,136,38,105
Potato,5.45,24.57,72.54,1185,511.25,109,33,101
Potato,6.03,22.31,72.4,494,436.86,132,29,148
Potato,6.13,16.77,77.62,1090,403.76,139,30,146
Potato,5.56,24.96,72.37,151,407.47,113,20,115
Potato,5.41,23.43,75.4,999,525.87,113,39,118
Potato,5.28,23.7,75.0,1390,478.61,148,30,113
Potato,5.61,19.46,72.42,350,525.74,100,27,126
Potato,5.41,16.74,72.89,1456,449.45,146,21,140
Potato,5.44,21.49,78.97,242,471.34,148,21,133
Potato,5.45,22.1,73.65,76,424.16,105,29,119
Potato,6.39,18.66,71.72,125,569.32,120,35,102
Potato,6.45,17.79,76.35,904,537.7,145,39,146
Potato,6.17,16.52,74.9,1099,574.82,104,22,117
Potato,5.93,20.28,74.51,384,478.61,104,35,141
Potato,6.25,22.83,77.03,243,433.04,102,37,150
Potato,5.65,16.81,71.31,415,439.14,115,20,138
Potato,6.15,22.01,77.38,1140,474.28,126,32,108
Potato,6.0,18.01,73.77,1423,544.11,112,40,128
Potato,5.61,19.18,76.63,1297,489.62,115,21,109
Potato,5.27,21.01,73.46,1098,466.09,130,37,121
Potato,5.08,21.44,70.23,1482,428.88,148,20,131
Potato,6.1,18.09,73.73,990,472.65,144,32,108
Potato,5.49,20.16,71.17,1499,427.07,140,25,140
Potato,5.47,22.74,70.08,1225,479.66,101,36,146
Potato,5.44,22.73,72.67,811,596.87,110,27,101
Potato,5.77,18.63,78.13,700,468.11,126,33,127
Potato,6.18,16.63,77.78,365,501.18,126,27,127
Potato,5.38,24.31,70.39,1469,478.88,117,27,121
Potato,6.3,21.1,73.2,608,534.41,131,24,150
Potato,5.55,20.86,79.77,1351,438.93,100,24,108
Potato,5.56,22.67,78.31,795,569.01,144,20,105
Potato,5.13,19.46,75.97,483,512.96,125,39,149
Potato,5.23,22.76,75.87,1190,515.85,143,33,119
Potato,6.29,22.35,79.59,819,438.67,126,30,149
Potato,6.22,20.31,75.62,1130,425.63,146,28,145
Potato,6.48,23.26,74.92,132,578.64,128,36,149
Potato,5.0,17.51,77.61,381,512.52,145,34,137
Potato,5.72,17.48,70.04,1310,552.31,123,28,116
Potato,5.7,16.29,70.73,1203,491.36,140,23,146
Potato,5.94,22.24,71.38,130,535.77,108,34,148
Potato,5.34,17.27,74.64,135,554.29,124,27,113
Potato,6.43,16.61,79.15,754,419.22,128,38,106
Potato,5.25,15.41,73.26,857,476.76,109,25,111
Potato,5.02,22.81,72.36,1055,455.49,126,35,131
Potato,5.71,19.46,79.11,1371,441.95,103,26,115
Potato,5.7,16.42,70.44,519,544.09,148,33,135
Potato,6.25,21.19,70.35,900,455.67,103,38,113
Potato,6.05,20.1,73.9,1109,590.07,142,32,147
Potato,6.04,18.31,79.85,1171,441.14,128,36,109
Potato,5.22,15.81,76.09,1144,590.5,140,30,123
Potato,5.75,24.54,72.19,1264,415.7,119,23,136
Potato,5.59,23.05,74.34,107,467.61,129,35,148
Potato,5.18,20.28,70.21,594,582.3,112,27,122
Potato,5.96,24.27,77.46,1429,505.91,107,28,122
Potato,6.08,17.35,73.02,834,560.9,124,36,140
Potato,5.95,22.17,77.04,1454,440.93,139,36,111
Potato,5.92,15.35,76.9,165,557.63,145,29,131
Potato,6.23,20.57,74.45,493,401.32,129,27,103
Potato,5.59,21.81,71.55,450,526.49,103,40,146
Potato,5.92,20.46,70.74,1030,453.9,101,27,123
Potato,6.17,18.31,72.05,453,561.51,115,38,106
Potato,5.24,23.73,71.72,1023,523.89,133,33,120
Potato,6.08,16.91,70.88,1118,590.95,100,22,101
Potato,5.73,24.56,77.32,310,421.34,110,35,130
Potato,5.19,16.08,70.53,1008,414.2,101,33,118
Potato,5.35,22.03,79.73,680,597.96,127,20,146
Potato,6.07,15.08,77.99,630,471.11,134,27,102
Potato,5.27,24.23,74.85,645,457.08,122,31,134
Potato,5.51,23.22,74.12,698,431.12,111,34,145
Potato,5.56,17.83,74.51,1042,597.61,108,28,103
Potato,6.22,19.35,74.7,361,418.65,143,20,102
Potato,5.42,23.38,70.37,1383,570.29,150,24,140
Potato,5.92,15.44,77.25,81,509.57,145,28,129
Potato,5.92,19.56,79.91,281,491.26,146,21,112
Potato,6.19,17.97,76.4,627,488.73,137,27,136
Potato,5.39,15.73,76.02,1193,527.94,118,35,149
Potato,5.99,15.15,78.03,1409,542.94,146,32,123
Potato,5.26,21.28,75.31,1138,587.22,144,23,146
Potato,6.45,15.58,75.7,668,471.77,134,28,120
Potato,5.05,21.03,72.17,1270,445.15,140,23,127
Potato,5.02,15.64,78.9,1394,423.51,132,30,108
Potato,5.88,16.62,76.11,425,524.84,144,32,138
Potato,5.87,20.86,78.91,321,499.66,131,24,140
Potato,6.14,19.85,76.64,995,496.37,135,20,123
Potato,5.16,24.34,79.87,1395,590.65,144,30,146
Potato,6.27,19.0,77.87,827,591.08,129,31,126
Potato,5.02,24.02,72.94,765,437.79,107,39,126
Potato,5.99,21.09,75.24,613,419.71,142,33,101
Potato,6.25,24.23,77.8,647,572.69,110,27,110
Potato,5.09,17.38,72.39,1436,429.58,110,31,116
Potato,5.13,21.22,79.62,709,470.31,112,20,135
Potato,6.24,21.86,71.74,744,422.23,117,27,117
Potato,6.33,15.72,71.38,1325,541.84,123,32,106
Potato,5.69,21.23,75.66,1447,515.95,117,34,140
Potato,6.12,16.58,79.13,1163,569.8,102,31,139
Potato,6.06,21.94,72.68,947,575.55,101,39,133
Potato,5.93,19.86,72.28,879,494.57,100,34,107
