Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Corn (Maize),6.69,26.9,68.69,424,607.48,166,45,129
Corn (Maize),6.17,20.26,63.06,989,688.67,152,30,136
Corn (Maize),6.79,32.08,63.54,1422,686.81,126,36,131
Corn (Maize),6.42,31.33,67.09,383,702.74,164,32,174
Corn (Maize),6.95,21.61,65.7,40,706.28,120,50,167
Corn (Maize),6.95,23.66,66.73,95,645.2,154,45,158
Corn (Maize),6.22,21.84,67.28,1266,641.25,129,39,168
Corn (Maize),6.28,32.92,62.08,1221,761.61,131,30,179
Corn (Maize),6.19,32.7,62.49,812,671.54,133,30,126
Corn (Maize),6.06,21.62,69.25,1215,796.25,122,33,143
Corn (Maize),5.81,20.39,69.28,1012,765.42,121,48,159
Corn (Maize),6.13,21.49,65.78,583,781.6,123,31,175
Corn (Maize),6.59,23.98,65.37,655,757.13,144,50,144
Corn (Maize),6.72,22.41,62.38,1017,641.25,128,34,170
Corn (Maize),6.74,33.18,62.49,1287,694.02,157,46,150
Corn (Maize),6.58,32.67,65.8,505,718.2,168,30,154
Corn (Maize),6.57,21.28,63.71,888,755.34,127,50,157
Corn (Maize),6.08,27.8,67.52,263,662.3,172,47,179
Corn (Maize),6.44,31.49,65.39,485,777.15,153,30,170
Corn (Maize),6.66,25.87,65.71,838,746.3,163,43,139
Corn (Maize),6.92,26.37,64.06,704,794.45,137,34,170
Corn (Maize),6.47,31.93,63.18,52,787.82,154,46,138
Corn (Maize),6.79,33.48,60.13,50,666.61,164,47,180
Corn (Maize),6.52,25.63,68.91,262,708.71,166,34,175
Corn (Maize),5.85,32.44,61.09,1185,762.7,167,34,124
Corn (Maize),6.83,26.92,62.3,365,783.73,141,41,170
Corn (Maize),6.54,20.08,63.12,459,605.3,121,36,121
Corn (Maize),6.83,25.59,60.42,1408,713.69,165,31,129
Corn (Maize),6.37,32.34,67.44,711,615.39,173,40,130
Corn (Maize),6.63,22.85,67.83,1073,611.46,149,44,151
Corn (Maize),6.14,28.91,64.03,1445,667.15,147,42,128
Corn (Maize),5.88,25.65,60.08,740,794.06,153,32,149
Corn (Maize),6.86,32.42,60.88,721,610.96,158,30,154
Corn (Maize),5.85,22.68,67.2,516,702.7,157,30,161
Corn (Maize),6.57,26.55,63.42,757,792.78,133,38,145
Corn (Maize),6.46,31.8,64.3,387,793.82,151,35,120
Corn (Maize),6.83,30.13,62.1,28,783.85,155,44,121
Corn (Maize),6.2,34.52,66.62,466,673.8,127,49,154
Corn (Maize),6.45,22.67,62.97,447,707.06,122,41,171
Corn (Maize),6.72,31.99,63.8,1404,765.91,173,39,161
Corn (Maize),6.18,30.26,68.07,1187,788.85,134,42,169
Corn (Maize),6.63,28.87,68.15,1069,775.22,120,41,175
Corn (Maize),6.88,31.97,64.35,479,616.09,145,41,175
Corn (Maize),6.8,29.5,64.85,150,671.74,166,34,154
Corn (Maize),6.47,26.98,61.83,412,642.26,153,40,156
Corn (Maize),6.42,20.4,69.42,1098,650.9,153,35,148
Corn (Maize),6.37,34.71,67.89,1407,749.46,130,39,160
Corn (Maize),6.96,20.29,68.92,193,618.49,146,33,148
Corn (Maize),6.21,28.42,60.03,784,740.46,134,30,157
Corn (Maize),6.73,33.69,65.45,419,655.21,149,46,128
Corn (Maize),6.73,30.97,63.07,388,735.81,148,42,149
Corn (Maize),5.94,20.44,67.52,1038,761.58,169,44,152
Corn (Maize),6.67,29.05,69.86,585,642.38,163,35,145
Corn (Maize),5.91,30.34,64.75,487,771.26,151,47,123
Corn (Maize),6.17,34.06,62.19,290,781.17,121,46,153
Corn (Maize),6.66,33.08,60.91,1306,639.32,132,48,170
Corn (Maize),6.49,31.88,62.29,334,725.09,172,37,124
Corn (Maize),7.0,28.65,62.14,1065,724.29,150,37,179
Corn (Maize),5.9,23.29,64.51,162,787.32,131,34,176
Corn (Maize),6.37,30.4,68.57,1046,609.56,158,30,137
Corn (Maize),6.9,27.41,65.93,1245,792.15,163,44,167
Corn (Maize),6.66,23.58,60.07,462,638.28,134,44,176
Corn (Maize),6.87,26.3,60.35,1011,712.32,140,46,128
Corn (Maize),6.54,34.63,69.7,575,743.11,168,35,152
Corn (Maize),6.42,27.34,69.96,987,693.81,176,31,157
Corn (Maize),6.52,23.45,69.64,491,796.95,139,33,165
Corn (Maize),6.81,25.73,66.49,995,707.57,159,43,147
Corn (Maize),6.02,28.43,69.22,384,760.18,156,49,140
Corn (Maize),6.28,21.58,62.91,1340,617.94,155,45,157
Corn (Maize),6.54,32.52,65.3,468,662.58,144,36,135
Corn (Maize),6.49,28.79,66.76,1494,680.31,133,42,159
Corn (Maize),5.88,24.21,64.53,1216,784.61,158,41,151
Corn (Maize),6.61,32.72,63.6,1496,713.9,131,35,127
Corn (Maize),5.91,24.57,69.37,1475,623.17,177,50,150
Corn (Maize),6.21,23.47,66.43,904,736.16,169,40,177
Corn (Maize),6.94,34.96,61.74,745,779.07,123,49,144
Corn (Maize),5.8,32.82,61.81,609,730.37,168,39,146
Corn (Maize),6.99,20.66,67.18,34,665.55,176,32,143
Corn (Maize),6.83,29.42,62.32,1426,763.13,154,33,137
Corn (Maize),6.08,21.32,64.17,577,729.76,146,49,155
Corn (Maize),6.66,29.31,68.11,1098,660.02,178,35,165
Corn (Maize),6.52,28.99,60.99,75,776.02,153,35,120
Corn (Maize),6.75,26.68,64.53,1212,777.0,168,39,174
Corn (Maize),6.92,30.27,69.39,474,629.44,132,38,170
Corn (Maize),5.99,22.31,62.65,614,617.49,136,41,132
Corn (Maize),6.1,21.09,63.4,856,736.85,166,46,160
Corn (Maize),6.46,32.97,63.58,1430,755.61,163,39,168
Corn (Maize),6.64,28.84,62.47,1407,626.52,144,39,163
Corn (Maize),6.78,32.98,69.87,895,794.16,124,50,148
Corn (Maize),6.19,28.81,60.86,760,688.81,123,43,145
Corn (Maize),6.72,23.96,69.57,411,677.54,133,40,135
Corn (Maize),6.52,25.59,67.4,123,673.79,172,42,141
Corn (Maize),7.0,21.87,67.81,973,745.57,164,32,145
Corn (Maize),5.9,28.27,65.73,499,758.44,179,39,133
Corn (Maize),6.42,26.76,61.96,39,696.25,147,50,146
Corn (Maize),6.95,21.76,62.57,1015,629.13,140,49,122
Corn (Maize),6.07,25.3,60.11,33,647.93,132,30,157
Corn (Maize),6.0,34.36,60.66,819,728.23,176,47,180
Corn (Maize),5.8,25.64,64.42,1072,670.57,179,35,143
Corn (Maize),6.25,33.79,65.3,1404,784.12,123,31,126
Corn (Maize),6.88,33.76,64.71,412,634.62,176,34,175
Corn (Maize),6.52,34.27,63.61,134,600.72,137,33,160
Corn (Maize),6.54,25.81,69.23,81,782.5,154,48,123
Corn (Maize),6.82,34.97,64.31,202,743.57,171,37,124
Corn (Maize),6.34,31.08,69.16,705,752.48,163,41,125
Corn (Maize),6.79,31.78,63.83,37,791.04,168,43,137
Corn (Maize),6.09,22.64,65.05,1488,669.4,178,38,134
Corn (Maize),6.56,33.02,68.54,717,708.28,131,46,169
Corn (Maize),6.77,21.83,67.97,1069,737.95,153,32,156
Corn (Maize),5.93,23.11,67.12,1261,691.07,173,41,160
Corn (Maize),6.96,21.8,68.49,238,624.43,177,46,127
Corn (Maize),6.32,31.55,67.36,17,721.66,172,40,173
Corn (Maize),6.6,21.37,66.72,1495,787.52,143,47,130
Corn (Maize),5.9,23.58,62.64,1435,771.35,150,44,152
Corn (Maize),6.74,21.83,61.24,67,667.02,167,37,138
Corn (Maize),6.37,23.28,64.23,768,762.53,156,35,170
Corn (Maize),5.81,28.71,66.19,10,704.43,165,49,156
Corn (Maize),6.5,30.34,64.01,343,706.57,135,45,158
Corn (Maize),6.73,20.58,63.85,1021,755.85,159,38,137
Corn (Maize),6.29,27.33,68.23,647,705.54,174,37,138
Corn (Maize),5.88,28.49,61.52,1333,792.31,159,40,136
Corn (Maize),6.98,28.48,61.49,1103,751.99,130,47,121
Corn (Maize),6.39,23.78,62.74,493,786.51,131,31,127
Corn (Maize),6.47,27.01,69.45,1037,609.33,127,48,177
Corn (Maize),6.57,23.12,68.59,541,710.86,147,49,175
Corn (Maize),5.98,34.38,69.5,1354,626.61,139,50,167
Corn (Maize),6.38,25.7,68.78,939,696.3,123,39,160
Corn (Maize),6.75,29.53,61.45,857,741.91,164,38,125
Corn (Maize),6.75,29.49,69.2,551,664.97,173,49,127
Corn (Maize),5.83,34.27,69.6,39,610.91,178,50,131
Corn (Maize),6.42,34.03,61.9,662,760.74,165,44,176
Corn (Maize),6.6,34.31,69.35,1272,766.4,141,45,152
Corn (Maize),6.19,33.36,67.1,45,757.63,178,38,161
Corn (Maize),5.83,28.64,65.11,224,643.03,147,36,152
Corn (Maize),6.87,34.82,66.84,548,626.55,152,37,136
Corn (Maize),6.99,20.54,68.76,998,694.26,153,48,180
Corn (Maize),6.26,28.79,62.5,1377,694.84,145,33,152
Corn (Maize),6.94,32.33,64.74,910,646.74,166,36,174
Corn (Maize),5.8,34.15,64.58,467,603.6,152,31,124
Corn (Maize),6.59,25.85,62.55,1319,627.34,127,35,165
Corn (Maize),6.97,33.21,62.28,396,696.05,174,34,136
Corn (Maize),6.41,22.89,67.53,1019,639.11,170,36,159
Corn (Maize),6.9,34.65,62.04,907,612.22,142,44,160
Corn (Maize),5.81,34.87,69.88,447,678.2,147,46,180
Corn (Maize),6.45,29.4,60.99,89,779.78,144,47,178
Corn (Maize),6.82,24.82,66.01,1364,705.48,152,49,176
Corn (Maize),6.47,26.17,68.94,387,686.94,171,45,165
Corn (Maize),5.86,20.97,60.14,1419,631.69,165,35,174
Corn (Maize),6.46,20.72,63.63,1387,773.69,156,50,173
Corn (Maize),6.71,22.74,61.66,1116,693.39,165,36,163
Corn (Maize),6.62,20.85,68.22,1222,685.95,179,39,127
Corn (Maize),6.43,29.12,68.96,1387,671.73,163,46,168
Corn (Maize),6.49,34.41,65.31,1332,635.49,144,36,148
Corn (Maize),6.31,25.01,64.4,1445,782.49,138,34,140
Corn (Maize),5.89,34.44,67.12,13,739.65,176,46,149
Corn (Maize),6.94,21.6,67.85,30,673.29,138,50,146
Corn (Maize),6.72,25.62,64.33,861,631.45,175,39,130
Corn (Maize),5.88,31.32,63.16,980,678.13,139,33,174
Corn (Maize),6.97,20.58,68.75,1459,676.21,158,39,164
Corn (Maize),6.87,23.46,65.52,993,794.7,147,42,170
Corn (Maize),5.86,30.5,60.43,298,698.12,171,46,122
Corn (Maize),6.03,30.77,60.42,859,767.7,130,38,124
Corn (Maize),5.87,23.04,65.67,727,761.91,144,41,139
Corn (Maize),5.99,28.36,62.63,1471,698.28,122,50,149
Corn (Maize),6.96,28.06,64.95,1205,737.37,142,47,169
Corn (Maize),6.95,23.36,68.94,1323,663.73,132,36,122
Corn (Maize),5.9,28.61,62.25,594,616.61,137,36,124
Corn (Maize),6.39,23.63,63.79,54,775.95,135,48,174
Corn (Maize),6.81,28.48,63.16,174,716.6,125,34,165
Corn (Maize),5.86,25.06,61.18,1392,609.7,131,43,137
Corn (Maize),6.18,24.04,61.08,763,698.09,131,33,173
