Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Elderberries,5.9,14.08,49.36,1113,645.27,69,39,89
Elderberries,5.95,14.13,43.87,294,909.88,104,40,31
Elderberries,6.13,23.68,67.63,168,668.52,69,23,111
Elderberries,6.65,17.97,61.54,1475,675.33,91,21,72
Elderberries,6.14,17.1,58.91,206,805.7,85,23,69
Elderberries,5.78,13.98,61.58,1127,755.58,44,29,66
Elderberries,6.66,13.31,44.49,480,534.8,86,21,107
Elderberries,6.55,22.21,50.45,626,977.54,86,40,90
Elderberries,5.99,20.18,54.54,229,950.08,111,39,90
Elderberries,6.02,17.34,65.59,134,701.57,49,31,115
Elderberries,6.11,17.65,58.93,691,640.53,68,32,63
Elderberries,5.76,13.12,44.67,521,536.71,119,25,98
Elderberries,5.73,18.77,47.51,60,874.7,42,31,73
Elderberries,6.24,18.92,44.79,1373,515.75,114,25,76
Elderberries,6.49,18.1,68.58,1410,572.75,59,20,106
Elderberries,6.65,16.56,66.66,550,652.85,100,38,64
Elderberries,6.73,21.23,43.55,773,638.32,90,27,64
Elderberries,5.61,17.82,46.87,1031,932.58,116,23,96
Elderberries,6.28,17.73,60.92,261,509.3,63,39,65
Elderberries,5.91,22.76,51.11,627,940.48,73,40,84
Elderberries,5.68,14.52,50.24,944,834.33,106,39,76
Elderberries,6.46,18.62,43.69,585,562.12,118,34,95
Elderberries,6.39,15.69,49.21,1237,869.74,70,38,86
Elderberries,6.03,12.01,50.28,1051,864.68,60,30,54
Elderberries,6.83,15.79,66.08,1276,896.46,56,36,73
Elderberries,6.73,14.11,68.25,812,983.1,70,26,88
Elderberries,6.62,15.81,66.56,958,833.36,70,32,81
Elderberries,5.64,17.04,48.48,67,676.46,57,34,97
Elderberries,6.91,23.08,55.64,744,885.27,97,35,48
Elderberries,6.55,20.41,52.61,777,828.51,55,29,79
Elderberries,5.69,15.67,66.22,1420,807.62,111,36,87
Elderberries,5.58,22.44,53.48,987,908.41,63,37,72
Elderberries,6.15,21.28,40.9,1145,666.74,41,32,46
Elderberries,6.49,15.19,55.94,171,818.99,54,40,118
Elderberries,5.8,13.84,64.89,480,555.34,50,28,107
Elderberries,6.34,16.61,68.57,1034,955.38,115,34,95
Elderberries,6.85,21.77,55.25,1035,606.67,65,23,70
Elderberries,6.0,22.19,58.04,81,784.6,113,34,69
Elderberries,6.88,18.9,48.3,796,689.98,65,36,69
Elderberries,6.3,23.16,55.45,133,716.42,49,31,35
Elderberries,6.57,21.21,50.67,152,996.52,117,32,41
Elderberries,6.61,12.04,52.38,359,720.01,41,23,35
Elderberries,6.55,24.85,40.06,1451,529.04,85,34,82
Elderberries,6.42,13.95,64.58,560,951.81,107,25,70
Elderberries,6.15,13.16,47.7,308,544.99,55,31,41
Elderberries,6.69,17.48,40.19,225,563.08,120,37,40
Elderberries,5.88,12.11,51.76,891,794.45,112,28,89
Elderberries,6.15,23.49,64.43,1152,818.25,118,32,73
Elderberries,6.81,13.67,64.23,1368,884.85,49,31,77
Elderberries,5.98,14.61,60.43,1339,878.06,51,24,113
Elderberries,6.12,21.49,57.16,1498,677.6,118,37,84
Elderberries,5.95,21.85,59.31,912,822.83,77,21,36
Elderberries,6.5,16.23,48.11,258,924.03,106,22,105
Elderberries,7.0,23.63,40.11,1016,674.1,95,34,53
Elderberries,6.36,19.69,46.96,112,620.87,119,38,33
Elderberries,6.66,14.59,40.02,362,656.75,47,27,93
Elderberries,5.72,24.96,40.6,618,876.61,75,26,63
Elderberries,6.2,20.37,47.66,141,709.3,120,35,114
Elderberries,5.55,13.49,55.79,1413,790.54,114,35,86
Elderberries,5.7,17.54,55.72,1297,579.36,57,26,55
Elderberries,6.44,15.25,65.7,1421,922.23,61,27,98
Elderberries,6.83,19.71,61.63,1127,839.8,61,27,50
Elderberries,5.59,23.58,61.2,1069,678.09,97,25,75
Elderberries,5.91,15.14,69.13,1164,942.39,88,25,61
Elderberries,6.77,16.54,45.89,558,651.69,101,32,33
Elderberries,6.62,15.37,68.56,314,880.91,104,33,61
Elderberries,6.35,18.27,61.75,213,611.79,63,37,104
Elderberries,6.52,16.69,44.74,312,727.19,108,25,40
Elderberries,6.44,18.33,69.12,108,575.72,88,23,32
Elderberries,6.21,15.79,60.48,645,928.74,55,27,46
Elderberries,5.89,23.78,41.96,568,846.92,90,40,76
Elderberries,5.73,12.98,57.97,603,756.08,66,24,33
Elderberries,6.49,20.24,52.37,565,661.73,114,34,76
Elderberries,6.89,16.88,44.33,186,838.6,64,29,51
Elderberries,5.55,13.28,49.24,480,986.76,91,28,85
Elderberries,5.62,20.54,51.12,1182,504.8,112,24,40
Elderberries,6.41,13.25,63.24,1404,794.81,74,36,68
Elderberries,6.47,21.06,60.22,674,807.63,74,20,40
Elderberries,5.81,21.72,40.73,414,959.99,78,35,88
Elderberries,6.59,15.29,68.84,1101,738.9,77,39,88
Elderberries,5.89,19.6,60.13,1043,612.42,71,30,100
Elderberries,5.82,23.66,46.08,855,934.35,62,23,49
Elderberries,6.7,12.09,54.33,525,600.16,103,40,41
Elderberries,5.94,12.89,45.3,821,539.43,104,33,70
Elderberries,6.1,19.01,64.08,488,710.39,117,22,108
Elderberries,6.86,24.49,56.47,95,641.36,110,20,117
Elderberries,6.28,13.39,66.16,475,921.02,52,39,94
Elderberries,5.99,14.8,68.24,227,522.73,53,23,64
Elderberries,6.92,23.12,56.28,870,666.09,106,20,34
Elderberries,6.93,19.25,47.43,255,534.26,42,21,79
Elderberries,5.71,14.17,60.27,602,714.89,48,30,37
Elderberries,6.31,19.05,52.3,901,990.59,88,37,36
Elderberries,6.18,12.96,54.86,1204,683.68,83,23,90
Elderberries,6.32,19.51,69.12,245,918.99,79,36,93
Elderberries,6.16,22.97,60.74,1027,966.97,92,34,72
Elderberries,5.79,14.55,45.89,1412,968.37,49,38,32
Elderberries,5.67,24.14,49.86,877,522.52,77,26,31
Elderberries,6.34,12.68,69.9,1343,652.97,63,27,79
Elderberries,5.93,21.1,60.6,1189,821.55,70,29,69
Elderberries,6.22,24.43,68.45,240,751.98,88,25,65
Elderberries,6.06,20.15,46.18,1335,658.16,50,39,60
Elderberries,5.68,20.78,64.42,1301,820.71,70,35,119
Elderberries,5.51,21.47,54.66,1061,781.6,63,35,94
Elderberries,6.74,22.22,66.26,206,666.2,62,33,35
Elderberries,6.22,17.12,49.74,468,518.59,85,20,100
Elderberries,6.5,15.47,50.64,796,880.64,64,40,36
Elderberries,6.58,17.49,44.88,1187,683.98,56,20,98
Elderberries,5.79,12.63,56.37,415,988.71,117,36,41
Elderberries,6.84,13.91,64.81,1160,626.13,80,25,82
Elderberries,6.01,23.33,55.34,798,524.16,46,32,43
Elderberries,6.17,16.74,48.49,814,574.46,83,38,50
Elderberries,6.84,20.77,64.52,140,624.59,85,33,60
Elderberries,6.32,12.29,63.62,272,506.44,63,29,93
Elderberries,6.04,16.71,60.77,794,890.53,115,20,66
Elderberries,6.51,17.84,51.0,341,722.8,106,25,42
Elderberries,6.32,22.46,68.48,1429,511.99,66,26,96
Elderberries,6.46,15.71,61.58,288,582.88,78,20,89
Elderberries,5.68,24.58,44.92,1282,727.09,67,24,73
Elderberries,6.1,21.96,63.6,175,659.78,119,20,77
Elderberries,6.9,20.6,67.71,338,678.61,106,39,82
Elderberries,6.16,24.66,63.55,1362,888.42,113,32,39
Elderberries,6.68,12.67,44.42,979,874.87,105,40,38
