Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Hemp,6.45,18.56,64.4,869,517.73,109,50,93
Hemp,6.95,15.07,66.3,1263,642.18,94,43,116
Hemp,6.31,27.94,58.78,1030,546.64,102,72,100
Hemp,6.05,16.79,66.54,583,533.95,94,55,104
Hemp,6.34,23.45,61.77,1025,570.11,87,71,95
Hemp,6.93,16.53,68.09,316,550.25,114,53,94
Hemp,6.83,17.16,65.02,175,666.14,120,62,97
Hemp,6.27,15.75,50.78,598,724.92,116,52,102
Hemp,6.04,23.86,62.31,1009,557.27,109,48,90
Hemp,6.73,19.23,64.6,1368,637.68,87,69,118
Hemp,6.32,21.99,51.73,501,618.71,82,64,106
Hemp,6.98,28.85,54.51,242,793.69,100,61,87
Hemp,6.9,28.97,69.67,294,783.07,118,40,107
Hemp,6.74,19.43,67.83,1383,760.11,86,69,118
Hemp,6.9,28.16,55.22,731,730.69,115,44,85
Hemp,6.19,16.45,60.55,881,718.72,90,41,82
Hemp,6.79,15.55,63.73,1019,585.23,83,61,110
Hemp,6.21,16.89,57.5,1445,609.84,100,40,107
Hemp,7.0,23.38,62.78,287,764.03,111,72,80
Hemp,6.64,18.35,56.35,1485,713.51,96,80,92
Hemp,6.94,23.37,57.37,834,544.59,118,68,87
Hemp,6.88,18.62,63.52,531,507.5,94,54,112
Hemp,6.83,20.06,69.95,228,737.88,101,41,110
Hemp,6.02,24.75,51.45,1374,793.92,111,65,84
Hemp,6.24,29.51,52.77,767,671.51,82,79,110
Hemp,6.93,22.08,63.82,334,743.66,120,56,93
Hemp,6.61,28.96,51.99,510,704.46,103,62,119
Hemp,6.33,15.26,62.47,492,643.77,82,74,116
Hemp,6.37,28.59,67.48,775,511.77,86,68,113
Hemp,6.02,25.93,68.81,121,638.96,113,65,88
Hemp,6.58,16.12,55.0,1050,713.36,115,61,108
Hemp,6.13,21.74,62.93,588,502.94,118,62,113
Hemp,6.5,24.43,54.91,631,572.97,103,40,100
Hemp,6.96,22.81,68.37,343,777.78,113,44,84
Hemp,6.83,28.93,60.91,854,621.31,117,68,95
Hemp,6.02,26.89,58.73,292,770.86,101,80,80
Hemp,6.36,15.54,56.45,1338,758.91,112,41,111
Hemp,6.95,22.86,54.28,1421,758.09,80,57,104
Hemp,6.65,17.54,67.01,452,677.93,84,58,110
Hemp,6.89,26.71,65.24,458,522.72,120,60,110
Hemp,6.23,29.55,50.97,373,721.22,100,56,95
Hemp,6.09,25.6,53.31,965,781.81,109,44,93
Hemp,6.53,19.19,56.59,1302,707.58,118,51,86
Hemp,6.07,28.22,50.43,540,744.05,117,65,96
Hemp,6.84,17.04,56.04,684,768.09,86,60,108
Hemp,6.99,27.02,55.27,1311,583.52,90,45,110
Hemp,6.12,21.68,57.57,1086,684.9,111,60,103
Hemp,6.02,24.13,52.91,78,602.88,89,47,103
Hemp,6.99,19.22,53.78,606,530.2,97,49,102
Hemp,6.11,29.41,61.25,1136,576.43,117,74,93
Hemp,6.86,20.02,58.07,519,511.84,92,59,92
Hemp,6.26,24.13,69.43,455,634.05,107,57,104
Hemp,6.55,17.32,60.68,1072,686.83,101,45,85
Hemp,6.39,27.43,69.16,837,663.85,83,76,85
Hemp,6.11,27.76,53.43,639,720.55,84,51,101
Hemp,6.49,23.3,62.7,1291,547.55,108,57,112
Hemp,6.79,17.04,58.04,1322,603.21,88,41,105
Hemp,6.33,15.07,51.2,1181,603.97,114,55,107
Hemp,6.69,21.73,62.16,570,606.93,81,49,101
Hemp,6.74,28.47,61.84,711,709.6,95,68,108
Hemp,6.81,21.31,55.24,1274,722.8,108,64,114
Hemp,6.24,29.64,64.65,647,555.97,86,59,80
Hemp,6.02,21.19,54.44,1115,746.5,104,49,85
Hemp,6.37,23.26,68.82,638,770.56,100,41,91
Hemp,6.42,22.25,59.83,174,637.31,116,67,116
Hemp,6.35,15.63,58.49,228,736.68,117,80,81
Hemp,6.44,27.03,65.77,394,765.18,101,69,80
Hemp,6.59,21.35,53.32,363,620.32,94,70,86
Hemp,6.49,28.92,52.37,1375,550.06,97,47,108
Hemp,6.06,28.29,62.89,1374,723.79,107,70,90
Hemp,6.13,28.23,52.18,1028,506.92,93,79,86
Hemp,6.68,23.46,59.73,1164,726.15,88,52,83
Hemp,6.65,21.61,59.81,418,631.29,117,51,115
Hemp,6.14,26.96,52.57,867,586.94,114,44,87
Hemp,6.88,21.23,60.89,229,754.71,110,46,89
Hemp,6.74,15.27,60.51,885,605.44,89,40,88
Hemp,6.82,17.4,66.39,916,590.7,103,45,109
Hemp,6.3,19.47,64.75,68,646.72,112,52,118
Hemp,6.87,15.61,65.49,541,657.02,91,64,120
Hemp,6.29,18.42,53.78,1378,627.56,93,62,106
Hemp,6.49,26.0,61.24,999,649.13,93,62,109
Hemp,6.7,23.02,53.52,1039,546.9,96,56,82
Hemp,6.79,15.68,69.54,687,690.35,100,67,96
Hemp,6.63,29.4,63.56,1172,523.5,87,52,83
Hemp,6.74,23.11,52.41,374,550.89,94,50,114
Hemp,6.13,17.61,56.59,1332,574.02,101,52,106
Hemp,6.17,28.37,50.89,1217,790.49,109,41,109
Hemp,6.72,19.84,61.44,1427,746.43,105,68,98
Hemp,6.52,28.24,52.99,640,601.66,102,59,118
Hemp,6.68,21.81,59.41,200,582.06,90,58,110
Hemp,6.65,22.78,61.69,646,732.28,99,57,113
Hemp,6.09,15.22,65.7,1094,550.13,101,80,90
Hemp,6.55,18.72,57.26,531,526.95,102,72,112
Hemp,6.25,26.67,51.07,967,731.9,104,54,108
Hemp,6.46,24.17,60.06,1010,521.5,85,69,107
Hemp,6.85,26.27,66.0,483,562.9,82,61,94
Hemp,6.09,20.29,66.38,827,712.44,87,77,88
Hemp,6.87,15.38,62.15,387,721.04,100,58,115
Hemp,6.53,28.42,53.01,1338,502.8,90,49,115
Hemp,6.6,27.5,69.47,1240,790.91,82,44,95
Hemp,6.84,25.45,59.2,1116,682.44,110,55,80
Hemp,6.05,29.96,51.79,985,717.09,113,66,120
Hemp,6.1,18.13,56.69,545,761.5,88,60,94
Hemp,6.72,27.0,53.85,332,736.42,96,42,118
Hemp,6.47,27.79,63.74,869,765.23,112,60,107
Hemp,6.09,24.62,69.03,228,618.83,101,44,96
Hemp,6.96,23.91,53.67,469,688.52,99,79,120
Hemp,6.14,28.3,66.62,779,650.11,101,63,110
Hemp,6.3,16.65,65.43,249,604.62,98,72,94
Hemp,6.69,21.91,59.04,542,580.59,97,74,85
Hemp,6.47,21.61,67.47,278,598.24,103,77,83
Hemp,6.56,25.33,58.93,250,588.46,91,48,93
Hemp,6.48,27.02,57.32,1208,708.92,120,70,88
Hemp,6.38,16.69,66.19,697,565.52,109,50,101
Hemp,6.34,29.66,54.89,1188,537.6,87,55,85
Hemp,6.84,19.66,65.44,79,640.85,102,80,98
Hemp,6.95,15.78,60.86,404,696.0,81,58,105
Hemp,6.43,28.7,51.01,242,584.84,83,48,86
Hemp,6.65,25.93,54.56,138,711.23,83,46,83
Hemp,6.63,28.04,59.57,1002,757.96,94,67,110
Hemp,6.43,17.92,56.47,324,666.99,87,47,111
Hemp,6.89,21.05,64.01,401,611.74,86,52,93
Hemp,6.28,25.53,56.94,1050,685.49,85,62,99
Hemp,6.48,17.74,55.24,1078,609.94,100,66,89
Hemp,6.73,25.73,64.59,229,510.6,97,66,119
Hemp,6.72,25.15,52.39,101,575.54,106,76,104
Hemp,6.61,17.88,51.51,1268,631.64,104,63,89
Hemp,6.68,19.44,69.0,98,595.04,81,72,116
Hemp,6.14,23.12,58.74,623,786.62,91,68,114
Hemp,6.43,21.01,58.81,982,676.78,96,55,81
Hemp,6.75,18.29,56.74,315,595.9,114,55,86
Hemp,6.08,16.99,61.28,815,519.42,91,59,98
Hemp,6.74,23.37,52.19,532,566.67,110,46,118
Hemp,6.76,26.06,58.23,1009,760.59,83,45,115
Hemp,6.45,15.49,50.24,1003,706.61,85,49,87
Hemp,6.17,26.69,68.45,63,596.5,92,51,85
Hemp,6.26,26.63,69.16,807,782.56,90,76,82
Hemp,6.17,22.74,50.99,384,505.94,92,56,98
Hemp,6.21,20.75,56.77,1214,568.69,112,41,104
Hemp,6.82,23.42,61.0,870,779.38,113,58,99
Hemp,6.2,24.33,64.89,676,545.0,87,54,90
Hemp,6.24,22.81,58.34,905,769.79,114,50,101
Hemp,6.47,21.71,55.92,682,593.54,101,60,108
Hemp,6.94,16.73,66.73,92,793.81,84,46,96
Hemp,6.2,29.12,53.45,1150,546.5,81,59,100
Hemp,6.08,21.68,68.36,1488,632.54,91,62,105
Hemp,6.9,19.23,50.08,237,627.58,116,45,90
Hemp,6.04,20.39,63.69,1431,658.44,102,80,116
Hemp,6.21,27.52,57.67,456,542.18,110,49,95
Hemp,6.36,18.8,62.85,1101,680.15,102,56,81
Hemp,6.47,15.09,57.41,794,711.96,86,51,99
