Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Capsicum (Bell Pepper),6.4,23.25,67.85,551,612.47,98,26,89
Capsicum (Bell Pepper),6.35,27.32,49.49,528,763.25,109,25,92
Capsicum (Bell Pepper),6.77,20.78,55.04,670,711.92,92,32,80
Capsicum (Bell Pepper),6.13,27.88,43.8,1446,749.74,114,34,88
Capsicum (Bell Pepper),6.06,28.47,49.46,1180,743.5,119,40,105
Capsicum (Bell Pepper),6.48,24.74,51.25,1167,726.76,83,21,89
Capsicum (Bell Pepper),6.85,22.55,68.82,412,717.63,103,36,97
Capsicum (Bell Pepper),6.44,21.35,50.14,1111,658.76,108,35,111
Capsicum (Bell Pepper),6.71,22.34,44.25,1058,635.1,95,24,111
Capsicum (Bell Pepper),6.94,24.38,62.93,736,668.78,116,26,93
Capsicum (Bell Pepper),6.78,23.15,40.19,1090,798.52,115,35,90
Capsicum (Bell Pepper),6.06,26.97,63.8,1481,739.21,117,31,82
Capsicum (Bell Pepper),6.89,25.97,40.3,1414,777.2,111,36,93
Capsicum (Bell Pepper),6.45,23.29,58.95,177,659.27,103,35,88
Capsicum (Bell Pepper),6.79,28.86,40.98,1002,661.04,117,32,98
Capsicum (Bell Pepper),6.1,25.71,56.78,694,776.36,84,34,81
Capsicum (Bell Pepper),6.22,20.53,54.99,922,660.57,86,30,120
Capsicum (Bell Pepper),6.2,29.48,47.54,147,782.37,112,30,91
Capsicum (Bell Pepper),6.91,22.43,56.65,771,660.48,116,26,105
Capsicum (Bell Pepper),6.05,20.35,63.24,591,788.8,111,32,97
Capsicum (Bell Pepper),6.33,27.79,47.05,769,675.67,97,34,80
Capsicum (Bell Pepper),6.92,23.72,48.52,509,658.82,95,31,93
Capsicum (Bell Pepper),6.39,29.04,58.04,821,686.13,118,29,109
Capsicum (Bell Pepper),6.9,29.16,54.46,846,662.91,110,40,113
Capsicum (Bell Pepper),6.6,29.34,57.05,70,637.07,104,36,85
Capsicum (Bell Pepper),6.7,29.58,68.86,342,604.26,104,20,103
Capsicum (Bell Pepper),6.82,23.38,49.08,1498,604.34,115,25,92
Capsicum (Bell Pepper),6.6,29.9,50.53,203,699.21,105,27,101
Capsicum (Bell Pepper),6.26,26.72,58.5,455,740.72,104,34,99
Capsicum (Bell Pepper),6.02,22.45,59.51,628,690.09,92,24,97
Capsicum (Bell Pepper),6.03,26.4,42.58,1197,730.62,102,36,97
Capsicum (Bell Pepper),6.57,28.8,69.28,524,601.82,104,39,89
Capsicum (Bell Pepper),6.64,27.87,54.79,161,735.15,115,33,117
Capsicum (Bell Pepper),6.41,28.59,55.34,918,691.58,100,40,82
Capsicum (Bell Pepper),6.17,23.42,63.34,1151,741.62,115,30,91
Capsicum (Bell Pepper),6.97,23.84,44.37,542,716.99,96,39,120
Capsicum (Bell Pepper),6.45,24.4,52.62,1417,727.42,91,31,107
Capsicum (Bell Pepper),6.77,24.32,46.05,304,723.85,106,21,81
Capsicum (Bell Pepper),6.52,21.79,67.75,154,730.95,119,30,89
Capsicum (Bell Pepper),6.48,29.38,50.76,92,681.2,114,35,96
Capsicum (Bell Pepper),6.04,20.58,41.82,1331,764.04,80,39,102
Capsicum (Bell Pepper),6.94,26.85,57.97,1242,626.97,95,35,99
Capsicum (Bell Pepper),6.22,21.1,42.22,415,767.55,104,34,111
Capsicum (Bell Pepper),6.72,25.5,54.76,1262,745.14,84,31,113
Capsicum (Bell Pepper),6.5,26.26,62.2,198,614.25,82,31,96
Capsicum (Bell Pepper),6.46,22.83,69.74,795,773.32,88,34,95
Capsicum (Bell Pepper),6.02,23.86,65.41,678,662.05,97,31,93
Capsicum (Bell Pepper),6.46,26.52,44.99,309,704.99,80,27,82
Capsicum (Bell Pepper),6.37,27.27,50.74,775,727.66,96,38,97
Capsicum (Bell Pepper),6.4,28.07,41.59,1377,691.31,86,25,110
Capsicum (Bell Pepper),6.03,26.29,69.7,676,796.64,112,31,109
Capsicum (Bell Pepper),6.67,20.01,56.82,1096,743.96,92,36,119
Capsicum (Bell Pepper),6.53,25.01,40.62,1402,781.11,112,39,94
Capsicum (Bell Pepper),6.49,20.52,40.63,1474,781.69,117,40,104
Capsicum (Bell Pepper),6.1,26.44,46.96,784,662.64,114,34,105
Capsicum (Bell Pepper),6.18,26.71,68.54,1464,752.25,101,34,116
Capsicum (Bell Pepper),6.73,20.29,67.66,645,735.98,86,36,108
Capsicum (Bell Pepper),6.17,26.81,52.98,1111,716.59,106,31,101
Capsicum (Bell Pepper),6.99,22.14,60.08,1307,694.06,87,35,116
Capsicum (Bell Pepper),6.3,27.27,48.95,215,691.36,107,20,99
Capsicum (Bell Pepper),6.27,25.25,51.78,781,754.45,101,37,96
Capsicum (Bell Pepper),6.27,29.06,40.16,177,793.55,112,23,108
Capsicum (Bell Pepper),6.58,23.27,41.11,522,659.58,86,30,103
Capsicum (Bell Pepper),6.93,28.55,43.21,953,613.19,84,26,83
Capsicum (Bell Pepper),6.95,22.61,56.06,921,698.74,91,40,108
Capsicum (Bell Pepper),6.06,27.76,49.06,1111,725.87,99,28,109
Capsicum (Bell Pepper),6.74,22.41,41.04,483,745.66,120,32,81
Capsicum (Bell Pepper),6.2,22.84,47.68,565,762.91,107,36,98
Capsicum (Bell Pepper),6.94,29.37,44.11,1243,721.21,114,22,119
Capsicum (Bell Pepper),6.85,24.82,66.6,661,627.18,105,21,84
Capsicum (Bell Pepper),6.28,24.48,42.43,399,636.39,104,35,120
Capsicum (Bell Pepper),6.15,26.72,46.69,1031,721.14,90,24,117
Capsicum (Bell Pepper),6.89,28.64,55.64,1043,720.55,97,30,118
Capsicum (Bell Pepper),7.0,29.28,63.86,1047,702.87,85,24,94
Capsicum (Bell Pepper),6.39,20.98,66.28,778,631.47,95,29,119
Capsicum (Bell Pepper),6.57,28.54,42.04,627,620.56,85,24,84
Capsicum (Bell Pepper),6.86,21.78,40.02,397,738.29,116,26,84
Capsicum (Bell Pepper),6.5,22.74,68.3,842,740.05,114,23,98
Capsicum (Bell Pepper),6.67,28.59,43.68,377,780.41,115,38,97
Capsicum (Bell Pepper),6.03,21.88,61.25,1021,634.55,100,34,86
Capsicum (Bell Pepper),6.47,29.52,68.58,573,787.41,87,22,105
Capsicum (Bell Pepper),6.25,27.59,43.71,821,791.75,97,38,116
Capsicum (Bell Pepper),6.9,24.87,57.67,1162,685.48,115,24,88
Capsicum (Bell Pepper),6.34,25.44,61.75,450,711.58,120,25,116
Capsicum (Bell Pepper),6.4,23.33,41.65,972,604.37,118,30,105
Capsicum (Bell Pepper),6.14,27.61,63.49,1324,675.14,83,25,104
Capsicum (Bell Pepper),6.13,25.45,57.08,121,727.25,91,28,87
Capsicum (Bell Pepper),6.67,28.51,56.37,1417,621.56,114,38,90
Capsicum (Bell Pepper),6.8,29.22,45.8,1171,732.35,98,34,89
Capsicum (Bell Pepper),6.11,24.98,40.94,604,660.92,100,21,104
Capsicum (Bell Pepper),6.71,29.05,63.16,1430,695.06,97,22,87
Capsicum (Bell Pepper),6.78,28.82,61.39,1361,696.44,93,31,107
Capsicum (Bell Pepper),6.47,29.28,40.91,978,727.66,107,21,105
Capsicum (Bell Pepper),6.85,24.39,63.22,280,617.06,112,32,96
Capsicum (Bell Pepper),6.44,23.58,67.49,1047,742.93,99,36,105
Capsicum (Bell Pepper),6.06,26.47,58.63,330,688.39,87,33,88
Capsicum (Bell Pepper),6.92,28.3,68.26,1081,692.12,101,21,84
Capsicum (Bell Pepper),6.13,24.26,53.46,620,764.85,102,25,94
Capsicum (Bell Pepper),6.27,29.69,44.14,599,730.08,116,38,107
Capsicum (Bell Pepper),6.43,22.63,66.76,404,792.71,117,34,89
Capsicum (Bell Pepper),6.45,20.13,65.84,725,749.35,108,33,89
Capsicum (Bell Pepper),6.96,26.65,59.13,1406,611.1,119,33,119
Capsicum (Bell Pepper),6.29,27.11,57.72,460,750.04,91,35,88
Capsicum (Bell Pepper),6.6,22.02,46.48,722,705.3,107,22,95
Capsicum (Bell Pepper),6.68,26.0,60.3,89,708.39,99,33,110
Capsicum (Bell Pepper),6.0,28.37,59.79,474,663.4,102,38,99
Capsicum (Bell Pepper),6.21,24.32,51.91,988,726.63,112,20,93
Capsicum (Bell Pepper),6.17,27.94,46.56,238,622.27,112,37,109
Capsicum (Bell Pepper),6.24,25.74,53.6,371,745.8,92,22,113
Capsicum (Bell Pepper),6.64,29.66,48.94,251,716.63,81,34,96
Capsicum (Bell Pepper),6.11,20.32,43.21,1289,679.92,84,35,96
Capsicum (Bell Pepper),6.42,23.35,55.41,618,712.31,117,37,89
Capsicum (Bell Pepper),6.64,29.52,48.0,1471,674.89,91,36,94
Capsicum (Bell Pepper),6.17,29.36,42.74,442,718.19,100,38,110
Capsicum (Bell Pepper),6.96,26.1,54.52,485,748.14,90,21,108
Capsicum (Bell Pepper),6.82,23.18,42.7,905,789.14,118,38,84
Capsicum (Bell Pepper),6.99,22.16,61.15,711,688.89,116,22,82
Capsicum (Bell Pepper),6.82,29.05,58.23,1310,693.44,105,22,93
Capsicum (Bell Pepper),6.29,28.81,52.47,598,788.06,101,37,120
Capsicum (Bell Pepper),6.3,29.68,63.85,344,704.07,113,28,96
Capsicum (Bell Pepper),6.66,29.78,63.89,890,689.83,89,31,104
Capsicum (Bell Pepper),6.43,27.52,62.16,933,735.22,96,27,87
Capsicum (Bell Pepper),6.18,27.67,69.14,1006,786.29,82,28,109
Capsicum (Bell Pepper),6.48,23.09,56.71,199,794.64,85,22,108
Capsicum (Bell Pepper),6.72,21.17,58.13,318,771.11,99,31,114
Capsicum (Bell Pepper),6.25,21.08,48.37,1220,779.68,111,23,83
Capsicum (Bell Pepper),6.24,29.85,41.53,680,690.23,89,31,103
Capsicum (Bell Pepper),6.18,21.38,59.08,82,732.87,114,32,108
Capsicum (Bell Pepper),6.41,29.63,42.42,1181,792.77,95,28,94
Capsicum (Bell Pepper),6.91,28.54,63.98,976,659.76,93,38,120
Capsicum (Bell Pepper),6.72,26.38,46.68,827,793.39,97,34,109
Capsicum (Bell Pepper),6.43,24.2,62.94,1000,677.38,90,30,85
Capsicum (Bell Pepper),6.76,26.4,46.03,352,668.36,93,35,107
Capsicum (Bell Pepper),6.04,21.47,50.37,1447,779.01,93,32,90
Capsicum (Bell Pepper),6.13,23.68,46.51,1497,609.97,114,24,80
Capsicum (Bell Pepper),6.55,23.8,58.22,1310,733.14,112,29,92
Capsicum (Bell Pepper),6.88,24.84,57.27,474,610.1,110,28,100
Capsicum (Bell Pepper),6.59,27.83,54.43,1454,672.83,91,21,86
Capsicum (Bell Pepper),6.09,23.9,50.61,702,653.9,118,32,109
Capsicum (Bell Pepper),6.01,20.25,58.53,799,654.49,88,23,94
Capsicum (Bell Pepper),6.88,27.26,54.87,274,692.99,113,34,83
Capsicum (Bell Pepper),6.12,21.9,50.42,501,763.45,113,33,107
Capsicum (Bell Pepper),6.85,21.74,68.62,367,745.5,84,35,119
Capsicum (Bell Pepper),6.79,24.51,41.48,1217,782.98,114,30,120
Capsicum (Bell Pepper),6.74,20.94,50.0,625,613.02,114,31,90
Capsicum (Bell Pepper),6.39,27.16,41.96,1420,633.3,115,30,114
Capsicum (Bell Pepper),6.91,29.3,46.99,1017,756.16,86,36,81
Capsicum (Bell Pepper),6.02,26.94,53.07,1350,747.94,109,40,113
