Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Spinach,6.39,21.65,49.19,970,615.79,83,36,101
Spinach,6.14,16.85,40.5,269,655.87,101,24,87
Spinach,6.42,16.06,47.9,1500,508.19,93,27,114
Spinach,6.33,23.61,59.62,1150,629.54,115,29,106
Spinach,6.2,22.77,52.58,451,670.22,113,27,81
Spinach,6.35,24.55,47.65,822,595.3,112,31,83
Spinach,6.3,21.61,49.31,467,557.95,97,31,98
Spinach,6.65,18.51,58.65,490,692.26,117,32,101
Spinach,6.8,20.61,41.07,241,536.34,110,26,100
Spinach,6.42,19.48,50.32,355,692.66,107,26,102
Spinach,6.97,23.46,50.32,78,603.67,110,36,116
Spinach,6.47,23.28,40.16,1479,511.09,89,39,89
Spinach,6.33,22.71,57.89,1066,635.09,105,31,86
Spinach,6.24,21.59,43.81,686,531.71,92,38,110
Spinach,6.79,23.11,45.29,1331,661.62,101,33,81
Spinach,6.02,21.82,45.83,82,605.38,93,29,96
Spinach,6.77,17.34,41.38,53,612.36,87,34,95
Spinach,6.83,21.15,50.43,53,547.15,119,23,117
Spinach,6.96,22.82,46.13,1483,544.77,110,22,116
Spinach,6.36,17.04,52.49,485,559.48,102,37,113
Spinach,6.63,22.82,53.44,77,669.34,108,32,101
Spinach,6.36,21.28,50.25,639,633.83,98,25,90
Spinach,6.94,15.77,51.19,187,500.23,92,23,96
Spinach,6.78,16.93,47.85,366,552.64,80,30,82
Spinach,6.23,20.6,53.57,1459,614.07,120,38,114
Spinach,6.54,20.83,50.9,440,697.54,119,39,106
Spinach,6.9,17.64,54.94,1350,596.81,119,40,110
Spinach,6.0,15.3,42.74,327,624.32,80,28,117
Spinach,6.9,20.49,56.74,347,541.57,84,38,115
Spinach,6.21,21.38,58.91,600,647.32,99,32,106
Spinach,6.55,24.66,56.62,1207,609.45,80,20,92
Spinach,6.4,23.46,52.53,732,511.38,102,39,120
Spinach,6.24,23.16,53.95,408,532.57,112,27,120
Spinach,6.92,21.35,54.13,154,529.11,95,31,114
Spinach,6.98,19.71,42.75,1180,667.82,116,30,95
Spinach,6.36,18.04,55.86,308,516.2,115,35,113
Spinach,6.7,20.52,54.1,666,567.61,102,33,114
Spinach,6.39,18.86,54.0,271,596.28,98,27,89
Spinach,6.63,19.53,47.15,1152,542.61,84,40,89
Spinach,6.8,19.88,41.18,193,667.81,87,28,111
Spinach,6.73,17.63,51.65,998,656.78,113,28,113
Spinach,6.8,18.25,42.57,335,541.53,84,29,83
Spinach,6.49,20.81,40.61,502,529.02,113,36,83
Spinach,6.32,23.73,57.68,558,515.9,100,39,85
Spinach,6.25,22.39,48.37,773,528.58,81,26,117
Spinach,6.47,21.42,53.5,1133,668.16,83,39,106
Spinach,6.25,23.45,52.27,1379,584.46,85,30,102
Spinach,6.15,23.31,54.44,789,666.4,104,39,90
Spinach,6.6,24.35,41.51,641,547.24,120,36,87
Spinach,6.86,21.41,54.18,894,578.64,82,20,107
Spinach,6.01,24.61,47.62,718,644.97,99,33,101
Spinach,6.64,20.25,53.74,1400,501.01,92,26,94
Spinach,6.2,17.46,59.24,639,574.23,91,34,81
Spinach,6.65,15.6,54.85,836,607.01,93,34,113
Spinach,6.62,16.54,57.3,414,552.65,84,28,116
Spinach,6.41,18.78,58.96,1485,596.96,112,36,106
Spinach,6.17,18.59,46.53,541,563.9,105,31,117
Spinach,6.71,17.4,48.68,183,568.1,85,33,101
Spinach,6.29,18.74,54.89,149,511.44,93,33,109
Spinach,6.4,19.53,41.88,928,578.91,108,25,117
Spinach,6.18,22.53,44.12,202,614.93,86,21,100
Spinach,6.16,22.07,58.42,546,542.63,119,36,110
Spinach,6.53,16.76,47.01,1046,520.11,86,21,83
Spinach,6.22,24.59,50.41,924,588.57,110,30,89
Spinach,6.74,19.88,57.56,1313,673.84,98,38,84
Spinach,6.23,16.47,59.69,102,553.61,106,25,114
Spinach,6.81,24.38,58.48,942,529.82,97,35,110
Spinach,6.25,15.13,54.25,1208,677.34,81,34,110
Spinach,6.33,15.96,46.22,1061,501.34,97,40,115
Spinach,6.3,16.76,53.23,330,679.73,96,30,87
Spinach,6.15,15.51,53.27,872,548.09,89,39,117
Spinach,6.54,21.39,44.65,642,531.9,87,34,86
Spinach,6.76,16.28,45.85,1075,667.4,106,23,112
Spinach,6.21,23.0,55.45,383,658.8,81,22,114
Spinach,6.09,19.15,42.23,837,535.07,81,27,90
Spinach,6.25,22.33,45.92,882,661.41,90,23,85
Spinach,6.39,20.08,54.15,275,595.41,87,35,107
Spinach,6.77,23.84,47.4,15,639.81,114,34,115
Spinach,6.62,22.73,56.22,1078,660.96,98,27,96
Spinach,6.11,19.35,59.98,1290,589.48,117,26,87
Spinach,6.36,17.56,53.99,331,528.33,115,25,97
Spinach,6.5,24.65,52.66,1311,692.21,111,22,88
Spinach,6.6,16.89,46.52,62,661.16,103,25,119
Spinach,6.82,23.94,59.74,732,627.82,80,28,115
Spinach,6.57,17.21,40.19,425,630.75,88,22,113
Spinach,6.86,20.88,48.59,899,659.3,111,32,117
Spinach,6.29,18.3,40.3,1159,695.01,110,34,109
Spinach,6.75,22.28,55.71,1378,511.71,96,39,87
Spinach,6.63,18.15,45.98,1262,555.91,109,34,105
Spinach,6.67,21.9,59.87,1081,688.27,120,30,80
Spinach,6.52,24.87,44.57,372,550.31,81,24,111
Spinach,6.92,18.06,41.75,607,683.99,103,22,94
Spinach,6.27,17.95,57.91,1091,648.99,105,34,89
Spinach,6.02,21.38,52.24,1069,690.44,112,40,84
Spinach,6.13,16.1,56.62,491,692.27,111,32,87
Spinach,6.88,15.01,41.12,64,522.28,100,22,102
Spinach,6.39,20.61,47.57,251,532.76,81,21,111
Spinach,6.31,17.48,55.35,292,521.35,92,21,90
Spinach,6.6,16.9,58.04,1036,502.31,96,39,114
Spinach,6.6,23.83,52.88,1253,615.87,109,32,92
Spinach,6.95,18.31,44.11,531,501.9,94,22,96
Spinach,6.49,24.31,49.1,853,547.18,94,25,118
Spinach,6.87,20.16,47.91,1040,537.31,119,39,113
Spinach,6.95,24.12,45.49,725,581.49,104,23,102
Spinach,6.2,15.95,57.77,230,516.57,81,37,85
Spinach,6.8,15.41,45.35,814,657.25,87,26,91
Spinach,6.21,21.89,52.6,921,527.16,112,28,108
Spinach,6.89,24.85,47.57,259,545.28,81,39,88
Spinach,6.07,20.61,41.61,1140,612.16,81,34,115
Spinach,6.76,23.67,51.25,259,681.43,117,35,94
Spinach,6.44,23.46,43.73,711,665.07,114,37,101
Spinach,6.14,17.4,42.77,1080,634.59,82,38,80
Spinach,6.65,22.4,46.71,1059,569.96,105,40,115
Spinach,6.53,17.52,43.67,350,640.07,102,34,111
Spinach,6.29,21.66,59.79,377,582.66,97,21,81
Spinach,6.08,23.97,49.95,178,624.61,101,27,117
Spinach,6.91,15.62,56.85,713,511.03,110,27,81
Spinach,6.96,16.5,47.98,1193,684.73,109,37,116
Spinach,6.28,15.63,49.34,384,546.49,102,34,103
Spinach,6.34,18.37,42.03,961,648.94,101,37,106
Spinach,6.02,22.18,45.19,1368,631.9,109,31,109
Spinach,6.21,15.56,55.28,854,624.73,97,35,90
Spinach,6.81,22.58,59.3,640,658.62,80,26,98
Spinach,6.17,15.35,56.18,384,625.06,105,36,112
Spinach,6.79,19.94,55.97,922,529.09,81,26,87
Spinach,6.59,22.41,47.49,1490,594.16,81,27,120
Spinach,6.49,19.43,49.59,1041,593.87,120,23,102
Spinach,6.95,19.75,46.13,29,651.97,104,38,114
Spinach,6.8,23.2,58.17,65,536.66,107,29,93
Spinach,6.46,17.43,45.88,709,592.72,91,35,81
Spinach,6.98,16.47,58.02,631,528.03,97,33,109
Spinach,6.99,17.63,46.53,309,526.1,112,34,87
Spinach,6.42,21.92,57.73,1041,524.42,113,40,92
Spinach,6.21,21.24,54.06,1464,511.76,114,28,115
Spinach,6.5,20.46,55.58,101,673.55,113,22,108
Spinach,6.94,17.85,49.85,152,680.07,106,25,88
Spinach,6.56,22.4,47.09,835,518.6,117,27,103
Spinach,6.23,24.3,43.21,503,534.71,90,31,100
Spinach,6.74,18.01,50.72,808,574.24,91,30,89
Spinach,7.0,17.83,44.71,459,630.89,88,21,89
Spinach,6.82,20.86,56.08,1422,591.81,85,36,89
Spinach,6.42,17.73,43.96,1457,526.26,115,25,97
Spinach,6.03,20.51,40.35,31,649.78,86,40,103
Spinach,6.76,21.91,53.84,959,651.71,113,32,114
Spinach,6.64,21.92,45.31,1170,550.61,96,37,96
Spinach,6.93,19.99,45.0,946,524.51,87,20,84
Spinach,6.27,20.09,51.08,174,556.61,115,20,85
Spinach,6.27,22.79,47.57,934,672.32,93,38,93
Spinach,6.54,23.51,49.02,1220,643.57,98,34,96
Spinach,6.13,15.46,59.62,1132,574.86,96,21,98
Spinach,6.74,23.43,44.04,1481,606.04,105,34,109
Spinach,6.9,16.38,58.69,1481,561.32,116,34,80
Spinach,6.98,19.3,56.35,329,527.49,86,37,82
Spinach,6.45,22.8,45.42,589,649.29,103,21,94
Spinach,6.02,16.1,44.69,36,659.0,90,29,119
