Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Okra,6.26,26.94,53.65,857,647.99,108,33,85
Okra,6.93,29.26,59.7,1283,737.44,85,40,104
Okra,6.63,31.13,61.74,1190,790.35,115,29,87
Okra,6.0,26.05,63.96,1021,748.68,104,25,114
Okra,6.43,32.38,62.44,1394,653.61,89,30,82
Okra,6.45,31.98,65.16,1200,653.48,100,23,115
Okra,6.15,32.79,64.26,979,617.13,104,27,86
Okra,6.99,33.73,59.3,655,600.97,98,28,94
Okra,6.82,34.97,66.61,1111,734.99,101,33,96
Okra,6.86,30.01,64.15,889,692.87,86,23,84
Okra,6.24,26.05,65.99,328,683.14,103,31,102
Okra,6.78,28.55,53.69,820,612.95,118,34,102
Okra,6.4,31.05,66.57,316,725.75,109,23,82
Okra,6.13,29.94,61.82,1489,672.15,98,21,110
Okra,6.06,33.56,53.7,1281,730.13,86,30,95
Okra,6.79,33.12,57.91,960,721.69,93,22,82
Okra,6.88,30.66,54.75,282,791.94,85,37,119
Okra,6.55,33.43,63.37,99,716.63,101,33,83
Okra,6.92,27.16,50.18,789,786.32,95,37,88
Okra,6.79,29.14,69.23,575,767.1,118,34,83
Okra,6.69,26.39,54.52,134,718.13,108,39,92
Okra,6.09,30.84,55.97,1451,715.65,114,26,97
Okra,6.47,25.18,64.44,371,601.88,99,20,115
Okra,6.62,34.65,52.64,520,645.16,80,29,97
Okra,6.12,30.43,61.75,568,604.31,119,36,87
Okra,6.9,26.29,64.68,772,760.45,84,36,104
Okra,6.11,30.39,51.36,168,687.12,117,38,82
Okra,6.63,28.57,50.39,952,653.77,107,24,101
Okra,6.51,34.01,69.07,219,661.48,101,29,83
Okra,6.18,33.88,55.5,961,604.2,106,31,107
Okra,6.14,30.61,60.03,536,703.5,103,36,81
Okra,6.61,26.51,56.93,1269,617.27,105,35,100
Okra,6.8,34.31,52.08,615,633.26,113,29,112
Okra,6.8,29.75,67.2,1026,756.55,88,30,85
Okra,6.14,34.11,59.08,1118,769.88,94,35,91
Okra,6.44,31.78,50.01,878,743.94,102,23,89
Okra,6.45,27.75,61.73,152,768.55,101,24,109
Okra,6.68,25.2,65.05,927,736.09,86,31,110
Okra,6.06,28.34,57.2,221,798.4,80,28,97
Okra,6.32,31.06,57.6,821,747.77,93,25,94
Okra,6.38,32.64,63.83,981,655.14,84,34,86
Okra,6.95,33.84,54.41,799,767.11,86,24,113
Okra,6.67,26.92,60.37,917,757.63,95,34,94
Okra,6.26,27.72,66.48,790,718.28,107,24,93
Okra,6.56,32.35,51.93,1487,774.9,108,36,93
Okra,6.22,30.59,59.3,161,721.05,104,30,116
Okra,6.63,34.68,67.08,905,637.11,113,40,110
Okra,6.59,29.29,50.78,1208,736.28,92,24,99
Okra,6.49,33.8,63.46,348,719.48,115,29,86
Okra,6.5,28.67,59.73,531,756.7,85,40,109
Okra,6.23,26.4,52.64,1086,610.81,98,40,91
Okra,6.06,27.95,57.83,1236,649.86,110,26,88
Okra,6.04,28.63,67.32,603,601.37,120,35,111
Okra,6.83,27.54,62.73,289,750.42,111,35,115
Okra,6.25,30.32,55.69,210,726.7,94,26,110
Okra,6.94,26.25,57.12,300,714.68,89,22,116
Okra,6.56,25.82,58.66,1426,788.01,85,21,87
Okra,6.43,33.12,53.97,938,617.29,120,35,114
Okra,6.72,30.75,59.13,699,780.83,98,22,83
Okra,6.73,32.54,58.54,374,682.69,114,28,82
Okra,6.19,30.26,63.99,452,731.18,87,27,105
Okra,6.37,26.69,59.71,351,742.55,110,31,109
Okra,6.25,33.91,54.82,967,619.89,106,26,98
Okra,6.44,31.93,52.0,1452,631.94,96,31,110
Okra,6.46,31.77,50.43,486,707.76,92,21,105
Okra,6.58,33.53,61.82,459,723.57,119,22,109
Okra,6.58,28.52,61.9,152,781.03,103,39,93
Okra,6.84,27.7,58.95,1283,707.53,116,35,101
Okra,6.54,31.68,54.61,687,601.45,105,25,101
Okra,6.94,28.75,55.11,1080,798.81,92,37,98
Okra,6.86,25.37,54.41,1225,786.09,106,23,82
Okra,6.35,32.49,66.52,876,760.64,110,31,101
Okra,6.72,34.36,66.21,1402,739.03,85,28,118
Okra,6.75,32.18,69.83,1366,643.99,97,28,97
Okra,6.51,34.04,69.81,562,723.46,115,23,93
Okra,6.8,28.08,56.66,1332,629.32,110,35,110
Okra,6.29,26.92,50.11,700,640.53,109,20,99
Okra,6.97,32.86,58.92,1431,660.98,84,36,111
Okra,6.78,27.23,51.17,575,681.15,89,31,103
Okra,6.91,28.74,63.18,399,734.4,80,34,89
Okra,6.74,29.06,58.15,1377,751.53,120,39,89
Okra,6.11,25.0,54.22,1464,665.5,108,39,110
Okra,6.05,28.61,53.64,1006,646.04,81,40,99
Okra,6.77,25.9,69.74,950,736.94,108,37,113
Okra,6.63,34.09,58.27,452,771.4,111,23,117
Okra,6.98,34.55,64.22,852,610.99,101,23,114
Okra,6.37,26.37,51.25,361,739.67,98,28,104
Okra,6.62,27.63,67.36,590,732.99,90,23,80
Okra,6.87,27.82,56.49,304,672.73,113,36,120
Okra,6.39,31.29,54.31,794,668.9,99,29,111
Okra,6.11,26.26,55.55,186,667.4,92,32,120
Okra,6.48,33.38,56.03,778,736.59,113,40,112
Okra,6.62,25.66,64.33,1302,618.29,82,22,96
Okra,6.24,32.18,58.93,927,730.2,107,40,92
Okra,6.16,25.05,58.02,1204,677.03,99,38,107
Okra,6.67,27.48,65.23,565,771.12,84,39,109
Okra,6.33,32.82,66.71,1018,781.14,93,23,103
Okra,6.55,34.87,55.21,215,794.18,81,33,91
Okra,6.04,30.31,62.27,61,796.73,118,32,84
Okra,6.53,31.68,66.53,554,641.97,107,27,85
Okra,6.36,28.29,54.06,1446,617.94,119,32,113
Okra,6.56,31.07,66.64,322,792.48,89,38,86
Okra,6.61,28.34,69.55,298,768.58,103,27,114
Okra,6.91,34.0,53.08,1459,675.74,81,30,81
Okra,6.56,26.61,51.36,987,613.07,118,31,109
Okra,6.72,34.6,57.91,475,742.31,113,27,88
Okra,6.72,30.17,56.73,1379,709.07,116,33,94
Okra,6.14,33.46,53.86,188,611.78,111,24,102
Okra,6.49,28.68,64.31,586,778.85,118,27,115
Okra,6.37,33.23,62.18,993,634.83,95,23,110
Okra,6.58,27.97,58.0,1047,791.38,115,28,114
Okra,6.42,28.1,58.28,1423,702.56,103,26,99
Okra,6.1,30.38,51.89,1051,794.99,108,35,116
Okra,6.75,26.16,64.49,629,759.53,92,38,94
Okra,6.54,30.0,55.44,250,752.16,114,30,84
Okra,6.27,31.73,67.99,237,682.04,82,40,88
Okra,6.36,29.37,54.63,341,606.23,110,24,97
Okra,6.68,27.48,67.49,186,783.71,112,37,98
Okra,6.92,25.09,54.22,736,613.75,94,31,119
Okra,6.04,26.44,51.68,620,714.8,99,33,120
Okra,6.42,25.21,61.41,1190,633.33,118,38,116
Okra,6.0,28.46,54.02,125,790.78,85,39,99
Okra,6.81,31.63,67.68,1008,691.93,97,24,85
Okra,6.94,26.12,52.48,431,794.8,81,29,93
Okra,6.02,25.46,54.92,722,755.61,81,40,86
Okra,6.01,25.19,57.32,478,758.99,100,37,91
Okra,6.71,31.22,60.03,398,610.34,105,37,105
Okra,6.66,28.89,57.24,702,786.06,82,23,91
Okra,6.4,30.24,61.27,1389,687.83,120,30,120
