Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Cabbage,6.08,22.97,58.03,1187,879.76,113,31,115
Cabbage,7.38,21.71,63.96,1103,799.51,101,34,120
Cabbage,6.61,18.18,54.49,623,778.2,102,30,112
Cabbage,7.14,20.28,54.65,887,739.08,82,28,114
Cabbage,6.34,15.18,66.71,1417,730.75,81,27,109
Cabbage,7.16,16.61,63.4,303,715.0,98,21,106
Cabbage,7.06,20.26,66.85,212,656.4,114,36,110
Cabbage,7.15,20.4,67.56,374,977.41,113,29,80
Cabbage,6.87,22.89,61.47,842,610.85,81,27,95
Cabbage,7.21,16.99,57.05,687,859.09,103,32,103
Cabbage,6.61,16.95,64.1,795,703.45,115,31,94
Cabbage,6.65,23.87,67.47,689,969.28,86,30,116
Cabbage,6.6,22.49,69.34,308,801.07,96,25,85
Cabbage,7.37,21.59,62.71,1184,639.72,80,33,97
Cabbage,6.77,19.64,57.53,1133,754.3,102,33,86
Cabbage,7.01,24.08,54.3,976,753.85,115,40,100
Cabbage,6.13,24.0,60.59,102,602.63,92,32,95
Cabbage,7.32,21.19,64.15,897,850.36,90,22,106
Cabbage,7.21,23.7,56.52,1269,754.01,91,22,120
Cabbage,6.25,23.96,67.62,153,982.69,82,20,80
Cabbage,6.22,23.89,55.74,1201,924.27,106,33,111
Cabbage,7.22,23.08,57.41,404,927.19,98,28,106
Cabbage,7.3,17.77,58.23,426,967.93,119,35,116
Cabbage,7.28,20.63,64.15,1111,849.96,113,26,107
Cabbage,6.37,21.84,50.96,696,689.41,94,30,115
Cabbage,7.14,24.89,54.7,455,666.38,113,34,83
Cabbage,7.04,15.16,66.06,492,617.4,116,34,117
Cabbage,6.69,17.7,51.38,351,744.18,92,40,99
Cabbage,7.2,24.4,57.8,1111,746.97,98,33,95
Cabbage,7.04,20.74,56.14,836,860.11,85,33,110
Cabbage,7.23,17.2,56.67,474,922.2,96,37,95
Cabbage,6.54,24.1,56.25,87,962.17,97,22,91
Cabbage,6.19,22.75,55.3,1482,954.08,95,30,96
Cabbage,6.65,18.59,57.26,86,854.67,113,33,86
Cabbage,6.27,19.66,57.91,553,781.66,119,39,82
Cabbage,6.29,15.5,66.34,336,855.42,101,27,117
Cabbage,7.08,18.83,65.47,866,663.0,93,37,86
Cabbage,7.4,18.23,58.51,1408,650.01,111,26,113
Cabbage,6.63,21.55,62.32,550,813.5,80,24,95
Cabbage,7.44,20.55,51.41,472,890.38,108,27,95
Cabbage,6.42,18.34,57.7,502,911.94,86,39,91
Cabbage,6.04,22.3,58.41,188,811.25,100,37,108
Cabbage,7.22,23.56,53.44,1052,718.73,95,37,90
Cabbage,6.16,20.45,56.06,625,731.93,81,30,107
Cabbage,7.43,18.79,55.22,1101,664.22,106,20,88
Cabbage,7.36,16.38,66.17,463,775.33,99,38,114
Cabbage,7.4,21.76,68.44,1248,623.84,111,22,92
Cabbage,6.6,22.4,65.78,475,664.62,96,21,98
Cabbage,6.11,20.14,59.72,71,850.41,84,35,82
Cabbage,7.11,22.47,60.19,877,795.01,112,28,96
Cabbage,6.4,15.59,69.37,682,727.47,80,22,93
Cabbage,6.37,16.59,61.4,1068,679.5,104,24,82
Cabbage,7.4,18.05,57.7,863,905.92,115,39,103
Cabbage,7.44,23.72,66.41,928,891.24,116,20,100
Cabbage,6.15,22.56,67.66,494,666.08,90,24,117
Cabbage,6.68,20.78,58.6,1046,766.13,111,32,119
Cabbage,6.06,15.5,57.85,1487,957.07,107,34,115
Cabbage,6.4,21.26,67.5,575,671.29,85,33,85
Cabbage,7.44,21.4,60.75,802,634.67,110,34,115
Cabbage,6.48,22.4,60.29,1464,706.95,91,25,85
Cabbage,6.58,18.32,55.54,1218,923.7,116,35,90
Cabbage,6.15,18.44,51.93,791,839.01,106,35,87
Cabbage,6.27,21.76,50.41,732,950.81,102,33,83
Cabbage,6.22,17.04,65.46,215,914.57,120,30,110
Cabbage,6.58,18.2,62.96,1332,890.75,80,26,82
Cabbage,6.98,23.65,63.05,125,647.35,104,32,115
Cabbage,6.92,23.37,68.38,817,935.66,87,36,82
Cabbage,6.15,22.46,50.34,1257,673.26,115,38,107
Cabbage,6.49,23.62,66.53,1331,960.87,111,40,118
Cabbage,7.33,24.49,50.37,1028,814.12,82,39,94
Cabbage,6.4,19.03,61.18,1124,846.03,117,32,88
Cabbage,6.86,20.4,52.75,1115,961.49,91,21,96
Cabbage,6.89,19.41,58.56,739,619.11,80,24,114
Cabbage,6.32,17.82,61.06,499,909.03,90,28,90
Cabbage,6.35,21.95,54.83,654,690.9,91,29,106
Cabbage,7.21,24.1,60.22,247,717.96,112,32,86
Cabbage,7.16,17.64,62.76,1404,959.83,100,31,101
Cabbage,6.76,16.84,50.29,1491,780.47,100,36,90
Cabbage,6.95,24.28,63.84,534,774.16,120,28,88
Cabbage,7.16,15.95,64.03,396,676.04,114,20,100
Cabbage,7.15,19.69,53.36,333,964.78,115,21,102
Cabbage,6.47,18.57,52.93,613,689.98,116,32,119
Cabbage,6.37,15.43,66.58,566,893.34,92,20,99
Cabbage,6.44,21.05,67.09,341,667.61,119,23,106
Cabbage,6.53,22.8,54.11,1084,708.66,119,21,96
Cabbage,7.45,19.21,60.02,1230,733.37,97,34,94
Cabbage,6.79,20.21,66.78,1404,858.9,100,35,113
Cabbage,6.77,15.82,69.92,627,877.64,82,34,95
Cabbage,6.96,20.68,58.9,1484,775.09,106,39,103
Cabbage,6.33,23.57,55.91,81,980.95,93,23,107
Cabbage,7.14,20.17,51.53,255,801.27,102,25,110
Cabbage,6.37,17.3,53.13,492,867.6,109,34,114
Cabbage,7.29,20.84,61.87,848,756.0,84,37,83
Cabbage,7.05,19.02,63.73,1364,796.35,88,33,108
Cabbage,6.96,18.91,68.18,1060,769.41,114,30,83
Cabbage,6.17,24.55,63.7,277,673.49,91,26,120
Cabbage,6.13,19.91,50.81,1095,760.63,107,39,101
Cabbage,7.02,16.06,62.94,653,914.99,115,28,89
Cabbage,6.4,16.45,66.78,1372,945.31,91,29,83
Cabbage,6.71,22.3,67.99,645,969.4,112,24,83
Cabbage,6.03,24.63,50.39,61,904.25,94,29,82
Cabbage,7.07,24.07,64.27,1201,733.1,120,22,109
Cabbage,7.2,17.81,63.6,1320,622.42,93,35,85
Cabbage,7.01,15.1,60.13,1029,667.89,105,39,99
Cabbage,6.17,23.01,59.88,699,886.32,101,26,89
Cabbage,7.29,17.77,68.33,403,819.71,93,25,105
Cabbage,7.24,21.47,55.67,1097,825.11,92,29,94
Cabbage,6.9,22.31,61.82,1187,906.92,109,39,108
Cabbage,6.54,20.99,64.9,590,816.14,88,22,113
Cabbage,7.04,20.16,51.56,713,635.63,96,26,96
Cabbage,6.15,18.72,54.4,304,814.18,97,37,113
Cabbage,6.35,23.3,66.83,553,926.81,82,37,91
Cabbage,6.36,15.35,63.5,289,766.97,82,36,105
Cabbage,7.39,21.49,60.32,1404,851.66,109,33,106
Cabbage,7.42,22.44,59.09,728,786.34,95,28,118
Cabbage,6.92,18.1,57.78,675,944.26,97,40,101
Cabbage,6.97,20.4,61.29,975,918.0,113,35,96
Cabbage,6.13,24.6,66.85,765,789.81,94,34,108
Cabbage,7.42,24.26,61.26,463,788.19,116,22,85
Cabbage,6.12,22.42,57.67,404,854.67,93,36,82
Cabbage,6.22,20.7,56.95,1386,867.76,117,33,120
Cabbage,7.13,23.35,55.69,251,746.17,95,33,87
Cabbage,6.58,18.15,55.29,186,755.15,109,27,110
Cabbage,7.1,21.73,54.67,280,782.84,116,30,120
Cabbage,6.01,18.99,61.77,1142,936.09,80,37,85
Cabbage,6.36,20.13,53.65,1066,763.29,109,39,119
Cabbage,6.38,23.85,62.91,807,791.88,119,24,100
Cabbage,6.4,17.82,62.96,479,643.21,104,30,110
Cabbage,6.16,22.85,69.26,803,775.0,92,39,85
Cabbage,6.53,19.66,53.36,1302,677.13,81,35,81
Cabbage,6.08,18.75,51.56,773,987.45,93,30,106
Cabbage,7.43,16.49,64.73,321,690.04,112,26,84
Cabbage,6.9,23.75,60.24,1167,702.55,115,34,103
Cabbage,6.2,22.1,58.83,647,984.98,106,21,99
Cabbage,6.17,19.39,52.79,242,848.79,107,21,108
Cabbage,6.85,22.79,52.41,1033,778.97,82,25,88
Cabbage,7.14,19.06,68.62,1134,606.16,90,25,119
Cabbage,6.21,17.16,60.8,967,834.96,111,28,107
Cabbage,7.35,24.25,53.15,814,945.66,99,30,97
Cabbage,6.74,19.2,52.07,542,915.8,113,24,87
Cabbage,7.26,20.14,62.65,443,898.66,101,24,86
Cabbage,6.01,15.28,64.09,1241,849.72,120,22,100
Cabbage,6.53,23.9,55.4,547,657.63,100,27,95
