Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Peas,6.36,14.75,66.37,1383,507.25,86,38,82
Peas,6.65,17.25,65.5,680,602.55,89,27,95
Peas,6.61,24.01,56.59,284,643.26,96,39,109
Peas,6.28,16.33,69.93,1244,662.06,117,25,98
Peas,6.12,21.63,58.76,734,504.38,101,35,105
Peas,6.07,10.95,59.65,1187,588.88,119,32,94
Peas,6.9,16.94,55.24,627,678.73,81,23,102
Peas,6.26,24.74,54.69,1301,600.48,120,31,87
Peas,6.92,19.16,62.27,727,657.35,87,29,109
Peas,6.49,18.04,58.27,761,614.55,118,40,106
Peas,6.36,19.24,55.29,359,529.6,105,34,94
Peas,6.54,18.63,62.23,85,668.71,114,20,99
Peas,6.26,22.74,58.45,1405,581.49,91,23,91
Peas,6.41,10.17,68.25,651,537.08,88,34,119
Peas,6.34,20.86,63.81,1280,517.13,111,24,80
Peas,6.15,12.14,54.43,147,538.0,94,29,109
Peas,6.64,23.98,69.42,1350,555.36,107,27,102
Peas,6.94,20.23,69.64,880,653.37,115,24,112
Peas,6.88,14.89,61.02,415,658.34,91,34,113
Peas,6.04,22.84,67.44,547,665.91,104,33,114
Peas,6.56,12.53,54.05,153,508.45,113,39,111
Peas,6.9,24.96,65.36,1141,690.38,88,30,100
Peas,6.49,10.4,68.81,1484,667.79,90,29,106
Peas,6.78,12.88,63.18,358,576.68,109,25,108
Peas,6.13,19.23,52.37,285,683.33,84,20,107
Peas,6.63,12.56,60.39,1284,615.8,97,22,87
Peas,6.46,15.42,57.53,187,649.11,103,25,99
Peas,6.55,16.01,63.53,924,515.27,87,38,115
Peas,6.28,15.23,53.49,927,647.66,92,28,104
Peas,6.15,12.69,61.49,255,565.3,116,30,103
Peas,6.93,10.8,67.47,719,580.59,89,22,85
Peas,6.98,10.45,60.24,948,689.03,94,30,110
Peas,6.14,17.3,56.53,1215,673.67,114,22,88
Peas,7.0,20.96,58.64,1438,686.3,108,30,86
Peas,6.33,15.38,53.05,993,582.34,103,38,112
Peas,6.09,14.94,61.28,983,536.87,107,39,92
Peas,6.03,24.29,63.22,199,611.03,110,28,86
Peas,6.55,10.51,60.68,598,554.33,114,28,116
Peas,6.33,10.94,60.0,95,585.36,105,21,104
Peas,6.48,10.3,61.55,973,558.62,100,22,94
Peas,6.17,22.47,67.88,646,586.09,95,35,82
Peas,6.54,23.8,69.06,929,621.4,98,25,90
Peas,6.09,15.31,57.1,338,688.37,83,20,110
Peas,6.08,10.78,61.69,1372,531.85,82,28,87
Peas,6.47,14.01,56.66,337,592.79,100,20,97
Peas,6.68,24.06,61.48,1331,579.56,85,39,111
Peas,6.1,16.43,66.49,702,680.51,118,31,88
Peas,6.15,22.53,55.36,282,625.1,111,40,120
Peas,6.02,17.5,52.3,65,667.41,89,36,106
Peas,6.82,10.97,51.92,852,592.35,106,25,104
Peas,6.67,10.52,59.16,628,647.76,111,35,120
Peas,6.27,19.46,64.6,313,541.16,90,21,105
Peas,6.9,14.92,54.66,1175,674.63,99,39,113
Peas,6.6,12.44,59.12,1306,506.54,106,39,104
Peas,6.01,14.17,51.71,933,588.59,115,23,105
Peas,6.43,16.69,58.24,1194,634.02,96,37,113
Peas,6.36,17.12,52.42,1025,505.96,92,26,87
Peas,6.1,16.55,67.58,846,598.16,113,21,104
Peas,6.3,11.94,58.31,619,523.97,118,32,94
Peas,6.66,18.23,68.69,1233,534.22,111,29,104
Peas,6.22,17.72,56.83,907,681.71,85,30,117
Peas,6.08,24.34,63.19,1323,682.45,98,34,118
Peas,6.03,22.44,50.71,298,555.98,84,25,87
Peas,6.99,21.09,66.56,526,564.35,111,27,86
Peas,6.14,19.3,63.17,1403,553.58,92,33,102
Peas,6.4,21.12,59.08,1054,669.87,95,27,116
Peas,6.7,10.37,56.06,1377,502.98,115,27,83
Peas,6.1,15.95,62.71,113,698.72,89,39,105
Peas,6.15,10.22,53.31,1023,580.29,102,35,117
Peas,6.13,12.63,69.88,94,581.78,119,23,110
Peas,6.63,24.95,63.7,314,634.62,102,37,97
Peas,6.07,14.41,59.31,1144,569.12,104,32,110
Peas,6.37,18.31,60.28,590,531.3,102,28,110
Peas,6.16,16.18,59.0,773,665.46,110,21,111
Peas,6.06,23.2,59.88,906,558.86,99,32,99
Peas,6.68,13.52,67.48,1041,687.29,115,31,84
Peas,6.31,16.5,68.29,376,688.98,112,35,98
Peas,6.17,18.52,60.14,576,619.68,120,35,80
Peas,6.27,13.68,62.23,954,504.67,113,24,99
Peas,6.3,20.1,55.86,719,536.14,119,36,84
Peas,6.89,24.59,51.37,230,610.69,104,30,112
Peas,6.29,22.53,58.72,1357,628.73,106,32,117
Peas,6.57,17.04,59.22,641,693.57,88,32,107
Peas,6.46,17.91,57.5,355,607.85,115,20,84
Peas,6.77,14.99,61.36,1448,523.0,90,36,114
Peas,6.9,21.74,61.87,1235,537.21,111,36,104
Peas,6.52,11.39,62.68,1074,657.82,91,38,110
Peas,6.21,20.63,56.95,572,588.52,92,28,84
Peas,6.84,16.54,65.91,619,666.29,103,30,93
Peas,6.41,21.07,50.05,533,519.0,90,24,105
Peas,6.48,13.18,69.02,601,520.19,112,40,83
Peas,6.57,22.65,56.24,344,684.75,112,21,105
Peas,6.21,20.27,53.98,1321,543.95,88,33,100
Peas,6.09,11.02,60.44,1445,661.84,84,22,82
Peas,6.88,19.06,54.51,322,618.22,119,36,90
Peas,6.47,24.84,55.25,950,544.26,80,30,117
Peas,6.33,11.08,51.87,505,625.23,103,38,105
Peas,6.42,22.08,55.68,887,649.86,115,32,91
Peas,6.24,19.08,68.81,1457,668.8,113,25,117
Peas,6.43,23.3,60.46,765,672.99,109,29,108
Peas,6.49,12.76,65.64,140,632.16,119,33,113
Peas,6.16,24.24,56.1,279,680.97,90,23,105
Peas,6.23,15.57,59.37,376,566.45,80,37,112
Peas,6.88,20.56,69.15,1057,657.89,105,37,110
Peas,6.84,13.66,59.16,1371,628.9,85,24,88
Peas,6.48,18.03,64.62,808,565.24,104,21,109
Peas,6.14,17.86,67.4,678,501.42,86,20,85
Peas,6.5,10.53,51.94,491,663.9,114,33,85
Peas,6.05,12.3,55.7,1362,689.9,115,37,84
Peas,6.47,12.39,59.92,678,544.82,119,36,82
Peas,6.62,11.19,60.8,1232,540.62,110,23,81
Peas,6.02,11.77,53.43,121,592.61,103,32,106
Peas,6.18,18.24,53.55,918,677.72,88,38,100
Peas,6.36,18.89,55.17,879,570.25,97,24,84
Peas,6.45,10.74,64.51,119,626.49,100,24,97
Peas,6.7,10.08,62.67,1466,630.19,82,29,106
Peas,6.67,11.7,52.82,143,659.88,105,29,96
Peas,6.36,16.44,65.5,517,650.89,101,40,83
Peas,6.72,17.85,52.02,1413,517.08,106,35,103
Peas,6.85,19.37,53.93,1249,609.01,105,24,113
Peas,6.78,14.52,64.38,528,602.83,113,34,117
Peas,6.21,12.83,68.62,123,559.36,114,23,103
Peas,6.69,16.84,59.21,405,534.53,105,25,82
Peas,6.2,23.87,51.71,867,673.84,116,38,100
Peas,6.0,13.81,59.22,736,509.88,90,23,119
Peas,6.43,16.94,65.58,247,589.76,83,34,120
Peas,6.76,15.88,66.33,398,570.97,87,35,108
Peas,6.92,20.12,52.49,638,609.49,90,22,82
Peas,6.11,21.12,59.01,206,526.92,112,22,100
Peas,6.62,15.48,66.66,524,597.59,115,36,109
Peas,6.19,21.7,60.41,1080,689.67,87,36,93
Peas,6.62,22.32,57.8,108,603.57,117,40,97
Peas,6.74,18.24,51.08,539,521.84,86,24,100
Peas,7.0,12.1,56.88,381,607.23,82,24,95
Peas,6.21,21.74,52.91,1049,598.19,114,31,116
Peas,6.11,15.64,53.62,1289,679.25,96,21,86
