Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Date Palm,6.08,17.37,54.15,176,218.66,44,26,110
Date Palm,6.87,29.97,63.05,345,376.58,47,30,57
Date Palm,7.56,15.25,62.74,363,235.33,74,23,53
Date Palm,7.86,23.16,31.74,720,465.56,113,21,87
Date Palm,7.48,19.41,31.03,804,354.48,100,35,98
Date Palm,7.51,27.48,55.02,883,460.63,44,39,108
Date Palm,7.69,17.99,65.96,185,416.33,104,23,43
Date Palm,7.05,18.47,30.43,773,471.45,57,30,45
Date Palm,7.91,20.83,35.22,325,410.69,56,23,73
Date Palm,6.73,28.01,43.94,703,489.45,62,40,81
Date Palm,7.24,20.91,53.99,790,273.44,81,39,108
Date Palm,7.91,19.71,30.77,71,127.16,107,33,97
Date Palm,6.55,18.17,61.68,423,363.13,71,22,106
Date Palm,7.61,16.45,69.56,620,412.87,83,29,88
Date Palm,6.95,28.85,67.63,292,351.18,99,25,37
Date Palm,7.66,18.45,64.94,270,295.93,91,29,50
Date Palm,6.56,23.93,51.54,317,484.51,47,37,82
Date Palm,7.5,23.99,62.39,343,141.23,98,26,90
Date Palm,6.38,22.13,43.26,934,462.3,60,28,92
Date Palm,6.82,26.46,55.53,845,361.25,109,31,107
Date Palm,7.43,26.91,37.85,593,119.65,85,26,81
Date Palm,7.3,22.19,60.68,875,320.06,104,40,64
Date Palm,7.27,22.25,61.41,904,209.88,66,37,120
Date Palm,7.99,15.33,30.08,541,321.06,109,30,77
Date Palm,7.57,27.67,36.55,678,237.45,108,29,92
Date Palm,6.16,19.97,69.27,818,194.75,112,27,98
Date Palm,7.03,28.05,65.3,374,424.8,84,32,118
Date Palm,6.18,25.67,50.79,793,291.8,98,38,87
Date Palm,6.05,23.7,63.6,789,255.49,82,40,75
Date Palm,6.86,22.54,60.86,905,127.45,119,29,44
Date Palm,7.31,24.46,32.9,442,135.43,65,32,58
Date Palm,6.19,27.99,40.32,251,309.01,103,21,66
Date Palm,6.93,21.22,40.27,122,345.07,67,21,47
Date Palm,7.9,24.87,37.77,798,350.04,119,38,79
Date Palm,6.05,22.45,37.09,372,151.82,104,31,55
Date Palm,7.05,25.46,46.15,443,184.57,82,34,112
Date Palm,6.86,27.82,65.03,850,202.47,57,34,112
Date Palm,6.06,15.79,68.08,622,360.93,102,39,95
Date Palm,7.55,17.56,46.96,182,487.7,120,23,68
Date Palm,6.6,21.69,38.27,997,260.19,104,27,112
Date Palm,6.6,18.46,66.95,363,134.44,92,31,45
Date Palm,6.91,26.52,33.23,552,171.88,67,28,82
Date Palm,7.14,15.08,51.87,876,396.14,102,34,93
Date Palm,7.68,17.83,53.47,447,219.17,43,29,72
Date Palm,7.73,18.6,46.76,202,259.57,81,37,38
Date Palm,7.23,25.15,64.37,267,215.82,104,33,72
Date Palm,7.2,19.04,36.39,890,353.85,43,38,84
Date Palm,6.66,17.33,43.29,678,498.55,50,23,38
Date Palm,6.03,17.66,33.79,371,383.71,56,29,113
Date Palm,6.32,19.19,44.57,229,293.04,75,32,118
Date Palm,6.99,19.37,53.09,373,482.88,111,39,66
Date Palm,6.14,17.9,51.24,883,475.63,77,22,76
Date Palm,7.08,24.18,64.93,719,390.23,120,36,104
Date Palm,7.7,15.9,40.21,267,146.88,120,22,37
Date Palm,6.38,18.6,57.37,143,495.8,62,23,58
Date Palm,7.53,18.53,39.06,239,355.09,69,35,38
Date Palm,7.76,20.88,41.59,224,208.1,91,39,40
Date Palm,6.17,28.62,68.35,949,253.9,102,36,60
Date Palm,6.65,21.9,63.57,379,284.89,78,26,37
Date Palm,6.38,20.6,30.17,989,280.53,40,39,77
Date Palm,7.82,20.15,66.56,73,379.1,115,35,95
Date Palm,6.01,15.61,55.83,846,386.08,71,35,65
Date Palm,6.25,22.67,54.86,242,288.24,118,39,79
Date Palm,6.62,24.75,56.83,212,370.87,59,38,88
Date Palm,6.13,15.28,57.75,947,382.93,101,26,48
Date Palm,6.84,24.63,34.89,267,163.75,108,27,102
Date Palm,7.25,17.81,57.22,926,304.92,62,37,59
Date Palm,6.65,22.69,35.43,975,432.9,56,30,48
Date Palm,7.07,18.73,44.51,749,260.95,93,34,64
Date Palm,7.02,19.17,37.15,410,407.87,103,37,41
Date Palm,6.46,15.32,52.31,140,338.67,92,36,40
Date Palm,6.74,27.09,58.57,239,189.09,99,20,89
Date Palm,7.28,23.42,46.74,792,125.71,108,28,39
Date Palm,6.08,25.73,62.16,834,187.36,99,40,65
Date Palm,6.34,25.47,69.72,113,249.13,61,20,89
Date Palm,6.1,20.55,50.76,534,105.97,56,32,57
Date Palm,6.95,26.47,50.81,171,431.15,99,21,71
Date Palm,6.94,27.2,42.22,672,116.0,59,40,95
Date Palm,7.1,21.53,42.62,956,296.55,97,28,108
Date Palm,7.25,24.58,68.91,712,449.38,68,33,98
Date Palm,6.26,23.4,50.53,933,437.72,52,36,97
Date Palm,7.08,15.54,48.26,660,168.23,110,25,43
Date Palm,7.77,26.71,47.44,503,208.66,70,21,76
Date Palm,6.21,27.09,64.16,813,483.54,44,25,93
Date Palm,6.26,25.77,63.73,111,488.98,116,38,71
Date Palm,7.58,29.96,61.81,592,380.45,99,27,107
Date Palm,7.82,17.73,48.25,795,334.5,47,34,89
Date Palm,7.52,21.92,56.15,827,414.16,103,27,113
Date Palm,7.04,24.54,54.5,715,492.44,71,38,36
Date Palm,7.76,27.98,64.0,813,382.24,57,36,107
Date Palm,6.13,20.74,48.79,716,228.85,59,27,72
Date Palm,7.68,17.37,37.05,560,336.9,100,40,76
Date Palm,6.37,19.26,55.22,693,160.65,78,21,112
Date Palm,7.51,20.8,51.34,987,271.61,61,30,75
Date Palm,7.36,19.83,51.19,112,383.06,63,30,97
Date Palm,6.86,24.51,61.56,135,141.86,65,23,60
Date Palm,6.3,29.83,61.21,888,158.96,118,29,104
Date Palm,6.44,22.45,55.85,584,148.97,84,24,39
Date Palm,7.7,21.61,51.0,800,353.95,41,33,116
Date Palm,7.37,22.94,54.6,134,185.46,45,31,65
Date Palm,6.33,25.78,38.01,411,152.36,67,38,101
Date Palm,7.29,17.29,56.05,297,302.54,47,25,68
Date Palm,7.57,22.75,41.42,358,268.42,68,33,116
Date Palm,6.25,23.43,55.72,375,294.85,96,36,110
Date Palm,7.72,25.31,44.55,768,205.07,67,23,70
Date Palm,7.35,29.83,55.04,675,210.48,40,33,66
Date Palm,6.65,21.14,33.5,809,132.3,98,35,50
Date Palm,6.17,29.07,55.16,237,260.55,56,22,35
Date Palm,6.16,23.24,68.25,754,479.67,92,38,40
Date Palm,7.71,16.78,32.37,886,104.34,106,29,62
Date Palm,7.53,16.27,64.35,718,365.47,106,27,108
Date Palm,6.6,21.55,51.09,101,268.19,51,29,67
Date Palm,6.32,29.15,46.61,593,328.61,62,22,37
Date Palm,6.48,20.1,51.09,722,127.87,118,20,61
Date Palm,7.5,20.46,45.39,865,129.3,115,36,84
Date Palm,7.11,22.63,31.59,821,499.03,60,39,83
Date Palm,6.34,26.6,63.41,749,488.14,74,21,68
Date Palm,6.96,18.97,63.95,506,203.22,71,25,90
Date Palm,6.5,16.27,31.38,825,270.91,118,25,94
Date Palm,6.87,24.28,35.12,233,152.81,101,37,71
Date Palm,6.63,20.72,68.23,906,233.77,113,21,82
Date Palm,6.99,16.27,42.28,306,463.54,80,32,119
Date Palm,6.7,28.05,38.81,129,257.64,59,33,60
Date Palm,6.94,16.05,53.98,240,361.79,43,31,35
Date Palm,7.91,17.17,61.95,432,310.82,98,24,76
Date Palm,7.85,24.5,49.12,936,364.64,105,24,33
Date Palm,6.48,22.36,51.63,853,105.7,74,38,88
Date Palm,6.02,25.99,61.99,753,436.58,107,29,114
Date Palm,6.3,22.95,59.34,861,496.44,59,39,56
Date Palm,7.06,27.12,54.55,896,377.19,44,34,114
Date Palm,7.78,21.76,63.3,188,400.64,97,29,108
Date Palm,7.61,24.7,48.07,678,483.75,118,30,103
Date Palm,6.23,18.26,34.67,765,232.59,63,37,98
Date Palm,6.56,19.63,45.73,398,142.24,119,40,78
Date Palm,6.04,20.97,53.82,259,372.16,72,24,49
Date Palm,6.6,27.98,66.17,235,238.36,50,23,66
Date Palm,6.21,27.8,41.66,446,219.53,58,20,99
Date Palm,6.84,21.45,68.11,197,237.23,78,29,83
Date Palm,7.3,21.42,41.44,168,373.58,80,20,87
Date Palm,7.04,16.61,36.35,204,190.25,108,25,105
Date Palm,6.11,19.56,41.05,247,496.21,110,21,85
Date Palm,6.98,29.11,41.35,800,398.55,87,33,44
Date Palm,6.94,27.92,57.95,704,147.84,92,38,30
