Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Dragon Fruit,7.22,26.19,56.17,776,838.98,145,24,180
Dragon Fruit,7.33,25.5,70.3,732,545.64,190,36,102
Dragon Fruit,5.62,21.17,43.7,530,577.88,101,20,157
Dragon Fruit,5.58,27.84,47.1,239,667.41,192,30,114
Dragon Fruit,6.49,22.73,43.48,976,134.26,165,25,92
Dragon Fruit,5.92,20.62,63.97,1046,1208.4,103,38,161
Dragon Fruit,7.34,23.66,53.75,1275,1137.64,198,34,143
Dragon Fruit,7.36,21.08,47.03,1319,1119.02,175,20,118
Dragon Fruit,6.32,26.4,49.4,282,884.79,139,33,121
Dragon Fruit,6.12,27.45,61.67,392,645.94,147,28,94
Dragon Fruit,6.05,21.72,41.87,427,1200.48,82,24,84
Dragon Fruit,6.8,27.36,76.54,776,1027.1,80,31,186
Dragon Fruit,5.78,27.97,72.65,465,1018.32,110,31,181
Dragon Fruit,7.16,25.39,56.67,157,1091.15,146,39,121
Dragon Fruit,6.97,28.15,44.19,356,1033.41,103,31,92
Dragon Fruit,7.23,27.81,50.82,1239,718.53,170,35,170
Dragon Fruit,7.21,29.89,58.42,518,710.11,152,21,103
Dragon Fruit,5.92,23.02,63.41,624,492.6,137,21,159
Dragon Fruit,6.48,20.65,42.61,1100,630.38,150,30,97
Dragon Fruit,5.82,26.1,40.6,485,1090.42,129,33,152
Dragon Fruit,6.94,21.93,51.29,731,280.0,93,32,129
Dragon Fruit,5.62,24.57,50.66,1285,1133.75,94,24,171
Dragon Fruit,6.48,29.4,74.58,1161,217.66,99,39,170
Dragon Fruit,5.91,23.67,76.65,668,814.87,127,26,123
Dragon Fruit,7.17,23.0,57.56,788,313.02,196,22,113
Dragon Fruit,6.89,21.25,77.31,475,701.96,81,35,132
Dragon Fruit,6.7,22.97,60.9,696,247.77,89,20,184
Dragon Fruit,6.77,27.88,73.46,1346,501.99,152,30,137
Dragon Fruit,6.34,25.66,43.21,979,1242.18,164,21,194
Dragon Fruit,6.7,24.95,75.18,575,609.1,84,29,164
Dragon Fruit,6.97,21.16,66.27,1030,964.79,191,37,183
Dragon Fruit,7.06,28.24,77.57,310,1090.15,147,38,94
Dragon Fruit,6.85,29.26,66.8,1365,883.78,116,33,138
Dragon Fruit,6.77,27.73,73.93,980,1258.18,101,38,87
Dragon Fruit,5.76,20.98,40.62,282,497.78,171,38,153
Dragon Fruit,6.9,27.01,67.29,1025,785.8,162,30,131
Dragon Fruit,6.28,23.79,42.81,1061,439.28,163,35,123
Dragon Fruit,6.57,25.2,55.18,234,756.97,160,31,99
Dragon Fruit,7.29,28.57,40.64,431,370.34,115,25,187
Dragon Fruit,6.86,24.76,64.46,998,278.57,94,37,169
Dragon Fruit,7.2,27.93,66.56,1124,693.89,122,20,108
Dragon Fruit,6.61,21.11,52.82,798,915.77,169,32,199
Dragon Fruit,6.65,25.48,76.47,752,266.92,92,39,155
Dragon Fruit,5.76,25.86,76.36,784,584.38,171,24,105
Dragon Fruit,5.75,28.51,66.4,589,748.32,116,36,144
Dragon Fruit,6.57,28.16,51.25,844,761.71,97,24,197
Dragon Fruit,6.6,25.94,78.19,817,313.89,104,33,106
Dragon Fruit,6.8,29.15,67.23,426,495.19,149,32,160
Dragon Fruit,7.28,28.52,79.16,521,890.09,170,30,110
Dragon Fruit,6.78,21.96,63.68,1300,566.32,170,24,148
Dragon Fruit,6.77,20.41,66.31,618,877.4,105,25,160
Dragon Fruit,6.38,26.85,42.81,740,103.32,89,36,114
Dragon Fruit,5.58,20.96,53.28,1238,530.39,192,25,150
Dragon Fruit,6.18,28.15,52.36,565,371.26,169,35,177
Dragon Fruit,6.77,27.27,61.03,328,457.15,167,35,110
Dragon Fruit,6.1,28.52,63.14,496,1089.41,147,40,189
Dragon Fruit,7.43,28.38,70.2,811,926.85,191,28,159
Dragon Fruit,7.04,29.41,73.49,1026,766.19,171,23,127
Dragon Fruit,6.32,29.88,75.82,691,877.49,184,21,142
Dragon Fruit,6.58,23.63,74.54,1330,444.93,180,25,165
Dragon Fruit,7.45,29.95,48.47,686,972.88,171,31,176
Dragon Fruit,5.57,27.45,41.56,825,983.67,120,39,119
Dragon Fruit,6.95,23.07,74.69,1184,276.12,89,25,81
Dragon Fruit,5.89,26.03,65.62,621,751.81,82,37,160
Dragon Fruit,7.05,23.57,68.64,869,566.41,195,23,164
Dragon Fruit,6.49,28.5,44.04,1390,944.84,158,33,99
Dragon Fruit,6.19,21.41,49.29,861,1087.91,173,34,91
Dragon Fruit,6.59,24.28,40.6,906,1160.22,121,35,113
Dragon Fruit,6.11,25.09,64.05,1274,1229.4,132,27,120
Dragon Fruit,6.39,23.55,56.6,952,1043.91,100,21,104
Dragon Fruit,6.88,20.31,55.21,184,308.85,124,23,143
Dragon Fruit,5.64,26.35,77.85,802,503.1,118,20,172
Dragon Fruit,5.82,21.4,61.42,893,70.5,115,20,119
Dragon Fruit,6.42,22.47,42.21,1257,862.5,130,30,150
Dragon Fruit,6.03,27.95,56.83,186,1187.98,90,34,103
Dragon Fruit,7.07,20.11,74.54,1035,992.18,135,25,101
Dragon Fruit,6.14,28.85,49.9,950,1056.64,102,28,155
Dragon Fruit,6.31,24.13,43.82,814,645.15,163,22,109
Dragon Fruit,5.59,20.28,55.08,340,105.37,101,29,145
Dragon Fruit,6.36,20.47,47.72,494,1284.18,128,36,98
Dragon Fruit,6.74,29.99,59.79,160,172.3,157,29,194
Dragon Fruit,7.27,25.4,58.88,758,363.39,96,25,199
Dragon Fruit,7.08,24.1,48.52,929,566.92,121,33,148
Dragon Fruit,6.74,26.41,49.54,500,75.75,112,37,164
Dragon Fruit,5.94,27.05,76.19,881,793.32,83,31,190
Dragon Fruit,7.39,21.1,64.52,547,1100.3,99,35,106
Dragon Fruit,5.74,24.81,61.29,385,824.82,92,23,91
Dragon Fruit,5.82,26.07,48.88,551,1233.04,193,39,139
Dragon Fruit,6.13,26.17,69.31,1118,383.85,121,21,166
Dragon Fruit,5.81,24.62,78.73,1203,953.12,138,32,108
Dragon Fruit,7.18,23.56,64.86,1376,1198.66,103,26,149
Dragon Fruit,6.25,20.08,64.55,855,653.99,106,27,87
Dragon Fruit,5.94,23.43,48.93,897,574.62,98,36,180
Dragon Fruit,7.14,21.28,44.66,559,894.65,81,25,121
Dragon Fruit,7.03,22.31,78.73,299,1015.31,150,35,161
Dragon Fruit,5.61,24.61,54.84,1183,573.77,171,27,81
Dragon Fruit,5.51,28.39,55.63,161,1029.92,165,34,88
Dragon Fruit,5.72,28.61,58.86,609,727.81,82,35,133
Dragon Fruit,5.73,20.3,61.53,821,580.94,108,38,200
Dragon Fruit,6.58,23.14,58.44,905,519.01,129,21,115
Dragon Fruit,6.72,24.67,73.23,573,771.09,107,32,175
Dragon Fruit,5.56,22.18,44.06,1331,226.44,139,40,181
Dragon Fruit,7.38,23.21,48.54,702,1041.63,195,21,162
Dragon Fruit,6.8,22.84,53.24,806,1085.01,109,22,139
Dragon Fruit,6.7,21.67,56.74,631,1071.61,175,29,109
Dragon Fruit,6.85,21.6,70.74,757,272.19,150,39,188
