Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Millet,6.42,24.4,54.2,697,515.7,67,41,84
Millet,5.6,33.8,59.55,537,635.94,99,32,81
Millet,6.89,20.57,59.35,1046,649.22,81,45,90
Millet,6.3,32.55,41.66,464,603.74,86,45,91
Millet,6.95,20.56,41.86,1079,547.79,60,45,93
Millet,5.5,32.29,53.63,1355,732.15,62,38,72
Millet,6.19,25.8,49.21,340,798.06,78,35,95
Millet,6.26,33.05,45.04,580,625.28,94,35,75
Millet,6.62,28.28,44.08,80,522.4,75,44,68
Millet,6.78,28.31,54.45,868,632.51,92,36,72
Millet,5.92,21.5,56.81,126,679.1,83,44,61
Millet,6.78,22.76,46.91,900,537.04,88,39,95
Millet,6.05,34.24,56.02,767,665.01,69,40,74
Millet,5.11,27.23,46.29,1142,793.55,61,49,100
Millet,6.63,23.03,47.89,379,641.75,69,39,87
Millet,5.44,27.39,59.27,1320,588.23,62,49,89
Millet,5.53,24.41,51.76,1471,515.03,96,50,61
Millet,6.51,21.07,50.82,875,741.62,97,36,70
Millet,6.43,29.74,58.95,393,774.35,100,31,99
Millet,6.55,34.83,54.97,738,574.95,72,31,73
Millet,5.09,26.29,49.63,1488,715.98,71,50,61
Millet,5.94,22.59,54.69,1056,576.59,97,43,82
Millet,5.26,31.87,48.92,902,614.67,76,31,79
Millet,5.46,20.43,51.37,556,541.14,62,37,96
Millet,5.96,29.56,57.44,433,644.29,65,39,77
Millet,5.87,29.82,54.02,204,708.58,75,47,75
Millet,6.09,34.54,47.59,1026,565.62,94,46,99
Millet,5.42,30.02,46.68,998,705.82,90,37,67
Millet,6.16,27.65,42.32,546,623.93,71,32,78
Millet,6.75,27.36,44.42,715,629.23,83,35,97
Millet,5.87,25.47,45.7,208,634.62,89,33,80
Millet,6.51,30.37,46.36,606,650.73,94,45,82
Millet,5.22,21.33,47.01,539,737.82,78,37,78
Millet,6.92,27.93,51.36,1089,515.2,86,32,82
Millet,5.57,31.43,47.99,603,696.43,66,42,67
Millet,5.98,32.95,55.18,1354,673.14,75,36,83
Millet,5.2,27.34,50.03,353,643.15,91,50,76
Millet,6.05,22.57,46.09,1393,706.74,63,34,78
Millet,6.19,32.68,55.09,278,629.57,99,38,82
Millet,6.01,30.48,43.23,708,630.88,89,33,90
Millet,5.74,20.3,41.84,809,624.72,90,47,77
Millet,5.72,22.98,43.85,631,666.94,94,31,68
Millet,5.65,28.58,47.53,1307,798.05,89,43,84
Millet,5.8,29.38,57.42,457,590.97,88,32,91
Millet,6.31,22.33,42.31,775,511.68,93,30,61
Millet,6.8,29.3,47.42,924,624.8,84,35,93
Millet,6.59,32.53,55.16,263,673.36,90,46,88
Millet,6.92,22.49,50.93,230,772.15,93,31,63
Millet,5.56,27.68,49.62,1052,617.61,90,43,62
Millet,6.98,34.57,47.24,885,758.93,86,43,82
Millet,5.78,24.94,40.46,924,736.75,61,39,87
Millet,6.78,25.46,47.88,1063,594.31,95,39,80
Millet,5.13,26.27,42.14,1238,652.29,76,44,72
Millet,6.65,24.53,57.5,367,737.7,90,31,86
Millet,6.88,23.22,50.24,1041,641.9,64,32,98
Millet,6.72,30.15,46.15,1397,681.11,100,45,88
Millet,5.8,22.8,58.48,1156,720.65,78,30,95
Millet,6.79,32.45,53.55,865,699.67,70,39,73
Millet,5.13,31.15,42.51,1215,623.82,70,49,76
Millet,5.41,31.02,52.34,1473,606.81,96,41,94
Millet,6.98,20.64,53.92,1173,578.46,60,41,60
Millet,5.99,23.01,41.52,754,710.25,82,46,73
Millet,5.28,34.93,53.29,972,566.24,63,38,91
Millet,6.75,30.07,49.27,815,625.09,82,50,92
Millet,5.91,30.1,58.29,564,522.07,80,46,83
Millet,6.37,25.93,45.79,1328,521.79,91,30,84
Millet,5.8,20.96,48.12,1314,641.27,92,32,69
Millet,6.35,32.2,53.69,571,646.72,93,33,76
Millet,5.86,24.02,43.48,839,675.97,81,45,87
Millet,6.52,20.54,41.59,472,796.99,65,45,92
Millet,6.01,24.23,44.89,296,671.5,90,39,75
Millet,6.03,33.92,45.09,661,548.58,74,49,76
Millet,5.54,23.72,46.44,638,657.18,93,46,76
Millet,5.89,25.65,57.14,884,740.85,94,33,74
Millet,5.12,24.87,52.26,159,751.57,93,42,89
Millet,5.31,26.85,55.24,681,570.15,62,30,79
Millet,5.58,32.38,44.1,489,539.89,96,32,92
Millet,5.13,27.39,52.85,1162,798.94,99,42,76
