Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Walnut,6.75,24.86,40.54,1268,604.46,61,54,42
Walnut,6.18,10.41,42.21,506,1090.25,41,30,68
Walnut,6.36,11.62,59.09,187,896.39,72,48,50
Walnut,6.0,12.27,40.64,622,881.87,74,45,78
Walnut,6.58,19.79,56.95,252,1078.32,55,32,59
Walnut,6.74,12.23,54.85,1406,610.57,64,55,70
Walnut,7.0,21.45,40.15,591,1009.2,47,33,55
Walnut,6.64,24.53,32.26,556,1121.91,76,37,55
Walnut,7.3,21.48,50.04,855,1183.7,61,59,49
Walnut,7.47,10.11,46.46,314,1085.87,45,34,41
Walnut,7.22,24.62,53.3,673,1033.21,67,51,46
Walnut,6.78,14.35,55.07,75,1188.63,58,44,80
Walnut,6.56,23.67,33.1,1480,608.56,64,59,53
Walnut,6.13,20.25,41.1,1198,1123.68,43,52,58
Walnut,6.97,11.6,38.57,757,849.64,73,33,63
Walnut,6.94,10.15,40.74,1470,1128.04,74,59,61
Walnut,6.06,15.14,57.81,679,763.59,74,60,59
Walnut,6.18,12.97,56.74,768,960.16,73,41,61
Walnut,6.47,23.85,32.75,1374,802.27,43,56,64
Walnut,6.98,22.62,32.58,1388,831.08,42,33,58
Walnut,7.39,24.2,31.49,139,814.77,62,52,69
Walnut,6.47,19.33,53.78,1414,1033.79,58,55,49
Walnut,6.78,13.16,32.83,388,1195.02,80,34,41
Walnut,6.36,15.06,46.23,1331,891.44,66,35,51
Walnut,7.17,24.63,51.24,100,1033.43,41,46,40
Walnut,6.56,10.6,36.84,716,823.94,47,48,62
Walnut,6.69,16.44,48.18,1482,855.71,80,40,75
Walnut,7.48,23.74,47.85,982,687.3,60,49,55
Walnut,6.42,22.11,30.75,1359,687.05,45,51,75
Walnut,7.34,16.41,45.85,1143,692.77,77,31,49
Walnut,6.14,16.0,44.37,350,1047.29,80,32,46
Walnut,6.5,20.31,35.51,401,722.37,40,60,55
Walnut,7.26,24.24,46.35,553,600.88,55,60,61
Walnut,7.34,15.79,49.32,1431,695.64,52,57,79
Walnut,7.21,22.64,46.45,430,614.0,63,31,58
Walnut,7.11,11.79,30.62,1247,890.34,67,32,40
Walnut,6.77,12.03,36.38,1231,933.08,64,51,46
Walnut,7.4,13.41,43.36,279,1081.98,47,43,53
Walnut,6.22,20.39,46.95,821,829.36,64,39,55
Walnut,7.02,10.88,42.57,316,745.36,42,37,42
Walnut,6.85,23.84,31.65,920,899.4,79,37,45
Walnut,6.8,24.57,56.79,1235,823.33,76,35,64
Walnut,6.7,15.54,45.94,290,994.38,46,37,73
Walnut,7.04,20.18,31.63,1450,1034.02,59,42,63
Walnut,7.44,24.65,33.76,1230,622.12,77,47,69
Walnut,7.05,19.71,41.16,425,930.78,47,32,65
Walnut,6.67,14.17,41.39,1145,719.48,50,55,79
Walnut,6.29,22.69,41.2,1143,1091.94,78,40,48
Walnut,7.27,19.96,39.81,993,896.14,51,57,60
Walnut,6.22,18.03,35.88,1212,1173.17,74,48,71
Walnut,7.16,13.86,39.48,1381,865.31,72,49,80
Walnut,7.46,19.26,47.75,954,1005.86,64,37,56
Walnut,6.35,15.54,50.67,74,1074.21,69,33,60
Walnut,7.31,13.3,49.08,1072,680.59,54,52,78
Walnut,6.99,18.4,36.63,901,1149.32,60,46,78
Walnut,6.57,24.68,59.74,927,1030.53,65,41,66
Walnut,7.1,21.05,49.74,503,794.49,41,39,67
Walnut,7.09,21.88,36.05,557,678.05,65,35,47
Walnut,7.33,23.56,55.29,888,981.9,43,50,67
Walnut,6.52,17.78,36.14,742,1074.75,48,36,61
Walnut,6.94,21.26,52.18,428,753.62,76,38,40
Walnut,6.6,13.57,47.08,1356,1149.24,80,40,67
Walnut,6.44,20.17,30.38,1475,702.87,47,39,71
Walnut,6.88,16.87,54.39,1240,720.08,61,38,41
Walnut,6.86,21.34,41.71,614,713.84,80,55,55
Walnut,7.48,14.28,54.12,1387,734.4,41,49,74
Walnut,7.26,16.01,57.44,649,860.25,61,45,62
Walnut,6.53,23.67,56.04,102,786.66,46,44,54
Walnut,6.37,11.38,30.23,1325,795.12,54,52,44
Walnut,6.1,13.12,31.67,896,911.51,56,31,59
Walnut,6.21,13.67,41.39,744,1022.41,70,59,80
Walnut,7.25,20.94,59.05,65,1096.97,63,40,48
Walnut,6.49,23.59,37.33,602,972.2,71,35,45
Walnut,7.16,10.0,54.05,503,824.97,76,57,41
Walnut,6.57,22.24,47.45,95,1139.3,66,50,56
Walnut,6.03,11.94,37.34,324,667.23,60,42,50
Walnut,6.32,16.51,52.49,1093,671.64,47,31,42
Walnut,7.35,15.49,52.62,363,623.43,78,58,44
Walnut,6.7,11.7,31.83,424,990.59,80,54,57
Walnut,6.77,21.54,56.87,1181,896.06,75,53,77
Walnut,6.29,16.01,45.43,1382,799.95,50,47,40
Walnut,6.79,11.93,38.41,182,890.4,73,48,60
Walnut,6.63,23.31,56.76,796,653.09,50,34,72
Walnut,7.18,22.25,39.69,532,726.81,69,40,50
Walnut,6.12,21.63,41.95,231,932.44,62,33,52
Walnut,6.01,13.61,34.0,452,896.09,64,31,75
Walnut,6.96,23.02,35.24,160,695.99,44,58,61
Walnut,6.21,14.3,44.5,931,954.74,45,34,77
Walnut,7.46,13.57,52.66,566,671.73,61,51,49
Walnut,7.09,24.72,46.86,937,853.09,67,59,59
Walnut,7.37,14.94,59.53,600,914.84,54,56,50
Walnut,6.45,21.48,38.52,1369,842.85,77,55,64
Walnut,6.39,23.63,47.58,450,1068.65,76,51,68
Walnut,6.66,15.75,56.81,863,989.31,45,51,54
Walnut,6.99,11.18,59.86,178,864.95,75,37,49
Walnut,7.47,14.92,42.37,963,1123.56,52,45,51
Walnut,7.46,13.58,46.2,831,1002.73,60,50,62
Walnut,7.06,16.92,35.28,1397,617.5,79,59,67
Walnut,6.68,14.3,58.6,345,901.01,75,55,52
Walnut,7.11,23.53,31.09,257,616.47,40,34,74
Walnut,7.33,18.95,54.78,727,860.72,56,57,60
Walnut,7.24,14.72,56.96,683,644.88,70,59,59
Walnut,6.91,24.03,43.98,770,901.26,61,33,56
Walnut,6.16,21.68,35.54,1122,1049.71,63,48,70
Walnut,7.34,21.11,33.83,1147,823.54,50,44,47
