Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Lettuce,6.1,13.05,43.04,1207,612.84,119,20,94
Lettuce,6.22,12.48,46.61,1375,602.51,120,40,94
Lettuce,6.47,16.08,56.38,1357,636.7,108,29,85
Lettuce,6.35,20.34,40.06,94,538.76,106,34,120
Lettuce,6.55,14.82,41.51,232,565.55,81,31,83
Lettuce,6.84,12.4,53.89,259,581.19,104,27,93
Lettuce,6.92,18.47,57.17,726,676.2,82,32,87
Lettuce,6.93,18.53,51.99,225,603.05,118,28,93
Lettuce,6.57,22.06,49.75,330,620.56,92,27,118
Lettuce,6.75,18.0,46.2,291,507.89,114,21,98
Lettuce,6.66,14.24,41.08,792,601.12,119,23,90
Lettuce,6.34,11.42,54.2,784,612.48,96,35,118
Lettuce,6.37,22.13,59.28,357,583.4,110,28,92
Lettuce,6.81,19.83,58.64,282,569.91,87,33,95
Lettuce,6.52,24.39,58.31,990,650.93,97,39,88
Lettuce,6.71,15.94,50.27,123,662.9,114,26,113
Lettuce,6.72,23.76,53.03,743,576.79,111,31,101
Lettuce,6.34,14.16,47.18,486,574.31,117,25,118
Lettuce,6.26,13.35,55.95,620,599.78,104,25,103
Lettuce,6.63,23.41,58.45,539,615.44,96,31,92
Lettuce,6.07,12.46,57.45,555,509.32,105,35,109
Lettuce,6.61,23.76,53.55,474,521.56,89,39,90
Lettuce,6.26,21.04,47.17,821,671.78,111,27,105
Lettuce,6.1,11.42,46.66,504,536.3,92,36,108
Lettuce,6.63,19.53,52.85,885,547.2,100,28,120
Lettuce,6.2,19.31,57.95,122,526.66,90,27,120
Lettuce,6.18,15.79,45.2,577,521.63,109,36,113
Lettuce,6.74,21.8,48.23,792,667.69,101,24,87
Lettuce,6.94,19.52,59.53,595,639.51,95,40,80
Lettuce,6.23,10.52,48.52,828,538.6,116,29,106
Lettuce,6.12,11.65,49.76,744,524.32,99,20,98
Lettuce,6.72,20.05,48.91,1412,670.34,89,27,109
Lettuce,6.3,19.61,59.1,1379,659.5,92,32,82
Lettuce,6.34,24.38,41.73,282,605.77,80,24,111
Lettuce,6.82,22.37,52.21,608,658.61,107,25,101
Lettuce,6.3,13.9,43.73,875,629.44,85,24,103
Lettuce,6.63,15.09,46.01,168,694.77,106,29,84
Lettuce,6.33,23.43,54.9,1176,508.84,99,36,103
Lettuce,6.1,10.1,55.03,108,548.11,102,31,99
Lettuce,6.24,10.98,51.52,563,685.38,107,20,92
Lettuce,6.08,18.55,55.24,492,653.9,113,21,94
Lettuce,6.39,20.93,46.35,1415,659.66,92,40,118
Lettuce,6.39,19.29,40.56,360,508.07,95,31,120
Lettuce,6.41,11.59,47.72,1233,681.41,116,35,111
Lettuce,6.94,19.04,50.24,663,587.42,99,35,116
Lettuce,6.88,12.82,52.49,670,603.57,97,29,103
Lettuce,6.48,11.22,56.21,1080,620.89,119,28,104
Lettuce,6.87,16.42,43.57,757,548.54,94,22,105
Lettuce,6.12,12.42,55.24,1164,538.71,82,23,85
Lettuce,6.02,20.38,46.17,1408,551.06,112,26,105
Lettuce,6.35,23.19,43.34,900,550.7,97,23,118
Lettuce,6.76,12.29,49.4,828,621.67,117,32,103
Lettuce,6.6,18.34,46.94,1456,533.64,86,24,92
Lettuce,6.69,20.24,44.79,1496,545.2,95,25,115
Lettuce,6.85,19.04,52.94,893,583.14,112,39,80
Lettuce,6.44,16.29,44.14,1077,691.2,105,37,106
Lettuce,6.7,13.88,44.86,1484,590.01,86,28,96
Lettuce,6.97,11.72,51.32,944,533.26,81,30,113
Lettuce,6.33,18.32,59.09,617,547.74,104,37,94
Lettuce,6.67,11.29,59.23,845,674.08,107,22,92
Lettuce,6.25,24.41,50.09,351,604.38,89,35,98
Lettuce,6.64,15.47,59.33,1324,624.31,120,27,86
Lettuce,6.46,19.18,52.83,84,560.5,115,22,91
Lettuce,6.78,17.75,58.4,690,514.29,91,34,117
Lettuce,6.22,19.89,52.04,1248,685.64,107,36,80
Lettuce,6.6,13.92,45.88,592,673.14,87,37,117
Lettuce,6.9,19.47,44.8,384,691.57,108,36,94
Lettuce,6.29,12.92,48.21,1195,586.42,81,39,109
Lettuce,6.1,12.07,53.73,130,572.65,88,30,80
Lettuce,6.99,21.23,57.57,597,606.63,97,25,100
Lettuce,6.89,13.57,41.43,282,641.83,115,37,93
Lettuce,6.25,19.96,52.56,863,631.64,110,38,86
Lettuce,6.19,20.62,54.53,475,598.45,99,21,100
Lettuce,6.36,11.86,48.55,492,632.81,113,27,80
Lettuce,6.52,18.49,56.13,1078,520.67,112,26,97
Lettuce,6.31,16.39,42.21,629,668.27,85,38,87
Lettuce,6.96,12.8,42.98,1294,605.05,110,31,120
Lettuce,6.76,21.06,49.98,442,691.19,88,39,95
Lettuce,6.18,16.66,44.07,744,515.51,98,23,116
Lettuce,6.77,18.48,51.54,83,680.98,107,25,119
Lettuce,6.68,13.22,56.13,1465,651.99,84,40,118
Lettuce,6.37,21.08,58.75,465,680.63,103,25,93
Lettuce,6.8,18.32,44.67,1406,654.09,120,32,108
Lettuce,6.97,10.23,50.36,312,574.21,106,31,105
Lettuce,6.47,15.46,41.0,855,621.3,112,37,99
Lettuce,6.25,19.72,54.57,589,510.84,85,32,97
Lettuce,6.57,21.23,44.61,194,544.1,115,39,102
Lettuce,6.51,19.24,57.99,1406,519.59,116,25,99
Lettuce,6.39,18.24,58.76,138,569.13,81,38,98
Lettuce,6.54,18.45,48.61,561,623.32,108,31,113
Lettuce,6.9,15.92,47.51,178,505.28,104,31,97
Lettuce,6.78,19.13,56.05,348,577.36,109,27,95
Lettuce,6.12,12.88,40.25,808,515.48,84,24,91
Lettuce,6.67,10.84,40.25,1025,660.74,114,37,104
Lettuce,6.46,22.42,56.38,523,533.96,96,38,99
Lettuce,6.43,16.36,43.85,879,674.65,104,34,93
Lettuce,6.31,18.97,43.5,1136,542.82,99,32,114
Lettuce,6.93,19.64,54.67,1381,552.84,110,27,91
Lettuce,6.7,10.67,45.99,298,624.95,106,37,97
Lettuce,6.61,17.74,56.96,1310,658.92,98,24,105
Lettuce,6.1,14.19,41.18,1034,646.14,103,27,89
Lettuce,6.7,11.01,52.02,198,504.5,110,37,85
Lettuce,6.98,16.59,58.87,1114,668.52,80,23,116
Lettuce,6.99,21.17,42.58,561,609.53,82,39,107
Lettuce,6.26,14.67,40.59,227,664.54,107,26,99
Lettuce,6.68,15.33,59.01,745,604.63,84,36,81
Lettuce,6.41,20.24,40.92,685,518.6,117,29,92
Lettuce,6.23,20.97,53.38,892,610.1,110,37,102
Lettuce,6.68,10.08,59.05,257,521.82,99,40,91
Lettuce,6.24,14.85,41.52,237,550.64,118,31,115
Lettuce,6.98,20.31,42.27,66,518.36,115,35,100
Lettuce,6.59,18.46,52.94,1411,514.77,111,20,86
Lettuce,6.13,13.69,56.54,549,533.17,116,38,96
Lettuce,6.04,15.57,56.56,1371,626.44,112,32,89
Lettuce,6.2,18.23,54.47,398,622.23,81,36,83
Lettuce,6.75,23.14,56.07,1147,644.82,118,40,95
Lettuce,6.55,16.82,54.41,1349,500.2,114,22,116
Lettuce,6.25,13.87,55.69,1225,687.51,97,38,87
Lettuce,6.46,17.41,46.12,1390,649.77,116,38,103
Lettuce,6.03,15.24,54.34,317,521.15,84,33,118
Lettuce,6.07,15.96,45.6,378,556.24,89,21,109
Lettuce,6.51,15.24,50.05,555,501.82,104,34,94
Lettuce,6.7,19.17,50.63,992,584.43,106,25,101
Lettuce,6.03,22.67,43.03,498,528.41,89,31,83
Lettuce,6.49,24.42,52.75,247,504.4,110,39,108
Lettuce,6.46,22.68,57.93,693,649.68,103,22,110
Lettuce,6.39,24.16,44.47,147,544.46,95,29,116
Lettuce,6.38,12.8,56.85,1187,682.52,101,23,116
Lettuce,6.42,20.22,43.85,479,615.29,113,25,105
Lettuce,6.06,19.16,55.11,1161,550.46,115,22,85
Lettuce,6.3,19.03,54.22,884,560.86,117,22,89
Lettuce,6.36,15.08,51.2,407,521.26,98,31,80
Lettuce,6.74,23.15,56.34,74,521.4,100,26,86
Lettuce,6.78,21.16,53.36,916,526.95,86,24,120
Lettuce,6.51,14.46,42.89,638,556.56,113,36,105
Lettuce,6.34,24.09,51.0,1496,513.81,116,20,104
Lettuce,6.38,21.98,46.33,741,605.42,80,25,83
Lettuce,6.71,15.44,52.65,1343,587.12,98,24,92
Lettuce,6.56,19.38,42.18,549,560.71,114,29,90
Lettuce,6.99,23.75,45.66,196,564.36,106,31,80
Lettuce,6.71,17.02,54.2,812,613.84,104,26,103
Lettuce,6.19,19.45,51.19,1441,596.33,118,36,104
Lettuce,6.01,13.92,56.04,820,503.92,98,37,115
Lettuce,6.84,11.0,44.57,808,653.52,84,34,120
Lettuce,6.23,22.5,45.49,223,617.47,94,22,106
Lettuce,6.76,11.49,52.4,1095,560.42,81,20,116
Lettuce,6.8,16.96,44.39,905,620.98,108,38,90
Lettuce,6.59,16.78,50.3,1258,645.03,99,21,105
Lettuce,6.09,23.81,54.99,1463,547.92,113,20,84
Lettuce,6.7,22.48,48.48,122,583.21,115,38,104
Lettuce,6.18,13.87,48.54,774,546.5,87,32,81
Lettuce,6.51,24.2,57.76,516,596.88,101,23,111
Lettuce,6.09,19.65,54.86,1393,618.9,91,32,97
Lettuce,6.98,12.16,49.32,294,571.46,108,29,113
Lettuce,6.12,18.36,59.55,98,639.83,107,20,109
Lettuce,6.27,17.11,54.18,1254,662.01,99,24,98
Lettuce,6.55,24.4,41.4,461,660.27,81,32,111
Lettuce,6.07,12.14,56.35,599,667.14,106,27,98
Lettuce,6.59,21.82,46.03,1467,673.98,87,40,82
Lettuce,6.25,18.34,50.34,1198,651.05,103,38,108
Lettuce,6.12,13.73,46.7,116,520.39,91,37,89
Lettuce,6.31,23.36,43.25,158,569.73,96,40,117
Lettuce,6.75,18.3,56.76,1231,545.11,83,25,89
Lettuce,6.58,12.6,41.01,682,585.53,98,23,119
Lettuce,6.36,24.42,56.86,98,532.11,117,33,84
