Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Goji Berries,6.02,29.0,46.21,101,513.63,68,46,56
Goji Berries,6.62,25.89,47.65,1375,621.55,57,51,44
Goji Berries,6.6,20.03,43.51,224,392.39,120,46,47
Goji Berries,7.78,15.13,43.91,524,447.58,75,49,72
Goji Berries,6.96,24.3,65.57,135,518.55,96,36,98
Goji Berries,7.14,26.53,56.66,1312,625.52,111,25,85
Goji Berries,6.31,18.7,68.42,199,500.45,116,55,99
Goji Berries,6.79,19.72,44.4,723,827.57,90,48,108
Goji Berries,6.01,28.48,60.44,965,534.92,63,26,50
Goji Berries,6.45,29.07,66.53,1124,316.27,57,24,58
Goji Berries,7.83,20.2,52.33,1021,322.48,92,31,69
Goji Berries,7.44,17.45,67.43,595,415.3,51,20,74
Goji Berries,6.72,20.9,47.32,784,629.4,71,32,59
Goji Berries,6.13,21.55,57.27,955,392.44,111,26,109
Goji Berries,6.81,21.53,65.21,963,457.49,120,29,48
Goji Berries,7.05,18.15,60.43,424,635.7,83,32,70
Goji Berries,6.12,23.7,43.37,1079,589.04,100,52,89
Goji Berries,6.63,23.26,51.19,758,415.32,53,37,51
Goji Berries,6.1,25.09,60.08,508,300.62,93,56,65
Goji Berries,6.98,29.96,66.08,862,482.41,84,43,48
Goji Berries,6.72,16.08,60.4,108,617.58,82,42,72
Goji Berries,6.16,21.06,54.06,763,584.91,89,32,79
Goji Berries,6.59,23.87,47.63,527,637.94,63,37,40
Goji Berries,6.36,20.78,44.45,224,413.22,65,33,95
Goji Berries,7.44,29.96,62.23,821,650.72,114,35,66
Goji Berries,6.02,15.5,41.76,585,847.83,117,57,113
Goji Berries,6.29,25.37,58.09,895,602.45,85,25,92
Goji Berries,7.62,25.69,60.84,869,663.18,97,25,74
Goji Berries,6.59,18.46,62.78,251,891.78,112,46,118
Goji Berries,7.14,28.78,69.86,883,301.22,94,45,108
Goji Berries,7.26,20.26,63.45,287,613.8,108,27,75
Goji Berries,6.87,26.98,49.58,1413,544.33,105,44,67
Goji Berries,7.95,28.46,42.72,608,443.19,85,30,46
Goji Berries,7.3,22.94,66.32,1285,499.26,110,43,60
Goji Berries,7.05,27.54,50.33,517,850.91,74,54,63
Goji Berries,7.72,27.54,62.8,581,556.55,53,32,85
Goji Berries,6.86,25.31,44.83,1185,453.49,79,42,107
Goji Berries,7.76,17.63,43.25,1432,301.53,106,44,118
Goji Berries,7.73,20.58,63.13,240,879.48,97,56,43
Goji Berries,7.23,23.8,59.62,1334,393.87,67,26,80
Goji Berries,7.04,29.85,64.4,510,573.95,103,34,87
Goji Berries,6.45,28.64,51.87,227,652.66,110,37,93
Goji Berries,6.01,29.68,62.97,910,515.23,95,54,78
Goji Berries,7.43,29.98,50.61,348,419.69,73,26,57
Goji Berries,7.06,16.67,55.86,110,765.23,88,42,61
Goji Berries,6.5,19.61,51.3,1319,435.37,81,27,97
Goji Berries,7.4,17.01,55.76,1344,476.28,92,30,96
Goji Berries,6.86,23.47,52.56,393,364.02,111,22,85
Goji Berries,7.2,21.21,53.05,1234,385.5,92,55,87
Goji Berries,7.37,23.01,59.47,964,558.13,81,58,42
Goji Berries,7.96,21.85,40.13,515,345.53,113,22,81
Goji Berries,7.22,21.72,53.25,1104,753.31,103,55,101
Goji Berries,6.23,20.29,45.61,305,546.46,89,20,81
Goji Berries,7.24,25.22,68.63,502,684.39,60,44,119
Goji Berries,7.21,20.79,53.9,567,700.59,53,30,46
Goji Berries,7.79,29.01,68.12,267,634.16,104,27,45
Goji Berries,7.69,27.31,57.19,293,805.27,63,40,65
Goji Berries,7.77,18.56,50.3,1051,628.29,100,60,108
Goji Berries,7.35,16.63,42.04,562,509.6,52,46,119
Goji Berries,6.15,27.48,68.87,1415,332.27,112,20,62
Goji Berries,7.15,16.12,64.21,151,714.49,80,43,82
Goji Berries,7.18,21.41,62.87,1498,659.59,76,41,114
Goji Berries,7.78,15.66,60.03,832,324.37,97,31,41
Goji Berries,6.87,16.34,54.28,300,580.1,105,32,78
Goji Berries,6.96,22.97,59.67,821,844.87,61,50,65
Goji Berries,7.26,29.36,49.64,1300,671.27,77,23,59
Goji Berries,6.81,21.2,65.68,505,541.0,104,30,47
Goji Berries,7.77,27.75,65.41,386,665.29,74,29,79
Goji Berries,6.82,16.17,54.84,468,613.2,54,38,97
Goji Berries,6.08,23.48,68.34,227,456.82,88,51,112
Goji Berries,6.24,18.27,44.26,1115,305.17,91,33,42
Goji Berries,7.08,18.11,69.75,1342,359.12,112,57,72
Goji Berries,7.1,21.19,46.21,745,700.5,82,35,58
Goji Berries,6.25,23.39,51.95,255,419.01,50,60,94
Goji Berries,6.23,18.43,43.64,449,416.26,78,33,94
Goji Berries,7.1,17.75,40.49,156,838.64,66,40,114
Goji Berries,6.29,24.56,65.52,229,836.53,53,34,118
Goji Berries,7.56,16.76,48.9,736,656.73,118,46,116
Goji Berries,7.05,26.27,57.74,662,611.5,78,38,107
Goji Berries,6.7,21.68,56.06,700,351.29,94,37,68
Goji Berries,7.59,28.23,41.1,1471,520.58,70,38,87
Goji Berries,6.52,26.9,62.37,721,823.48,74,28,114
Goji Berries,7.3,17.0,54.26,1475,496.72,102,44,74
Goji Berries,7.79,23.18,47.4,392,709.48,70,60,46
Goji Berries,7.02,18.57,43.5,1067,874.54,80,53,106
Goji Berries,6.12,20.43,44.35,522,304.75,54,38,117
Goji Berries,7.46,24.09,56.72,356,433.29,86,42,87
Goji Berries,7.48,26.0,45.07,998,746.76,101,43,62
Goji Berries,6.77,15.38,50.09,320,789.26,71,57,65
Goji Berries,7.17,25.86,51.57,1470,466.85,76,59,55
Goji Berries,7.69,28.1,61.02,329,378.28,84,48,77
Goji Berries,6.83,29.07,56.74,656,351.0,113,25,63
Goji Berries,7.77,29.6,55.4,986,638.21,69,20,77
Goji Berries,7.61,26.86,67.17,1210,544.19,70,30,51
Goji Berries,6.97,25.09,61.5,84,682.36,81,22,119
Goji Berries,6.39,16.48,69.9,585,684.1,87,55,51
Goji Berries,6.92,20.57,50.37,1049,718.47,60,34,62
Goji Berries,7.62,22.1,45.06,1325,305.42,119,40,120
Goji Berries,6.72,22.89,44.36,408,820.45,119,27,79
Goji Berries,7.9,18.6,52.43,914,456.46,112,59,85
Goji Berries,7.45,29.78,59.57,304,521.15,73,42,59
Goji Berries,7.46,25.02,66.37,772,899.06,56,50,43
Goji Berries,7.79,19.18,41.31,154,592.39,89,54,57
Goji Berries,7.36,21.72,64.41,1175,623.73,90,44,70
Goji Berries,6.88,22.56,51.75,1439,525.74,66,31,100
Goji Berries,7.06,26.31,53.83,499,508.81,60,43,51
Goji Berries,7.88,27.84,65.73,1042,366.36,107,41,107
Goji Berries,7.68,16.51,43.7,744,815.68,60,42,78
Goji Berries,7.0,29.52,45.31,1108,822.52,104,40,49
Goji Berries,7.98,26.09,62.93,149,656.23,64,32,53
Goji Berries,7.72,18.95,69.16,1405,719.66,90,40,70
Goji Berries,6.37,29.19,62.75,123,628.11,115,31,116
Goji Berries,7.59,15.94,51.33,1016,825.27,79,22,68
Goji Berries,7.71,21.03,44.06,1371,571.7,102,22,59
Goji Berries,7.23,24.02,43.73,584,560.78,79,40,46
Goji Berries,7.14,23.59,42.76,127,827.93,70,50,86
Goji Berries,6.57,28.22,64.87,615,352.0,82,38,61
Goji Berries,6.19,18.18,48.26,766,542.53,57,21,66
Goji Berries,7.66,26.12,55.21,93,493.97,77,28,74
Goji Berries,7.72,28.16,40.79,1021,843.63,62,21,106
Goji Berries,6.15,17.7,65.07,103,401.63,62,22,100
Goji Berries,6.32,26.8,58.63,637,514.66,107,57,58
Goji Berries,6.06,16.61,47.24,221,549.48,117,22,68
Goji Berries,6.01,26.04,64.36,146,305.09,77,56,87
Goji Berries,7.44,23.67,67.72,1483,381.0,100,39,46
Goji Berries,6.68,22.38,57.0,1394,807.89,62,55,52
Goji Berries,8.0,19.37,43.9,1015,843.36,111,25,115
Goji Berries,7.01,21.52,65.98,998,331.91,53,41,80
Goji Berries,7.34,28.91,45.27,1391,665.22,51,51,88
Goji Berries,6.1,22.46,65.82,226,819.81,60,46,50
Goji Berries,7.47,29.9,68.71,1481,652.68,118,26,119
Goji Berries,6.43,15.97,65.77,1192,471.3,66,49,86
Goji Berries,6.51,17.07,47.75,199,777.54,57,60,110
Goji Berries,7.88,27.2,64.91,969,824.01,73,59,83
Goji Berries,7.71,24.05,63.37,521,832.54,73,42,102
Goji Berries,7.77,26.3,69.21,991,864.34,98,46,111
Goji Berries,7.53,15.65,50.25,807,553.32,104,26,116
Goji Berries,6.53,29.58,45.6,137,336.67,104,50,91
Goji Berries,7.2,29.29,68.85,624,318.38,79,33,60
Goji Berries,6.81,20.73,49.2,905,637.84,116,43,107
Goji Berries,7.02,25.37,69.4,245,619.95,77,21,46
Goji Berries,6.11,27.64,68.14,1049,639.52,110,32,92
Goji Berries,7.31,18.29,59.87,520,365.49,117,39,101
Goji Berries,6.7,23.42,45.75,125,407.27,87,50,69
Goji Berries,7.36,23.41,46.68,649,376.75,106,47,97
Goji Berries,6.25,26.23,66.69,1145,441.26,72,43,58
Goji Berries,6.17,25.34,46.49,1269,803.01,72,36,79
Goji Berries,6.06,17.61,62.98,1061,515.28,69,24,64
Goji Berries,7.33,21.06,44.38,1315,455.23,110,43,102
Goji Berries,7.57,23.35,49.97,1409,321.36,105,35,74
Goji Berries,6.11,25.25,64.82,496,556.28,113,38,95
Goji Berries,7.75,29.56,58.85,293,581.48,92,27,79
Goji Berries,7.45,15.48,40.22,1371,706.62,86,20,49
Goji Berries,7.59,20.93,56.09,710,777.63,56,45,42
Goji Berries,7.65,16.76,51.51,1330,602.64,113,39,54
Goji Berries,7.63,23.86,54.62,492,881.06,53,59,53
Goji Berries,7.49,25.54,61.08,365,384.9,82,59,80
Goji Berries,6.46,19.12,62.83,243,558.91,100,36,77
Goji Berries,6.98,25.02,46.48,708,418.03,108,39,77
Goji Berries,6.22,15.33,47.44,143,594.54,75,31,62
Goji Berries,6.06,22.24,56.51,534,378.76,95,44,40
Goji Berries,7.94,18.22,42.33,410,747.25,111,59,53
