Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Vanilla,6.45,27.51,76.63,802,1971.3,75,20,50
Vanilla,5.7,29.11,78.08,535,2243.29,73,36,58
Vanilla,6.21,29.61,77.48,992,2121.02,43,38,75
Vanilla,5.5,24.85,72.51,1262,1714.6,52,29,70
Vanilla,5.71,28.39,73.92,702,2330.13,65,33,62
Vanilla,6.24,28.23,71.96,404,2244.73,78,28,64
Vanilla,5.67,21.41,78.34,627,1886.67,55,36,67
Vanilla,6.21,28.43,76.5,1032,2081.4,53,27,42
Vanilla,6.46,26.06,72.86,356,1567.58,76,22,57
Vanilla,6.36,20.52,70.49,1027,2143.18,53,39,60
Vanilla,5.52,27.46,73.38,120,1754.39,69,38,61
Vanilla,5.79,24.67,77.6,1484,2120.77,79,29,49
Vanilla,6.42,26.33,77.66,1077,1609.74,56,24,79
Vanilla,5.8,27.13,71.85,199,2318.5,77,31,63
Vanilla,5.95,25.06,73.15,524,1934.93,52,34,79
Vanilla,6.46,28.79,78.45,1437,2014.48,73,23,48
Vanilla,6.45,22.6,70.12,37,2124.53,78,32,69
Vanilla,5.93,26.77,78.21,85,2167.08,54,38,58
Vanilla,5.52,24.69,74.15,962,1696.96,56,36,54
Vanilla,5.77,26.65,72.07,348,2205.4,43,27,71
Vanilla,5.83,25.9,76.85,837,2040.77,47,26,66
Vanilla,6.2,20.98,71.72,492,1646.51,68,25,46
Vanilla,6.3,26.27,78.59,1140,1747.45,64,20,68
Vanilla,6.09,24.21,75.52,257,2485.92,59,39,75
Vanilla,6.1,26.84,75.98,79,2366.89,76,27,72
Vanilla,6.1,28.47,71.09,415,2426.09,78,39,68
Vanilla,5.6,28.93,78.88,694,1759.57,58,22,72
Vanilla,6.48,22.84,79.78,545,2075.57,50,25,75
Vanilla,6.13,23.93,74.56,95,1744.72,60,27,64
Vanilla,6.33,28.2,75.82,1471,2013.76,50,26,79
Vanilla,5.73,23.41,71.57,204,2392.26,58,25,68
Vanilla,6.42,28.42,75.82,487,1772.19,57,22,65
Vanilla,5.74,22.77,70.89,355,2416.1,56,32,41
Vanilla,5.92,22.14,75.44,794,2210.07,77,37,70
Vanilla,6.05,27.4,75.06,114,2140.3,68,26,80
Vanilla,6.43,24.78,77.9,348,2481.64,49,29,51
Vanilla,5.81,29.16,70.84,917,1872.87,40,24,77
Vanilla,5.97,24.28,79.78,409,1716.39,41,27,56
Vanilla,5.97,25.78,77.51,854,1943.43,64,38,50
Vanilla,6.2,21.74,78.18,703,1839.84,64,39,46
Vanilla,5.75,28.48,78.86,654,1741.87,69,31,73
Vanilla,6.47,28.16,74.55,178,1718.53,66,32,46
Vanilla,6.41,22.99,73.63,781,1824.95,54,39,58
Vanilla,6.07,27.86,74.11,619,1502.12,56,36,78
Vanilla,5.88,21.18,72.09,838,2476.58,46,36,59
Vanilla,5.99,27.1,76.14,1328,2119.4,76,27,76
Vanilla,5.92,20.22,79.27,995,2161.8,80,35,59
Vanilla,6.08,27.35,76.06,218,1952.89,74,39,65
Vanilla,6.46,21.09,75.27,479,1730.25,62,21,46
Vanilla,5.84,24.17,73.71,1201,2345.4,56,39,50
Vanilla,6.16,27.7,72.86,568,1961.37,58,35,58
Vanilla,6.11,20.63,73.6,62,1963.95,59,27,73
Vanilla,5.79,24.61,72.11,1424,1935.26,60,39,75
Vanilla,5.62,26.31,73.64,375,2095.45,58,36,48
Vanilla,6.06,26.54,73.44,429,1937.02,58,24,80
Vanilla,5.83,22.59,75.59,1409,1614.7,45,30,63
Vanilla,6.23,26.49,79.43,1396,2212.63,70,33,54
Vanilla,5.68,20.66,76.62,605,1584.87,45,23,49
Vanilla,6.11,28.56,79.49,1136,1811.35,65,32,59
Vanilla,5.56,26.79,76.9,124,2491.44,46,25,52
Vanilla,6.44,21.42,77.27,1309,1717.73,51,28,55
Vanilla,5.58,24.66,76.9,425,1926.25,65,36,66
Vanilla,5.59,28.74,77.01,1070,2094.12,43,28,62
Vanilla,5.72,21.69,70.62,1209,1898.48,55,20,63
Vanilla,6.19,27.99,77.38,816,2289.56,74,20,49
Vanilla,5.86,26.77,71.88,1399,1785.81,75,27,53
Vanilla,6.46,20.51,77.09,399,2475.42,54,35,40
Vanilla,5.59,27.81,72.9,422,2323.0,49,35,80
Vanilla,5.96,20.13,70.66,730,2315.16,66,30,79
Vanilla,5.75,20.17,74.85,679,1752.04,41,36,61
Vanilla,6.03,20.83,77.4,1400,1557.48,75,33,48
Vanilla,5.59,28.4,73.36,21,1765.45,59,25,52
Vanilla,5.94,22.06,75.32,213,1812.95,62,40,77
Vanilla,5.87,21.62,75.48,1433,1738.83,65,26,74
Vanilla,5.64,28.81,72.56,1235,1615.84,66,36,78
Vanilla,6.3,20.04,79.35,874,2135.37,44,25,50
Vanilla,6.36,26.68,74.76,1049,1630.33,78,29,63
Vanilla,6.05,23.42,78.19,410,1739.03,42,29,80
Vanilla,5.88,24.42,72.8,303,1801.26,43,20,65
Vanilla,5.65,20.77,71.92,373,2038.43,45,29,54
Vanilla,5.73,22.91,79.28,456,1655.18,51,36,66
Vanilla,6.12,21.55,74.44,72,2383.23,46,39,48
Vanilla,6.02,28.92,77.08,104,2128.26,41,36,43
Vanilla,6.42,26.71,76.55,147,2299.98,56,23,70
Vanilla,6.25,21.41,77.82,702,1939.26,49,36,69
Vanilla,5.78,29.93,79.65,617,1731.71,64,27,57
Vanilla,5.98,27.93,73.86,1476,1776.82,61,40,71
Vanilla,5.93,27.52,73.9,663,1872.65,73,39,46
Vanilla,5.74,24.19,79.81,269,2106.63,64,39,41
Vanilla,6.49,21.48,76.37,276,2007.66,69,31,59
Vanilla,5.74,20.73,75.39,259,1917.7,78,22,70
Vanilla,6.34,28.29,79.0,1099,1568.55,46,26,80
Vanilla,6.46,27.91,73.93,287,2147.2,51,20,41
Vanilla,5.98,25.08,78.23,1237,2135.74,69,34,73
Vanilla,6.26,29.55,72.3,916,1900.1,72,23,44
Vanilla,6.21,28.56,77.72,618,2307.6,40,23,42
Vanilla,6.08,25.02,70.99,722,2293.07,47,24,64
Vanilla,6.05,25.92,72.98,260,1632.48,52,36,60
Vanilla,5.52,24.37,71.36,580,2294.87,62,32,79
Vanilla,6.37,27.58,74.28,899,2436.6,70,30,79
Vanilla,5.96,28.85,70.38,122,1941.5,46,31,68
Vanilla,6.35,21.87,72.14,1196,1591.78,76,20,66
Vanilla,5.76,20.02,78.8,214,2149.85,54,28,50
Vanilla,5.81,20.66,71.07,604,1999.98,69,22,54
Vanilla,5.87,20.99,72.18,1029,1591.35,44,21,40
Vanilla,6.39,21.1,72.91,1220,2004.54,58,23,69
Vanilla,5.82,27.88,72.87,786,2050.39,61,39,55
Vanilla,5.67,29.92,76.45,1031,2367.97,47,37,46
Vanilla,5.79,29.78,72.1,1232,2283.17,73,24,70
Vanilla,6.39,28.45,72.65,924,1854.77,75,38,77
Vanilla,6.35,24.57,78.66,1280,1544.92,72,22,46
Vanilla,6.11,28.44,79.31,72,1573.1,70,36,57
Vanilla,5.9,25.34,76.77,1277,2375.35,64,30,76
Vanilla,5.92,27.35,79.04,1278,2001.81,55,23,53
Vanilla,6.29,28.76,73.67,799,2141.69,60,23,73
Vanilla,5.78,29.24,73.62,565,1927.18,48,31,43
Vanilla,5.76,26.76,71.54,1090,1731.87,52,35,58
Vanilla,6.06,27.57,73.02,783,1810.94,47,30,58
Vanilla,5.69,24.22,77.36,924,1504.8,66,35,44
Vanilla,5.82,22.22,76.51,1340,1690.14,58,23,68
Vanilla,6.34,21.02,74.72,924,1513.05,43,22,67
Vanilla,5.96,29.09,71.03,311,1816.39,61,29,51
Vanilla,5.78,27.16,72.34,811,2331.18,65,35,76
Vanilla,5.84,24.75,77.35,881,2488.02,77,32,75
Vanilla,6.05,28.96,73.28,852,2295.98,65,27,57
Vanilla,5.57,22.7,79.27,1028,1670.57,56,23,54
Vanilla,6.04,27.6,71.5,821,2065.69,57,36,48
Vanilla,6.39,24.11,71.25,523,2386.97,79,29,62
Vanilla,6.4,21.94,77.52,690,2043.17,80,40,48
Vanilla,5.7,24.65,71.85,610,1798.65,57,34,63
Vanilla,5.68,26.43,73.97,0,2449.19,54,31,67
Vanilla,5.64,26.61,72.67,773,2023.31,58,33,77
Vanilla,5.74,23.2,77.5,656,1678.28,68,38,71
Vanilla,5.87,28.36,73.22,87,1616.96,56,36,71
Vanilla,5.8,29.73,70.24,985,2296.38,62,21,67
Vanilla,6.07,20.68,73.3,836,1866.76,54,28,72
Vanilla,5.89,20.72,76.33,376,1696.54,75,20,51
Vanilla,5.73,24.06,76.62,1036,2336.52,48,39,80
