Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Beans,6.81,19.45,51.59,922,597.43,82,25,97
Beans,6.58,19.0,64.54,1187,662.37,113,40,108
Beans,6.73,18.14,65.78,885,606.66,102,25,98
Beans,6.48,24.38,53.1,1395,618.1,91,37,119
Beans,6.54,22.6,51.94,580,570.9,113,26,108
Beans,6.09,19.85,57.17,710,631.45,82,38,80
Beans,6.02,22.9,56.46,1219,627.69,110,38,112
Beans,6.39,19.62,50.29,404,615.13,83,37,88
Beans,6.3,22.63,62.47,1139,548.17,108,24,116
Beans,6.72,23.95,52.31,868,523.58,116,33,110
Beans,6.31,19.18,61.35,1424,691.4,110,40,83
Beans,6.55,20.81,61.58,942,673.14,95,20,92
Beans,6.59,19.18,53.56,290,682.82,102,31,117
Beans,6.72,22.5,56.66,1472,608.15,106,20,83
Beans,6.47,18.04,50.28,1181,635.72,93,20,119
Beans,6.23,21.89,67.72,660,652.32,94,25,100
Beans,6.01,19.63,58.76,682,574.56,101,23,96
Beans,6.56,23.34,53.57,1430,592.52,93,23,108
Beans,6.13,24.83,63.78,1424,585.81,106,21,109
Beans,6.1,24.99,60.51,1078,560.84,90,21,113
Beans,6.5,24.35,57.16,87,563.72,84,36,114
Beans,6.79,21.86,67.39,832,570.75,85,33,116
Beans,6.83,22.48,50.39,98,587.02,100,36,95
Beans,6.62,19.48,66.59,1319,501.11,117,40,104
Beans,6.12,22.26,58.77,67,601.32,98,29,104
Beans,6.69,22.05,69.51,96,599.28,87,37,87
Beans,6.93,18.08,63.39,1067,669.4,101,39,89
Beans,6.41,24.64,68.68,699,562.56,95,37,94
Beans,6.53,22.64,63.84,935,562.6,96,20,108
Beans,6.89,24.9,64.66,234,694.01,92,29,105
Beans,6.08,22.73,59.55,1280,503.45,113,38,109
Beans,6.81,21.08,66.92,788,669.18,83,39,80
Beans,6.39,19.13,60.22,1257,564.83,112,20,108
Beans,6.38,22.88,58.24,1148,524.78,95,26,116
Beans,6.99,21.12,60.74,1469,679.47,103,34,98
Beans,6.29,23.1,64.56,317,511.97,116,31,113
Beans,6.88,20.18,59.48,609,617.21,89,25,105
Beans,6.74,23.73,69.06,858,677.23,104,34,101
Beans,6.43,18.08,52.23,1084,624.16,116,38,99
Beans,6.53,19.4,68.44,893,567.84,118,35,86
Beans,6.89,20.71,60.23,889,599.63,105,36,86
Beans,6.84,23.63,67.74,967,647.48,83,37,83
Beans,6.3,23.24,64.4,639,524.04,95,36,108
Beans,6.09,18.68,67.17,856,557.44,118,20,112
Beans,6.59,21.83,66.5,885,561.73,119,25,114
Beans,6.99,20.6,52.46,378,569.46,119,38,98
Beans,6.4,20.37,52.98,1230,512.31,85,37,87
Beans,6.85,19.07,60.46,6,683.22,92,37,99
Beans,6.8,24.34,67.67,1138,654.61,89,22,99
Beans,6.08,23.71,61.96,1261,608.27,83,37,103
Beans,6.74,24.37,53.3,1069,639.76,115,28,82
Beans,6.62,19.15,61.51,461,509.35,84,37,113
Beans,6.59,19.47,65.58,1131,570.02,80,24,112
Beans,6.1,19.72,67.92,124,613.72,81,20,91
Beans,6.55,21.85,55.94,394,569.94,83,37,90
Beans,6.55,19.38,64.24,1173,625.65,101,25,85
Beans,6.84,21.24,50.42,762,534.42,85,30,94
Beans,6.42,23.34,57.84,564,610.19,90,21,113
Beans,6.88,19.92,67.34,1488,623.63,92,39,107
Beans,6.74,19.28,66.28,1390,698.85,89,29,110
Beans,6.1,21.22,55.11,1481,689.05,88,27,95
Beans,6.97,18.01,53.91,1276,508.59,113,31,84
Beans,6.41,22.18,62.23,710,587.9,88,25,119
Beans,6.07,21.58,68.12,980,584.38,112,39,98
Beans,6.13,22.45,51.52,329,514.08,81,25,94
Beans,6.07,22.05,51.49,1382,531.63,110,29,106
Beans,6.13,19.2,60.8,210,528.59,83,40,119
Beans,6.69,21.97,67.07,1489,648.36,119,22,108
Beans,6.37,23.74,59.33,1402,659.58,102,38,80
Beans,6.7,23.17,51.94,1088,656.15,89,30,94
Beans,6.05,22.81,50.33,1176,544.48,116,32,99
Beans,6.54,22.03,68.9,169,686.13,94,29,86
Beans,6.58,23.53,51.63,645,596.95,114,24,83
Beans,6.02,24.98,52.64,620,644.63,114,31,93
Beans,6.5,21.27,64.36,976,625.35,95,36,83
Beans,6.37,22.79,56.21,725,514.74,106,26,119
Beans,6.92,18.27,59.45,1015,526.77,111,31,86
Beans,6.77,20.46,57.35,34,648.34,82,28,111
Beans,6.34,23.88,66.14,1116,552.77,105,34,98
Beans,6.47,23.4,59.79,1051,505.45,108,25,113
Beans,6.8,24.52,68.13,1209,630.8,117,22,91
Beans,6.22,20.4,52.01,232,630.5,117,34,112
Beans,6.31,20.52,61.01,583,530.79,102,39,92
Beans,6.96,20.49,50.36,701,532.18,108,28,86
Beans,6.83,19.05,58.38,1430,578.04,94,38,81
Beans,6.08,23.88,64.75,102,586.91,93,36,112
Beans,6.47,22.18,59.52,413,684.99,109,24,95
Beans,6.5,23.52,61.25,1098,681.64,120,27,117
Beans,6.68,21.76,68.31,640,670.87,86,31,107
Beans,6.2,22.23,57.34,1372,677.32,90,31,97
Beans,6.4,21.11,50.91,1044,512.77,101,38,90
Beans,6.2,23.3,53.87,244,624.52,107,20,85
Beans,6.88,22.45,50.67,959,637.48,87,24,92
Beans,6.67,21.23,54.26,1143,669.42,110,35,85
Beans,6.8,20.39,65.06,1008,622.78,102,28,99
Beans,6.8,22.11,57.54,462,530.53,113,39,84
Beans,6.81,23.09,50.92,65,608.46,105,38,104
Beans,6.76,19.26,50.21,487,647.12,105,36,88
Beans,6.57,20.78,51.27,592,534.95,83,20,92
Beans,6.92,22.04,59.68,566,618.62,89,26,109
Beans,6.64,21.36,64.42,75,628.43,99,24,81
Beans,6.52,21.62,54.43,1102,538.81,100,22,110
Beans,6.87,18.94,55.46,227,691.35,113,20,87
Beans,6.16,20.05,56.67,1492,682.82,86,28,89
Beans,6.24,20.08,67.0,47,610.01,97,25,92
Beans,6.88,21.29,51.33,674,696.17,85,39,115
Beans,6.44,19.22,52.7,1052,549.05,106,31,84
Beans,6.36,24.84,58.55,1129,514.32,81,20,83
Beans,6.11,23.89,61.04,219,554.52,88,38,82
Beans,6.68,18.73,58.64,1487,529.92,80,31,120
Beans,6.93,24.96,64.93,1374,500.07,118,35,98
Beans,6.88,20.9,53.35,880,686.21,101,29,81
Beans,6.54,24.39,65.59,60,612.75,109,32,110
Beans,6.64,21.5,59.31,510,537.62,106,25,105
Beans,6.41,22.74,53.75,1000,548.66,108,21,89
Beans,6.6,21.48,64.57,869,608.33,116,37,104
Beans,6.49,20.4,65.39,473,618.21,93,37,91
Beans,6.59,18.68,55.02,1234,552.11,115,37,118
Beans,6.71,23.88,62.41,944,563.79,101,34,107
Beans,6.06,22.2,52.25,1274,634.21,82,30,93
Beans,6.0,18.45,67.33,1218,520.66,91,37,112
Beans,6.81,20.52,53.07,695,583.15,108,32,92
Beans,6.6,18.01,62.61,851,668.5,102,32,93
Beans,6.2,20.37,63.99,1284,520.49,85,25,85
Beans,6.25,18.18,64.38,214,541.57,80,36,85
Beans,6.99,24.81,61.29,1140,540.42,98,24,111
Beans,6.34,21.31,64.59,1433,584.58,103,39,109
Beans,6.74,19.09,65.53,563,566.81,120,22,111
Beans,6.16,23.45,53.7,444,578.2,91,38,113
Beans,6.68,22.32,52.08,355,503.24,106,35,87
Beans,6.62,21.57,51.49,1143,520.59,107,38,120
Beans,6.2,21.16,59.45,1070,688.16,96,34,120
Beans,6.71,20.74,50.44,377,629.4,107,21,99
Beans,6.6,22.34,62.0,100,592.93,116,26,114
Beans,6.85,23.56,58.72,524,663.31,94,25,117
