Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Carrot,6.93,17.94,52.59,601,516.76,95,26,102
Carrot,6.64,15.6,57.53,1020,683.12,107,22,96
Carrot,6.31,15.32,69.57,1415,516.01,110,33,107
Carrot,7.0,18.36,56.44,1172,681.46,100,35,103
Carrot,6.77,17.7,58.17,79,591.24,89,36,120
Carrot,5.94,15.52,53.5,1027,654.76,88,33,91
Carrot,6.82,15.28,54.15,272,521.03,103,24,105
Carrot,5.52,19.78,67.01,914,663.93,108,38,100
Carrot,6.1,15.86,58.77,374,599.48,80,40,86
Carrot,6.49,19.72,68.16,820,505.78,88,24,103
Carrot,5.57,16.44,62.95,792,624.84,106,36,101
Carrot,6.44,16.23,61.09,905,537.24,83,28,91
Carrot,5.53,17.22,64.92,838,594.66,116,40,109
Carrot,6.81,19.21,68.28,579,611.68,118,30,80
Carrot,6.64,15.81,60.27,818,638.86,104,32,86
Carrot,6.24,18.15,55.06,1419,624.16,112,23,95
Carrot,5.9,19.2,52.29,36,607.32,103,31,109
Carrot,5.94,19.36,69.01,590,547.75,94,23,104
Carrot,6.28,15.94,55.84,655,572.6,111,27,104
Carrot,6.33,17.1,52.4,793,648.58,117,37,105
Carrot,6.79,18.39,68.26,1334,572.79,83,38,110
Carrot,6.48,15.37,66.24,429,629.91,119,24,109
Carrot,6.41,19.4,61.75,1332,547.21,118,26,115
Carrot,5.65,16.67,51.38,13,591.05,108,39,89
Carrot,6.51,16.38,63.05,703,548.15,120,20,100
Carrot,5.97,19.66,62.47,1338,681.96,109,23,89
Carrot,6.04,18.17,64.98,1158,685.01,114,33,93
Carrot,6.11,15.89,63.52,1254,654.24,110,39,85
Carrot,6.62,18.77,61.19,770,551.86,109,23,120
Carrot,5.59,18.11,63.79,1472,666.71,85,28,86
Carrot,6.89,15.52,58.55,876,559.3,105,30,94
Carrot,6.68,15.82,67.88,536,677.15,91,26,107
Carrot,5.58,16.15,55.06,1387,535.85,112,37,102
Carrot,6.25,16.15,69.1,694,546.98,120,29,117
Carrot,5.62,16.06,67.41,863,677.82,109,28,98
Carrot,6.16,19.52,64.1,1439,662.44,119,21,91
Carrot,5.87,15.78,53.12,23,579.08,88,22,102
Carrot,6.12,17.07,52.91,31,513.04,93,34,97
Carrot,5.91,19.05,50.64,1365,522.4,118,36,113
Carrot,5.85,17.23,57.14,394,648.55,86,35,116
Carrot,5.67,16.38,61.91,1222,612.53,95,22,120
Carrot,6.34,19.52,65.04,1447,512.52,107,36,115
Carrot,6.16,17.01,64.21,871,656.85,111,20,87
Carrot,6.82,18.25,64.95,1294,599.17,84,37,99
Carrot,6.23,17.25,57.76,9,559.8,112,26,95
Carrot,6.28,15.91,53.9,58,618.05,110,30,80
Carrot,5.91,19.97,59.02,1320,542.45,103,26,120
Carrot,6.71,19.17,65.28,116,674.17,114,39,100
Carrot,6.69,16.22,53.55,1416,523.04,107,35,94
Carrot,6.74,15.52,66.73,826,699.62,106,29,102
Carrot,6.15,16.9,56.84,852,651.08,119,26,118
Carrot,5.79,16.0,69.94,971,615.64,85,26,108
Carrot,6.75,17.37,51.26,685,696.66,93,23,111
Carrot,6.96,15.03,66.21,880,528.09,85,33,115
Carrot,5.65,16.69,69.33,1431,653.48,99,28,97
Carrot,6.82,15.59,50.47,1203,684.07,103,31,117
Carrot,6.45,19.75,69.11,459,675.89,115,26,106
Carrot,6.78,17.07,50.62,272,617.63,92,37,102
Carrot,5.77,19.14,58.83,392,634.32,114,35,119
Carrot,6.13,16.59,58.49,1305,616.66,106,27,109
Carrot,5.93,17.89,59.34,489,618.67,112,28,82
Carrot,5.63,18.76,51.16,1107,542.83,93,28,86
Carrot,6.81,18.99,61.99,1494,641.57,97,29,120
Carrot,5.96,18.05,51.0,419,516.87,81,32,113
Carrot,6.91,16.33,58.89,1492,649.97,118,32,83
Carrot,5.73,18.3,59.45,466,552.02,119,32,119
Carrot,6.62,16.02,67.77,780,698.03,113,34,92
Carrot,6.73,17.18,57.83,78,657.91,108,22,81
Carrot,6.98,16.72,64.49,629,672.5,108,24,98
Carrot,5.77,15.74,61.23,723,545.89,116,28,91
Carrot,6.02,16.03,53.14,609,665.67,95,35,103
Carrot,6.27,15.18,65.07,125,594.77,105,34,98
Carrot,6.22,15.44,68.58,1334,610.27,100,26,94
Carrot,5.72,19.72,54.6,69,505.62,89,30,91
Carrot,5.67,18.53,68.94,1236,687.84,94,33,119
Carrot,5.96,17.46,51.54,810,646.59,110,26,107
Carrot,6.07,15.79,66.64,1239,636.92,113,38,94
Carrot,6.78,15.11,55.95,1020,614.37,114,36,88
Carrot,6.41,16.54,66.58,1220,519.41,111,36,86
Carrot,6.15,19.91,61.6,31,541.94,105,36,85
Carrot,5.72,19.22,54.57,546,650.53,88,32,92
Carrot,5.59,17.25,57.85,1120,505.46,115,20,86
Carrot,6.96,17.97,56.49,638,501.69,106,29,80
Carrot,6.38,17.27,69.81,731,568.56,116,21,87
Carrot,6.48,19.78,54.82,208,675.78,114,26,106
Carrot,5.52,16.7,65.76,793,628.34,108,25,106
Carrot,5.97,16.93,65.56,1087,578.48,94,25,91
Carrot,6.14,18.71,56.39,186,658.19,101,30,117
Carrot,5.61,16.36,58.33,1315,691.6,84,31,108
Carrot,6.16,16.7,68.38,1177,691.93,86,35,80
Carrot,6.14,19.12,64.13,173,598.61,99,32,105
Carrot,6.58,19.16,57.72,103,672.44,93,33,80
Carrot,5.51,16.66,53.39,214,673.19,108,36,100
Carrot,6.7,19.64,53.39,32,544.26,84,29,82
Carrot,5.68,19.52,62.72,864,601.25,102,37,114
Carrot,6.71,15.63,50.6,1178,693.94,86,38,112
Carrot,6.98,17.7,60.88,223,626.78,105,30,101
Carrot,6.84,18.38,56.65,571,605.66,90,21,85
Carrot,6.86,17.02,61.75,566,665.68,112,26,109
Carrot,6.11,16.36,55.93,1161,618.4,89,26,101
Carrot,6.39,17.4,58.31,238,524.32,110,26,118
Carrot,5.93,18.95,51.03,1183,658.58,87,37,120
Carrot,6.44,19.48,64.72,566,508.21,100,35,93
Carrot,6.35,18.01,63.63,447,690.13,102,39,87
Carrot,5.72,15.79,62.65,678,518.18,89,29,88
Carrot,5.9,19.82,50.69,1422,516.93,88,33,97
Carrot,6.22,18.62,62.75,162,535.14,86,22,81
Carrot,6.69,18.76,63.6,222,673.65,116,28,111
Carrot,5.79,15.23,58.45,958,676.46,95,39,91
Carrot,6.62,19.35,69.69,312,520.47,118,31,107
Carrot,6.76,17.24,69.09,599,668.04,95,26,112
Carrot,5.59,17.22,50.49,1379,652.03,88,33,108
Carrot,6.45,15.39,66.37,301,621.07,93,24,111
Carrot,6.47,17.84,69.7,810,645.1,106,28,117
Carrot,6.48,15.64,57.33,200,514.63,110,25,102
Carrot,6.11,19.97,57.24,278,536.09,98,21,86
Carrot,5.77,15.58,66.16,318,580.17,88,22,87
Carrot,5.74,16.94,58.52,285,682.55,99,38,100
Carrot,6.87,17.66,54.02,330,690.03,112,37,117
Carrot,6.08,17.92,65.84,378,571.41,120,25,93
Carrot,5.59,17.66,67.04,321,570.89,117,35,107
Carrot,5.61,18.23,58.2,174,537.12,101,21,119
Carrot,5.5,16.34,50.74,647,599.46,110,24,116
Carrot,5.54,17.96,65.83,326,698.28,108,32,116
Carrot,6.89,16.95,56.84,875,659.36,83,32,110
Carrot,6.78,17.54,68.55,13,529.13,104,35,84
Carrot,6.32,18.74,68.53,912,541.01,108,40,115
Carrot,6.59,17.3,68.75,1319,516.6,117,39,88
Carrot,6.7,19.69,61.79,1306,620.55,86,25,86
Carrot,6.08,18.13,51.01,457,693.83,117,21,101
Carrot,6.68,19.37,63.59,1248,615.06,89,38,104
Carrot,6.07,19.27,61.0,810,545.45,117,37,112
Carrot,6.55,17.7,51.96,838,636.64,97,35,88
Carrot,5.86,16.36,69.7,228,633.22,97,33,118
Carrot,5.9,19.98,66.99,44,655.6,101,40,91
Carrot,5.55,18.28,50.74,364,696.8,86,21,103
Carrot,6.34,18.44,60.8,700,626.88,90,22,111
Carrot,5.64,18.98,65.9,350,661.53,117,33,81
Carrot,6.71,17.39,67.62,1156,600.68,86,35,119
Carrot,6.27,15.33,52.1,1269,513.39,111,37,83
