Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Chillies,6.07,21.33,60.12,789,689.76,97,41,75
Chillies,6.92,24.75,50.34,1325,659.07,91,48,75
Chillies,6.62,26.6,55.23,1138,682.42,86,41,94
Chillies,7.12,26.67,60.74,590,709.29,95,31,82
Chillies,6.7,25.8,64.77,1052,768.36,70,30,98
Chillies,7.03,21.03,65.44,698,695.05,67,50,75
Chillies,7.15,28.32,52.22,682,789.07,100,41,90
Chillies,7.01,26.49,61.6,997,609.39,96,35,61
Chillies,7.41,24.98,51.53,481,643.9,96,48,83
Chillies,7.16,29.47,57.27,569,689.25,93,50,75
Chillies,6.54,29.66,66.81,1482,651.46,99,50,81
Chillies,6.07,29.19,58.31,486,681.08,95,43,79
Chillies,6.99,24.7,66.15,1304,705.22,95,32,91
Chillies,7.1,26.95,58.4,510,774.57,73,43,60
Chillies,6.78,20.28,50.92,1222,691.74,95,33,72
Chillies,7.37,24.33,53.27,1269,695.3,75,42,88
Chillies,6.98,22.39,65.32,1456,700.43,83,44,94
Chillies,7.23,28.12,64.32,17,665.87,85,49,67
Chillies,7.38,20.98,63.77,1071,737.74,75,34,88
Chillies,7.27,21.37,53.82,34,792.96,93,40,71
Chillies,6.35,29.02,52.93,215,648.21,78,31,62
Chillies,7.47,27.07,60.3,534,657.26,66,41,88
Chillies,6.35,28.96,66.34,930,618.55,94,41,60
Chillies,7.17,20.5,62.59,547,788.2,75,43,98
Chillies,6.98,22.87,51.26,1336,659.44,83,44,67
Chillies,7.26,20.4,52.2,241,620.33,78,50,61
Chillies,7.06,22.83,68.25,197,792.25,83,33,71
Chillies,6.91,28.27,54.7,363,662.06,93,41,90
Chillies,6.57,25.99,62.01,1051,711.19,75,39,83
Chillies,6.34,21.28,67.07,1141,650.57,80,33,91
Chillies,6.18,26.86,63.88,1220,681.54,65,40,88
Chillies,7.18,21.05,52.05,1420,789.11,100,46,83
Chillies,7.15,21.75,69.37,476,763.14,76,49,62
Chillies,6.38,21.56,55.11,459,687.39,86,36,62
Chillies,7.41,29.43,66.03,91,726.84,94,42,77
Chillies,6.09,26.39,57.53,595,715.41,80,38,88
Chillies,7.06,21.76,63.51,659,615.25,65,48,60
Chillies,7.17,24.57,54.24,797,645.32,92,33,89
Chillies,6.97,22.41,51.62,42,640.05,97,45,76
Chillies,6.15,26.06,64.22,1358,607.11,86,42,89
Chillies,7.16,24.54,69.55,913,792.15,81,35,78
Chillies,7.14,25.62,54.52,192,664.95,85,37,65
Chillies,7.12,24.01,68.51,840,694.53,97,47,79
Chillies,6.91,23.92,62.54,1240,772.23,65,38,70
Chillies,6.76,27.47,68.21,1059,692.33,90,43,78
Chillies,6.18,27.34,53.93,98,629.03,75,38,85
Chillies,7.06,29.63,66.47,345,785.48,80,49,79
Chillies,7.1,24.49,62.58,767,695.96,65,44,93
Chillies,6.1,26.33,65.2,1100,694.57,94,33,72
Chillies,6.57,28.18,53.46,1289,651.93,94,44,88
Chillies,6.07,28.8,51.56,709,774.91,63,35,89
Chillies,6.73,28.93,61.69,645,686.01,60,39,68
Chillies,7.09,26.0,60.84,1145,703.29,94,43,88
Chillies,6.16,28.08,60.66,1448,614.09,70,44,82
Chillies,7.27,22.37,52.6,1033,633.89,76,49,61
Chillies,7.36,28.25,62.97,1332,743.03,82,40,73
Chillies,7.1,20.67,57.2,436,743.16,81,43,81
Chillies,6.57,23.77,66.27,1098,744.46,60,32,63
Chillies,6.55,26.29,66.65,1368,696.24,78,41,73
Chillies,6.51,27.53,65.7,308,777.96,95,34,79
Chillies,7.32,23.71,53.98,494,737.25,61,31,90
Chillies,6.15,23.21,52.52,1197,627.51,86,50,95
Chillies,7.01,23.05,53.16,384,753.69,97,40,68
Chillies,6.6,21.85,61.36,406,657.22,72,47,66
Chillies,6.67,27.78,54.26,896,791.99,75,34,79
Chillies,6.55,25.18,68.85,1385,608.06,77,44,75
Chillies,7.17,21.45,64.31,1140,712.77,97,39,71
Chillies,7.34,22.45,54.31,211,632.4,84,47,60
Chillies,6.8,25.65,58.65,120,659.28,85,41,95
Chillies,6.1,22.92,57.35,76,716.82,82,39,91
Chillies,6.44,20.53,66.36,546,639.54,84,39,86
Chillies,6.79,24.28,64.29,1351,759.06,86,44,94
Chillies,6.79,25.61,51.5,1425,760.57,87,41,80
Chillies,6.82,23.71,50.18,300,724.05,67,38,79
Chillies,6.35,27.84,69.2,969,722.01,61,43,74
Chillies,7.36,28.37,57.73,86,782.72,62,34,61
Chillies,6.88,20.17,61.27,713,789.43,87,39,100
Chillies,6.12,23.44,61.6,1308,613.47,72,44,81
Chillies,6.76,26.54,63.48,650,769.05,75,39,93
Chillies,6.63,21.36,61.15,140,782.71,78,36,91
Chillies,6.49,23.99,66.61,1457,731.93,86,36,69
Chillies,7.49,20.69,61.81,1292,798.87,76,40,98
Chillies,7.24,29.73,69.58,1290,656.42,94,48,75
Chillies,7.0,21.14,58.38,1468,682.73,80,35,66
Chillies,6.55,25.83,61.7,1036,787.23,86,40,97
Chillies,6.14,29.81,55.34,1185,645.93,96,37,62
Chillies,6.45,20.53,56.77,218,768.9,80,44,69
Chillies,6.46,27.49,58.14,509,723.87,99,39,96
Chillies,6.93,22.05,64.64,717,748.69,97,44,79
Chillies,7.2,20.02,51.46,110,774.84,95,45,87
Chillies,6.3,25.03,55.44,307,768.72,92,36,98
Chillies,7.33,29.53,54.15,773,685.26,69,42,80
Chillies,7.26,29.13,53.11,1169,666.73,100,48,70
Chillies,6.25,25.24,53.04,168,779.94,69,49,71
Chillies,6.82,27.0,59.7,166,634.74,66,44,61
Chillies,7.27,28.18,54.51,1470,690.39,82,46,80
Chillies,7.14,22.71,69.52,908,622.77,87,30,93
Chillies,6.42,20.35,69.58,348,693.02,80,41,100
Chillies,7.49,29.58,54.33,968,745.45,66,47,92
Chillies,7.49,25.4,67.39,545,659.56,61,43,86
Chillies,6.21,21.51,55.67,17,619.86,92,37,62
Chillies,6.83,23.53,54.76,117,769.8,77,30,87
Chillies,7.27,23.09,62.46,1211,767.95,67,44,77
Chillies,7.17,29.51,54.13,797,615.63,82,46,89
Chillies,7.12,22.73,69.32,828,638.17,100,31,87
Chillies,6.8,26.96,66.95,787,712.97,91,34,99
Chillies,7.04,26.5,50.91,706,722.41,87,48,86
Chillies,6.36,20.1,52.31,1287,759.52,67,50,84
Chillies,6.78,27.76,68.89,1480,715.65,77,35,70
Chillies,6.27,20.15,68.48,544,761.36,88,44,70
Chillies,7.38,26.15,59.87,221,721.11,73,43,86
Chillies,6.48,23.79,56.65,432,731.67,93,33,75
Chillies,6.7,25.19,50.64,394,677.26,68,43,61
Chillies,6.14,23.42,50.1,748,679.94,100,48,79
Chillies,6.2,28.57,69.68,1410,665.15,86,45,85
Chillies,7.04,27.1,50.69,58,669.11,68,36,97
Chillies,7.36,28.4,65.78,277,708.93,84,37,94
