Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Bitter Melon,6.75,29.7,46.25,1135,569.28,99,24,109
Bitter Melon,6.73,29.38,66.29,1316,604.66,116,34,104
Bitter Melon,6.61,28.05,57.28,793,590.95,109,35,109
Bitter Melon,6.82,25.82,42.46,730,501.62,82,39,110
Bitter Melon,6.65,35.28,68.72,1089,610.64,114,31,83
Bitter Melon,6.3,34.05,52.8,417,933.06,117,22,105
Bitter Melon,6.78,35.54,64.88,1245,725.67,119,26,117
Bitter Melon,6.98,28.52,61.54,1431,615.96,111,24,84
Bitter Melon,6.92,29.93,46.59,934,632.23,90,21,116
Bitter Melon,7.16,29.6,41.17,573,746.66,106,26,117
Bitter Melon,7.41,33.13,63.46,798,814.86,109,23,87
Bitter Melon,6.06,26.06,54.24,554,899.61,85,28,115
Bitter Melon,6.44,30.13,41.09,584,705.28,84,27,119
Bitter Melon,6.71,26.4,42.42,203,812.32,85,23,103
Bitter Melon,6.86,26.75,45.91,285,556.59,110,28,119
Bitter Melon,7.19,25.37,56.41,110,713.59,115,23,84
Bitter Melon,6.95,27.7,50.76,1362,697.53,97,29,85
Bitter Melon,6.01,30.38,65.28,432,571.55,109,22,98
Bitter Melon,6.54,29.59,65.66,118,592.15,114,31,115
Bitter Melon,7.23,32.46,46.59,165,894.34,93,27,102
Bitter Melon,6.11,25.56,43.71,180,765.58,81,32,92
Bitter Melon,7.14,28.71,48.25,135,541.7,119,39,98
Bitter Melon,6.49,26.42,55.85,1098,760.35,110,27,81
Bitter Melon,6.83,26.22,57.1,80,669.01,102,37,86
Bitter Melon,6.25,28.35,56.5,924,891.1,84,39,107
Bitter Melon,6.04,25.64,46.93,147,941.76,93,20,109
Bitter Melon,6.48,31.78,46.5,1233,727.4,81,40,94
Bitter Melon,7.09,28.22,40.04,1265,600.46,89,33,83
Bitter Melon,7.25,26.29,44.68,290,604.75,103,34,100
Bitter Melon,6.34,28.52,57.97,1495,742.86,99,26,81
Bitter Melon,6.75,30.63,46.67,318,761.15,120,36,95
Bitter Melon,6.4,35.71,52.35,396,796.58,97,28,116
Bitter Melon,6.59,27.33,45.21,1301,972.01,119,33,94
Bitter Melon,6.6,31.88,52.83,1296,787.09,88,31,108
Bitter Melon,6.15,35.54,43.29,760,508.3,108,27,98
Bitter Melon,6.19,26.82,64.8,1012,874.55,110,34,118
Bitter Melon,6.77,32.73,52.79,236,758.44,100,22,89
Bitter Melon,6.39,34.35,42.29,1225,773.41,93,29,114
Bitter Melon,6.91,32.99,60.35,836,851.38,88,24,115
Bitter Melon,6.74,35.26,41.91,636,740.88,97,25,113
Bitter Melon,7.16,32.11,64.68,361,818.23,101,34,106
Bitter Melon,6.04,33.46,40.98,1128,554.19,114,21,82
Bitter Melon,6.22,34.32,52.02,1465,753.77,84,30,100
Bitter Melon,6.82,25.87,57.47,304,839.98,91,39,115
Bitter Melon,7.23,34.08,60.89,1330,549.34,81,38,99
Bitter Melon,6.95,31.74,58.86,856,927.38,106,40,86
Bitter Melon,7.14,33.81,52.73,944,681.6,112,35,86
Bitter Melon,6.85,32.07,56.38,390,908.71,106,24,99
Bitter Melon,7.36,28.97,47.78,943,879.69,94,40,117
Bitter Melon,6.52,34.35,55.91,691,590.01,88,26,119
Bitter Melon,6.96,35.43,57.96,85,543.66,96,25,87
Bitter Melon,7.43,34.09,44.65,1235,674.87,102,21,99
Bitter Melon,6.7,33.02,42.52,447,533.63,107,32,105
Bitter Melon,6.44,29.05,62.51,1043,613.68,91,29,87
Bitter Melon,6.36,31.38,58.48,384,950.54,91,30,102
Bitter Melon,7.32,35.17,60.44,665,768.85,96,32,81
Bitter Melon,6.91,32.93,63.38,888,994.89,89,38,86
Bitter Melon,6.17,33.51,52.47,1336,798.49,91,35,84
Bitter Melon,6.66,30.46,60.41,842,705.14,110,36,107
Bitter Melon,6.73,32.31,54.27,507,672.95,104,36,89
Bitter Melon,6.92,35.67,60.62,1193,643.33,112,29,87
Bitter Melon,6.02,35.93,54.96,871,837.39,92,22,96
Bitter Melon,6.84,30.19,50.51,329,687.63,83,29,107
Bitter Melon,6.48,27.34,53.34,683,892.59,119,37,84
Bitter Melon,7.32,30.4,49.25,931,624.19,109,22,86
Bitter Melon,7.42,34.62,48.04,1183,730.7,100,34,107
Bitter Melon,6.0,29.81,60.71,269,693.41,111,36,89
Bitter Melon,6.0,35.14,49.02,1216,651.94,80,35,115
Bitter Melon,6.59,30.64,50.39,1203,599.8,101,24,116
Bitter Melon,7.3,25.73,63.39,1220,596.74,93,22,109
Bitter Melon,6.72,28.73,46.36,956,732.65,96,35,82
Bitter Melon,6.78,26.72,49.51,93,834.54,92,20,99
Bitter Melon,7.1,25.06,59.62,992,811.92,116,25,103
Bitter Melon,6.62,29.71,61.76,86,912.45,86,33,83
Bitter Melon,6.52,35.39,42.88,256,506.95,83,35,93
Bitter Melon,7.14,33.27,62.11,631,523.41,93,29,111
Bitter Melon,6.58,28.56,49.12,177,995.07,117,34,117
Bitter Melon,6.6,34.91,45.36,753,689.29,85,38,84
Bitter Melon,6.09,30.48,67.27,260,821.93,116,23,104
Bitter Melon,6.17,32.61,49.14,1189,854.32,84,37,98
Bitter Melon,6.83,30.88,62.74,1073,891.77,120,31,112
Bitter Melon,6.21,28.6,57.62,891,638.6,95,35,89
Bitter Melon,6.38,30.68,46.04,417,780.19,95,21,87
Bitter Melon,7.22,29.3,55.97,935,644.29,100,40,93
Bitter Melon,7.47,30.19,50.29,277,906.36,91,25,84
Bitter Melon,6.43,25.57,44.04,811,755.22,120,39,98
Bitter Melon,6.54,31.72,41.74,1102,576.2,100,20,118
Bitter Melon,7.13,27.53,48.72,905,840.6,96,32,83
Bitter Melon,7.37,28.58,40.41,622,782.1,80,24,97
Bitter Melon,7.44,35.1,52.49,706,859.59,91,24,116
Bitter Melon,6.16,27.69,68.33,177,994.75,111,40,107
Bitter Melon,6.11,30.95,58.79,897,777.71,108,27,85
Bitter Melon,6.28,34.45,51.67,985,664.42,96,38,97
Bitter Melon,6.45,30.09,69.53,756,774.96,120,27,110
Bitter Melon,6.11,26.56,49.96,1156,978.58,105,34,95
Bitter Melon,7.44,35.06,48.15,278,676.75,81,36,93
Bitter Melon,6.79,27.11,61.26,343,931.6,107,21,84
Bitter Melon,6.36,26.64,43.65,1120,888.21,110,40,119
Bitter Melon,6.64,29.8,44.67,232,740.61,112,40,95
Bitter Melon,7.35,35.22,59.14,88,675.04,109,32,96
Bitter Melon,6.08,28.68,58.07,398,729.82,96,31,107
Bitter Melon,7.15,26.78,50.12,589,934.39,93,37,98
Bitter Melon,6.61,28.05,46.88,310,595.8,90,36,109
Bitter Melon,6.97,32.3,63.97,1022,939.65,87,31,117
Bitter Melon,7.3,35.21,45.29,773,689.44,89,39,97
Bitter Melon,6.74,33.29,46.87,998,667.66,93,34,117
Bitter Melon,6.83,25.52,68.56,1380,704.66,95,39,106
Bitter Melon,6.08,33.41,51.12,949,647.45,103,32,98
Bitter Melon,6.4,35.65,48.45,1354,788.9,98,37,89
Bitter Melon,7.39,34.38,51.81,76,954.57,109,32,113
Bitter Melon,6.83,25.87,46.73,679,943.11,88,35,102
Bitter Melon,7.46,33.77,43.39,264,608.48,114,34,120
Bitter Melon,6.53,27.55,45.13,371,772.95,99,22,96
Bitter Melon,7.15,30.69,47.53,92,875.85,82,36,95
Bitter Melon,6.68,31.41,47.83,776,884.31,80,35,109
Bitter Melon,6.98,30.34,51.12,264,709.99,99,28,104
Bitter Melon,6.84,25.58,56.49,1390,766.8,90,24,87
Bitter Melon,7.2,35.56,50.81,285,958.46,81,29,91
Bitter Melon,6.23,31.47,52.91,765,956.94,99,35,103
Bitter Melon,6.43,29.09,64.87,208,665.54,107,33,89
Bitter Melon,7.44,33.69,69.45,278,935.43,82,28,106
Bitter Melon,7.16,33.02,59.68,391,611.29,112,35,111
Bitter Melon,6.52,33.86,48.97,953,669.52,90,33,119
Bitter Melon,6.78,27.49,55.47,943,522.66,102,27,96
Bitter Melon,7.14,35.06,65.27,862,541.77,112,25,88
Bitter Melon,6.56,31.25,40.49,1355,612.38,117,40,109
Bitter Melon,6.1,32.9,67.09,890,584.16,101,30,118
Bitter Melon,6.2,34.21,66.66,364,831.97,107,36,85
Bitter Melon,6.67,31.39,69.27,492,816.18,103,33,113
Bitter Melon,6.8,26.68,41.51,230,920.31,89,20,83
Bitter Melon,7.32,27.1,64.61,546,756.01,83,36,107
Bitter Melon,6.17,31.79,58.78,290,907.79,97,37,119
Bitter Melon,6.3,28.88,55.5,970,881.56,105,21,99
Bitter Melon,6.34,32.0,60.52,63,739.76,113,31,111
Bitter Melon,6.62,25.01,67.93,846,696.43,92,24,110
Bitter Melon,6.27,28.19,47.25,1068,672.43,97,40,119
Bitter Melon,6.77,31.12,63.49,1089,978.43,119,39,97
Bitter Melon,6.22,29.99,67.73,1108,774.25,100,30,98
Bitter Melon,6.1,29.46,62.83,465,844.6,101,20,82
Bitter Melon,7.24,29.97,42.27,1088,513.94,84,24,92
Bitter Melon,6.51,25.03,56.13,164,914.51,95,40,95
Bitter Melon,6.88,26.38,46.75,802,845.18,81,29,86
Bitter Melon,6.64,25.84,58.47,362,721.82,103,23,120
Bitter Melon,6.77,26.58,47.68,948,896.59,91,28,80
Bitter Melon,7.18,25.22,47.06,1179,737.92,112,35,94
Bitter Melon,7.23,33.83,62.52,347,598.65,103,24,94
Bitter Melon,7.4,27.96,47.51,934,619.97,92,29,84
Bitter Melon,6.38,25.65,42.41,1429,619.18,93,36,90
Bitter Melon,6.14,33.34,49.44,1006,619.14,115,25,87
Bitter Melon,6.72,27.36,40.27,255,948.92,98,36,82
Bitter Melon,6.48,26.8,40.24,131,926.8,94,33,111
Bitter Melon,6.89,32.2,58.65,1495,837.02,113,39,94
Bitter Melon,6.36,25.49,41.93,364,545.22,113,32,90
Bitter Melon,6.8,26.8,62.59,646,585.01,85,38,113
Bitter Melon,6.36,32.2,53.55,1209,845.54,94,25,91
Bitter Melon,7.38,34.54,40.18,264,564.8,100,25,94
Bitter Melon,6.32,30.46,59.49,1240,796.7,83,25,114
Bitter Melon,6.78,26.69,45.79,1326,765.54,107,27,119
Bitter Melon,6.52,26.08,57.28,333,863.8,105,30,117
Bitter Melon,7.04,25.73,46.14,1229,851.48,84,37,91
Bitter Melon,7.33,25.92,44.13,402,702.13,96,37,100
Bitter Melon,6.84,25.6,60.63,1473,760.17,85,38,120
Bitter Melon,6.44,31.14,50.17,349,663.93,110,30,104
Bitter Melon,6.06,33.16,46.0,651,881.46,89,29,101
