Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Buckwheat,5.67,18.95,67.24,1256,437.99,89,42,98
Buckwheat,5.87,22.87,69.56,1380,476.99,100,47,68
Buckwheat,5.76,17.23,50.33,2602,533.29,96,33,66
Buckwheat,5.51,19.18,63.1,2171,513.36,95,44,84
Buckwheat,6.23,20.77,56.1,1037,593.48,74,36,86
Buckwheat,6.05,17.94,67.09,1476,595.23,96,36,88
Buckwheat,6.04,15.19,67.12,402,583.13,77,33,76
Buckwheat,6.89,18.68,50.66,1079,552.27,76,39,72
Buckwheat,5.64,20.16,63.24,2713,578.26,64,49,87
Buckwheat,5.73,23.17,52.46,997,517.36,81,42,74
Buckwheat,5.53,23.53,57.42,4,467.75,82,45,62
Buckwheat,6.32,15.46,68.06,294,417.9,71,35,92
Buckwheat,6.99,15.26,62.37,1520,432.51,70,35,60
Buckwheat,6.69,15.54,64.96,163,427.21,94,40,77
Buckwheat,5.59,16.08,54.35,1982,531.72,70,35,85
Buckwheat,5.71,23.74,53.89,2926,542.0,80,46,95
Buckwheat,6.91,17.14,52.07,597,468.26,73,42,60
Buckwheat,6.8,21.32,62.6,2480,524.62,65,48,67
Buckwheat,5.73,21.41,62.12,368,472.5,84,32,95
Buckwheat,6.61,21.75,50.75,118,401.95,98,38,60
Buckwheat,5.57,22.82,61.92,355,426.3,97,36,97
Buckwheat,5.51,18.1,60.92,982,400.3,82,49,79
Buckwheat,6.69,20.39,59.16,2296,481.5,94,47,100
Buckwheat,6.99,17.7,61.95,1258,538.93,89,30,82
Buckwheat,6.75,15.43,57.55,1907,478.32,77,46,89
Buckwheat,6.41,18.56,57.32,1292,420.38,77,43,87
Buckwheat,5.63,17.81,55.85,986,461.13,64,44,72
Buckwheat,5.95,16.46,63.81,2300,575.04,74,41,72
Buckwheat,6.64,23.06,69.45,2154,597.01,95,31,79
Buckwheat,5.75,20.57,50.96,1054,487.62,70,42,81
Buckwheat,6.69,17.38,65.01,825,589.09,93,47,62
Buckwheat,5.78,17.78,55.79,2618,477.05,62,38,80
Buckwheat,6.59,20.48,53.9,988,401.2,62,43,86
Buckwheat,6.26,20.28,60.74,972,437.0,97,31,99
Buckwheat,6.77,15.77,60.28,1619,429.42,73,50,71
Buckwheat,5.64,24.53,55.21,1744,520.91,62,30,83
Buckwheat,5.53,15.29,65.82,2276,579.36,75,46,83
Buckwheat,6.09,16.94,61.98,117,514.19,86,38,62
Buckwheat,6.87,23.89,64.66,1687,569.41,88,35,68
Buckwheat,6.52,16.44,67.38,1153,532.52,61,39,84
Buckwheat,5.96,20.31,66.77,1229,529.68,92,43,83
Buckwheat,6.08,18.68,65.52,1270,553.72,75,37,76
Buckwheat,6.0,17.53,65.41,1857,442.08,74,48,72
Buckwheat,5.82,18.89,68.95,2564,548.53,85,47,65
Buckwheat,6.44,20.77,61.18,1252,557.53,89,34,80
Buckwheat,6.77,21.62,51.13,902,444.6,78,40,67
Buckwheat,6.1,18.13,60.72,2520,548.9,70,43,84
Buckwheat,6.42,20.95,65.44,2335,570.27,70,48,78
Buckwheat,6.73,21.33,55.94,486,592.11,68,46,81
Buckwheat,5.65,23.1,55.8,814,561.18,82,49,63
Buckwheat,5.51,16.12,60.45,2757,437.55,65,47,81
Buckwheat,6.73,19.87,51.88,2530,534.17,95,38,73
Buckwheat,6.77,23.23,61.17,20,463.68,75,47,67
Buckwheat,6.12,16.56,64.34,521,523.74,82,38,87
Buckwheat,6.22,21.34,57.01,1143,583.61,65,34,96
Buckwheat,5.65,25.0,59.71,241,400.11,91,46,100
Buckwheat,7.0,23.03,67.04,1530,568.65,92,37,77
Buckwheat,5.51,23.27,69.52,1060,412.29,91,45,99
Buckwheat,5.51,18.71,55.32,553,490.52,67,41,100
Buckwheat,6.73,20.65,60.24,2837,430.26,66,31,83
Buckwheat,6.52,18.52,60.96,252,504.68,83,40,84
Buckwheat,6.06,15.46,54.76,2958,469.5,84,36,79
Buckwheat,6.59,19.53,64.58,716,593.89,83,30,88
Buckwheat,6.9,16.25,67.94,2422,481.26,69,35,84
Buckwheat,6.38,17.65,65.36,2237,476.61,84,50,72
Buckwheat,6.49,16.94,66.79,1680,498.28,92,38,63
Buckwheat,6.25,17.74,64.54,1926,470.97,94,43,82
Buckwheat,5.57,21.19,57.25,122,541.16,90,48,85
Buckwheat,6.85,23.46,67.75,2104,523.25,83,40,82
Buckwheat,6.85,15.61,63.11,2467,438.54,67,30,84
Buckwheat,5.82,19.65,66.05,819,586.16,80,40,89
Buckwheat,5.74,20.67,54.8,1211,505.54,60,36,91
Buckwheat,6.49,16.83,69.37,996,491.85,63,40,77
Buckwheat,6.51,15.25,50.06,2844,441.04,77,32,69
Buckwheat,6.78,17.08,57.49,2445,409.17,68,41,91
Buckwheat,6.72,20.39,61.86,1875,574.05,62,38,73
Buckwheat,5.78,24.25,50.92,2711,540.5,79,46,80
Buckwheat,5.97,22.8,63.67,1651,529.04,86,40,62
Buckwheat,5.96,21.29,60.84,1989,570.62,68,40,82
Buckwheat,6.47,23.48,65.46,850,490.19,62,50,93
Buckwheat,5.93,18.66,63.16,1064,459.17,99,41,81
Buckwheat,6.04,21.73,55.15,1876,491.26,83,38,79
Buckwheat,6.37,20.44,66.35,1480,588.06,68,46,61
Buckwheat,6.66,23.56,61.44,326,580.18,86,38,100
Buckwheat,5.94,17.65,54.58,2378,569.8,63,41,68
Buckwheat,5.71,19.74,63.35,1683,570.12,64,44,100
Buckwheat,5.95,21.46,63.93,1836,514.2,69,40,67
Buckwheat,5.82,17.04,65.92,70,516.25,79,37,78
Buckwheat,5.72,22.39,65.9,646,407.1,65,46,90
Buckwheat,6.96,19.47,50.2,622,482.21,95,36,100
Buckwheat,5.86,19.61,52.17,2654,598.11,74,31,88
Buckwheat,6.8,22.57,61.9,1699,494.83,84,38,86
Buckwheat,5.87,23.5,62.38,2848,592.59,67,43,94
Buckwheat,6.6,17.3,52.93,2602,400.43,85,35,78
Buckwheat,6.71,20.24,57.47,717,585.25,66,36,73
Buckwheat,6.16,20.77,50.45,1460,542.87,72,33,73
Buckwheat,6.61,24.96,60.99,840,434.43,84,30,95
Buckwheat,6.61,18.44,65.32,1280,411.56,87,33,73
Buckwheat,5.59,23.44,58.1,2096,423.67,94,39,71
Buckwheat,6.17,16.17,53.77,2787,461.19,78,37,71
Buckwheat,6.79,16.18,54.8,288,490.01,75,42,91
Buckwheat,6.21,23.11,62.79,1686,498.96,77,36,83
Buckwheat,6.52,16.22,64.48,376,430.35,81,48,62
Buckwheat,5.99,21.73,64.68,1373,483.4,94,44,81
Buckwheat,5.59,15.14,52.0,2079,499.33,97,33,65
Buckwheat,6.3,21.27,53.08,1019,525.33,65,48,92
Buckwheat,5.63,16.46,57.04,1812,591.98,71,48,98
Buckwheat,6.2,15.17,52.97,143,557.32,64,47,94
Buckwheat,6.38,16.47,65.37,1761,581.59,67,38,72
Buckwheat,5.66,18.61,52.25,1966,561.08,79,33,88
Buckwheat,6.71,21.52,62.26,825,453.26,83,33,97
Buckwheat,6.54,24.57,65.16,2332,433.72,88,39,79
Buckwheat,5.79,19.46,55.53,61,436.62,94,44,93
Buckwheat,6.81,20.3,51.9,1300,556.76,86,30,65
Buckwheat,5.88,18.13,69.53,1106,458.03,89,30,65
Buckwheat,6.91,21.03,53.79,238,598.48,72,33,99
Buckwheat,5.78,18.69,51.15,966,533.35,82,37,98
Buckwheat,5.94,24.77,64.88,1591,470.25,73,31,97
Buckwheat,6.11,16.11,66.65,860,533.82,67,35,84
Buckwheat,6.96,15.7,50.2,1586,426.6,68,39,73
Buckwheat,5.8,21.48,55.0,1736,562.18,83,33,81
Buckwheat,6.22,21.07,58.14,1536,427.04,71,46,87
Buckwheat,6.94,16.81,57.87,1799,519.13,70,46,60
Buckwheat,6.12,19.61,52.73,2328,405.94,74,41,97
Buckwheat,6.59,22.41,59.21,2741,458.38,82,47,73
Buckwheat,5.88,23.32,54.97,2511,533.51,64,47,81
Buckwheat,6.96,20.42,60.03,1655,550.99,79,31,92
Buckwheat,6.93,16.87,68.82,1916,447.05,65,38,74
Buckwheat,5.55,20.72,54.69,1701,478.15,93,49,89
Buckwheat,6.85,17.92,52.15,2762,481.91,72,40,60
Buckwheat,5.59,16.43,62.22,1176,575.06,72,35,72
Buckwheat,6.88,15.73,58.31,1059,542.25,82,35,64
Buckwheat,6.41,22.53,66.11,2026,547.75,66,43,94
Buckwheat,6.32,22.8,51.86,1020,532.79,65,44,91
Buckwheat,5.98,17.37,68.99,1479,458.72,86,41,61
Buckwheat,5.59,17.66,58.73,2609,437.4,81,39,72
Buckwheat,5.54,20.85,55.9,2713,562.66,80,48,97
Buckwheat,6.34,18.14,61.08,1766,589.83,94,39,66
Buckwheat,6.59,24.08,69.67,1569,499.75,75,35,83
Buckwheat,5.86,16.4,67.37,1970,471.24,89,49,94
