Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Quinoa,6.78,20.35,48.53,3300,358.1,49,33,56
Quinoa,7.22,31.24,63.42,3121,496.3,41,25,63
Quinoa,6.87,32.02,40.96,3922,432.58,48,39,61
Quinoa,6.35,28.54,64.04,3295,519.03,63,34,66
Quinoa,6.6,30.31,46.76,2914,529.59,55,21,58
Quinoa,6.67,33.14,46.07,3297,392.01,60,40,77
Quinoa,7.11,22.44,40.85,2442,531.47,62,21,49
Quinoa,6.31,27.21,50.45,2553,430.4,62,40,60
Quinoa,7.62,26.03,60.4,3506,454.36,76,24,60
Quinoa,7.47,33.22,55.11,2755,388.4,69,39,40
Quinoa,6.01,20.1,46.52,3638,591.46,55,22,74
Quinoa,6.89,33.45,67.53,2645,550.0,43,35,52
Quinoa,6.74,23.77,59.7,3546,578.01,76,29,58
Quinoa,7.54,24.2,67.4,3897,459.14,76,37,66
Quinoa,6.41,25.69,65.62,2683,495.55,77,30,69
Quinoa,7.85,20.24,55.89,2177,438.21,68,25,44
Quinoa,6.89,26.71,66.64,3873,343.18,54,39,71
Quinoa,7.52,23.08,46.07,3370,505.98,63,25,63
Quinoa,7.88,32.02,69.08,2679,560.09,69,26,76
Quinoa,6.24,32.06,45.51,2296,462.57,79,21,75
Quinoa,7.23,27.56,62.87,3457,481.68,78,34,65
Quinoa,6.28,32.25,40.04,2208,365.28,73,27,70
Quinoa,7.25,27.09,62.89,3549,491.11,52,20,63
Quinoa,7.67,20.26,60.18,3118,316.93,70,33,69
Quinoa,6.87,31.46,66.47,2870,385.21,78,22,78
Quinoa,7.6,28.41,51.42,2940,385.99,72,26,75
Quinoa,7.3,24.8,68.56,3805,510.38,43,22,40
Quinoa,7.94,20.36,59.46,3024,369.71,49,26,60
Quinoa,6.86,20.32,49.23,3512,382.02,57,29,79
Quinoa,7.23,31.6,63.91,3603,586.01,47,21,46
Quinoa,6.55,31.12,53.12,3960,363.84,41,20,54
Quinoa,6.2,27.65,44.76,2389,412.32,67,27,70
Quinoa,6.23,27.89,65.34,3324,365.19,73,34,46
Quinoa,7.62,30.24,60.45,3738,476.15,80,21,54
Quinoa,6.27,28.51,55.44,3002,545.92,72,29,40
Quinoa,6.65,26.28,51.71,2124,386.69,62,21,72
Quinoa,6.75,21.02,48.36,2888,367.9,75,36,41
Quinoa,7.13,34.43,69.58,2851,387.17,68,25,65
Quinoa,6.85,30.64,55.83,2228,348.45,42,39,74
Quinoa,7.24,27.7,52.4,3732,559.74,80,26,59
Quinoa,7.18,24.92,68.8,3913,473.74,75,30,57
Quinoa,7.15,31.29,56.76,2708,414.73,43,38,54
Quinoa,7.14,32.09,46.05,2379,406.19,64,29,76
Quinoa,6.82,26.97,59.96,3718,531.98,42,35,63
Quinoa,7.03,31.38,57.28,3222,519.25,71,31,72
Quinoa,7.09,32.32,44.65,3448,520.66,59,22,40
Quinoa,7.73,33.73,63.63,2085,483.94,66,40,68
Quinoa,7.78,24.6,48.61,3618,365.94,65,40,41
Quinoa,7.98,30.49,63.17,3051,591.32,62,39,47
Quinoa,7.04,32.78,65.1,3785,569.16,49,20,65
Quinoa,6.76,28.65,47.12,3731,560.22,79,31,68
Quinoa,7.86,29.03,41.78,3682,451.65,52,30,58
Quinoa,6.27,26.03,49.68,3275,451.39,71,30,45
Quinoa,6.06,21.74,52.21,3951,467.02,45,29,44
Quinoa,6.15,32.66,41.85,2785,385.23,45,37,50
Quinoa,7.88,23.55,53.09,2226,590.38,60,40,71
Quinoa,6.57,34.8,50.16,3491,420.3,51,34,62
Quinoa,7.2,20.79,62.87,2249,337.29,64,36,48
Quinoa,7.77,32.49,41.6,2335,345.2,53,36,44
Quinoa,7.93,23.61,51.71,2693,548.67,72,34,52
Quinoa,6.43,25.93,49.63,3681,391.13,79,22,44
Quinoa,6.04,26.28,47.94,2950,302.26,51,40,67
Quinoa,6.48,29.22,53.19,2916,520.59,66,30,73
Quinoa,6.35,28.25,50.95,2351,432.58,58,36,60
Quinoa,6.7,27.71,64.3,2510,491.93,67,35,61
Quinoa,6.72,25.35,61.66,3353,421.07,79,33,73
Quinoa,6.7,34.8,50.5,2789,388.63,53,38,68
Quinoa,7.18,24.84,61.19,3385,431.04,50,20,74
Quinoa,7.07,27.15,58.31,3298,585.77,53,27,54
Quinoa,7.57,23.4,65.82,2719,587.87,67,32,75
Quinoa,7.72,22.61,56.52,3823,434.31,70,36,71
Quinoa,6.05,29.7,69.8,3365,494.6,52,26,80
Quinoa,6.95,24.85,55.13,3777,500.06,71,34,66
Quinoa,6.49,20.6,48.75,3827,462.96,59,28,67
Quinoa,7.04,33.81,67.94,2455,523.23,59,22,68
Quinoa,6.02,31.39,67.59,3504,353.14,67,23,74
Quinoa,6.37,28.5,65.33,3876,404.5,59,33,59
Quinoa,6.86,33.38,61.13,3707,581.97,52,33,49
Quinoa,7.88,28.13,62.44,2071,385.48,73,31,73
Quinoa,6.58,23.57,52.11,3498,376.86,42,40,71
Quinoa,6.1,23.83,65.4,2855,464.69,49,24,51
Quinoa,6.71,28.88,55.76,2191,461.71,62,37,64
Quinoa,7.93,30.82,48.64,2381,473.7,44,40,72
Quinoa,6.9,29.39,60.6,3998,454.4,48,31,57
Quinoa,6.81,24.88,50.83,3635,505.1,70,29,64
Quinoa,6.94,25.23,44.48,2699,304.41,67,36,48
Quinoa,6.73,29.28,50.58,3684,414.27,41,28,78
Quinoa,6.75,28.36,67.18,3705,486.66,65,37,40
Quinoa,6.93,26.98,42.9,2872,483.01,49,32,76
Quinoa,7.26,29.9,62.3,3404,567.95,61,33,45
Quinoa,6.4,31.36,48.63,2943,545.92,49,40,47
Quinoa,7.78,25.74,41.35,2974,527.83,77,35,61
Quinoa,7.95,26.78,58.07,3960,481.25,73,25,41
Quinoa,6.9,20.95,52.05,2150,369.99,61,30,49
Quinoa,7.44,31.65,66.54,2685,437.46,76,29,49
Quinoa,6.79,25.34,58.12,3554,560.16,42,40,75
Quinoa,7.82,29.59,48.96,3575,384.63,75,31,49
Quinoa,6.98,20.42,58.07,3951,448.27,57,34,66
Quinoa,6.57,30.63,41.6,3094,349.96,67,31,72
Quinoa,6.99,31.11,40.69,3693,529.97,66,31,53
Quinoa,7.85,32.83,61.85,3583,373.97,40,21,68
Quinoa,6.0,26.06,67.45,3034,364.69,52,36,65
Quinoa,7.18,29.75,63.09,3203,498.18,66,25,68
Quinoa,6.4,27.76,46.97,3507,441.93,47,26,48
Quinoa,7.16,30.14,65.2,2118,359.5,69,35,45
Quinoa,6.59,34.98,48.86,3398,333.84,55,30,51
Quinoa,6.7,32.98,53.56,2142,406.97,51,22,79
Quinoa,7.86,34.77,42.58,3685,489.35,53,22,62
Quinoa,7.87,32.11,47.11,3431,578.27,57,40,53
Quinoa,6.5,23.23,62.73,2316,320.41,57,35,55
Quinoa,6.12,26.8,67.79,3662,531.09,62,34,62
Quinoa,6.9,22.29,46.46,3183,417.42,43,27,75
Quinoa,7.1,31.75,68.99,3485,538.04,56,24,77
Quinoa,6.86,24.95,62.95,3871,588.02,40,21,50
Quinoa,6.96,29.01,47.14,2201,335.57,42,39,59
Quinoa,6.27,21.21,48.37,3982,351.03,41,40,64
Quinoa,7.86,27.17,41.24,3493,577.4,42,38,43
Quinoa,6.46,34.09,53.94,3539,563.31,74,27,65
Quinoa,7.43,25.19,56.86,3156,533.95,56,35,70
Quinoa,6.5,22.89,63.07,3147,413.18,78,31,69
Quinoa,7.42,33.58,69.19,2691,374.47,51,32,78
Quinoa,6.7,27.97,52.77,3596,597.26,75,32,45
Quinoa,6.78,28.06,61.59,3581,396.45,68,28,55
Quinoa,6.76,32.57,50.69,3515,435.27,61,40,70
Quinoa,6.84,27.18,63.44,2682,402.01,68,25,43
Quinoa,6.6,26.55,68.64,2833,553.57,54,22,56
Quinoa,7.35,22.84,44.86,3532,524.62,74,27,76
Quinoa,6.04,34.45,49.08,3523,511.7,57,23,62
Quinoa,7.47,26.84,43.02,3561,343.2,44,40,48
Quinoa,6.5,28.02,68.53,2908,486.87,74,30,79
Quinoa,6.52,21.03,44.85,3731,518.49,72,30,68
Quinoa,6.89,24.13,68.0,3874,458.71,59,36,60
Quinoa,7.87,25.22,62.39,3484,413.11,59,25,50
Quinoa,7.85,27.03,45.02,3554,499.78,63,29,58
Quinoa,7.66,22.25,45.94,2738,436.09,76,29,49
Quinoa,7.2,33.46,62.98,2460,502.29,58,26,74
Quinoa,7.12,34.38,67.1,2635,308.2,70,29,75
Quinoa,7.67,27.01,60.55,2505,483.49,63,29,56
Quinoa,6.12,32.68,58.67,2455,478.42,80,35,76
Quinoa,7.6,26.13,55.57,3075,400.13,41,33,45
Quinoa,6.76,26.29,61.14,3380,503.65,69,29,57
Quinoa,6.31,34.99,63.27,2921,493.69,49,38,57
Quinoa,6.51,22.26,65.08,2350,465.84,40,32,41
Quinoa,7.96,26.15,51.37,3343,479.54,61,30,76
Quinoa,6.65,32.5,43.98,3569,550.21,76,36,68
Quinoa,7.21,34.73,65.05,3227,371.46,41,35,46
Quinoa,6.91,24.82,55.2,2194,483.6,71,29,63
Quinoa,7.33,33.97,66.35,2411,448.22,75,32,80
Quinoa,7.96,30.53,60.15,3294,575.23,68,38,77
Quinoa,7.95,24.85,54.06,2722,354.35,45,28,60
Quinoa,6.67,34.79,65.46,3385,321.54,60,39,41
Quinoa,6.82,29.56,42.45,3157,588.81,47,25,71
Quinoa,6.38,28.03,61.89,3378,437.89,74,23,72
Quinoa,7.05,26.69,61.29,3170,329.91,46,22,54
Quinoa,6.6,28.81,47.83,3494,371.69,63,20,50
Quinoa,7.38,33.25,56.75,3179,523.41,74,32,74
Quinoa,6.82,30.08,68.61,3783,488.0,75,31,45
Quinoa,6.86,31.92,67.47,2649,322.43,46,29,53
Quinoa,7.73,27.19,47.37,3522,520.68,41,37,50
