Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Brinjal (Eggplant),6.34,26.26,52.39,1076,614.17,82,54,81
Brinjal (Eggplant),6.5,24.56,65.19,679,596.77,85,49,109
Brinjal (Eggplant),5.92,25.84,61.4,818,751.66,84,50,102
Brinjal (Eggplant),5.81,25.25,58.36,1141,547.66,80,46,85
Brinjal (Eggplant),5.59,27.35,60.45,483,764.41,97,59,115
Brinjal (Eggplant),5.93,22.96,57.33,789,701.86,90,47,81
Brinjal (Eggplant),6.09,22.43,54.56,297,620.96,73,42,116
Brinjal (Eggplant),6.49,20.92,64.38,27,789.25,90,45,92
Brinjal (Eggplant),5.92,22.08,64.82,504,633.7,97,52,103
Brinjal (Eggplant),6.31,21.04,54.1,1140,639.5,84,47,80
Brinjal (Eggplant),6.09,23.53,67.67,1351,518.57,94,46,116
Brinjal (Eggplant),5.97,22.63,67.22,1240,748.0,77,43,83
Brinjal (Eggplant),5.86,23.39,62.93,1031,535.76,72,55,86
Brinjal (Eggplant),6.49,26.79,60.19,1106,670.62,89,60,110
Brinjal (Eggplant),5.75,24.55,54.22,812,660.1,86,48,92
Brinjal (Eggplant),6.15,21.89,60.09,1234,749.87,74,60,120
Brinjal (Eggplant),5.62,24.51,54.07,1365,757.56,100,55,115
Brinjal (Eggplant),5.85,20.23,58.52,216,537.26,64,44,103
Brinjal (Eggplant),6.22,29.78,61.58,293,531.3,89,60,82
Brinjal (Eggplant),6.35,25.25,61.62,37,741.31,81,56,85
Brinjal (Eggplant),6.33,22.89,65.0,116,645.71,94,57,93
Brinjal (Eggplant),5.78,20.91,64.65,231,702.01,80,59,103
Brinjal (Eggplant),5.61,21.0,63.09,436,559.4,87,57,88
Brinjal (Eggplant),5.68,27.95,63.74,177,645.35,93,40,106
Brinjal (Eggplant),5.9,20.5,51.88,433,591.01,89,53,101
Brinjal (Eggplant),6.38,25.11,59.66,759,654.99,96,44,92
Brinjal (Eggplant),6.14,27.33,54.11,854,550.85,64,57,117
Brinjal (Eggplant),5.89,24.44,60.28,338,585.93,69,46,106
Brinjal (Eggplant),5.91,20.14,59.82,522,580.69,92,50,84
Brinjal (Eggplant),5.82,28.77,50.68,1280,621.47,72,60,103
Brinjal (Eggplant),5.77,25.23,62.64,895,759.74,65,40,101
Brinjal (Eggplant),6.06,25.57,51.5,1060,708.31,92,46,87
Brinjal (Eggplant),5.71,26.16,61.59,715,749.27,64,48,106
Brinjal (Eggplant),6.08,25.73,55.31,965,662.63,72,49,116
Brinjal (Eggplant),6.11,21.93,65.0,1028,595.83,85,45,112
Brinjal (Eggplant),5.56,24.94,58.91,1391,600.87,64,52,88
Brinjal (Eggplant),5.78,24.04,60.32,1434,701.51,85,59,115
Brinjal (Eggplant),6.49,20.99,58.75,729,718.69,83,48,119
Brinjal (Eggplant),5.82,27.61,53.73,390,761.72,90,56,84
Brinjal (Eggplant),5.76,29.18,52.95,342,723.64,93,58,106
Brinjal (Eggplant),5.59,25.16,65.6,873,689.67,83,44,87
Brinjal (Eggplant),5.62,29.76,53.19,1172,615.63,81,46,96
Brinjal (Eggplant),6.37,26.49,65.05,1199,648.02,65,41,117
Brinjal (Eggplant),5.85,21.16,66.08,128,640.42,74,46,82
Brinjal (Eggplant),5.67,21.18,58.89,1393,538.55,80,44,100
Brinjal (Eggplant),6.04,27.4,52.12,355,580.85,67,58,107
Brinjal (Eggplant),5.85,25.11,52.7,1017,537.77,61,43,104
Brinjal (Eggplant),6.03,22.26,54.39,1371,609.73,68,43,117
Brinjal (Eggplant),6.18,21.46,66.58,1166,557.3,89,49,87
Brinjal (Eggplant),6.34,25.42,57.64,57,709.68,77,42,115
Brinjal (Eggplant),5.74,25.95,68.43,1190,555.16,98,55,113
Brinjal (Eggplant),6.25,24.29,68.12,952,593.78,82,44,86
Brinjal (Eggplant),5.79,27.09,55.51,1045,665.18,83,53,87
Brinjal (Eggplant),6.22,26.44,55.66,1348,669.99,72,56,88
Brinjal (Eggplant),6.46,22.47,55.1,1057,715.66,69,54,82
Brinjal (Eggplant),6.02,28.57,59.31,248,787.74,86,45,98
Brinjal (Eggplant),5.87,29.72,65.75,25,750.01,64,42,108
Brinjal (Eggplant),6.18,29.46,56.13,862,725.48,98,44,106
Brinjal (Eggplant),6.31,28.0,58.04,820,620.83,72,59,119
Brinjal (Eggplant),5.71,25.32,57.98,1456,742.46,83,43,107
Brinjal (Eggplant),6.31,28.01,55.4,1404,703.84,72,55,116
Brinjal (Eggplant),5.78,25.33,54.86,871,553.98,86,59,99
Brinjal (Eggplant),6.34,28.46,69.16,804,652.75,75,49,109
Brinjal (Eggplant),5.77,26.71,66.25,1187,541.21,62,47,120
Brinjal (Eggplant),6.33,23.48,67.86,1300,629.04,65,47,115
Brinjal (Eggplant),5.64,24.9,53.21,1446,572.71,87,57,105
Brinjal (Eggplant),6.33,27.92,66.46,469,565.63,86,50,112
Brinjal (Eggplant),6.48,24.47,52.79,693,686.73,72,52,100
Brinjal (Eggplant),6.05,27.53,68.64,1406,764.33,63,51,96
Brinjal (Eggplant),5.6,27.16,59.54,1184,774.33,86,47,118
Brinjal (Eggplant),6.27,26.56,59.57,449,663.24,62,56,98
Brinjal (Eggplant),6.34,29.42,56.97,1043,714.7,82,47,96
Brinjal (Eggplant),6.01,21.08,68.44,60,591.96,86,45,102
Brinjal (Eggplant),6.36,23.7,52.5,501,632.27,97,40,111
Brinjal (Eggplant),5.85,26.38,64.88,1154,768.0,93,50,109
Brinjal (Eggplant),6.03,25.66,53.18,1396,743.14,96,54,80
Brinjal (Eggplant),6.24,29.22,67.46,463,657.72,73,58,103
Brinjal (Eggplant),6.26,20.68,57.11,1249,792.43,78,49,81
Brinjal (Eggplant),6.25,20.42,67.56,299,730.72,90,60,119
Brinjal (Eggplant),6.03,25.64,69.12,400,523.06,60,48,107
Brinjal (Eggplant),6.07,28.83,64.41,761,795.32,81,52,95
Brinjal (Eggplant),5.84,25.16,62.63,1199,666.28,83,42,118
Brinjal (Eggplant),5.73,27.18,61.5,1202,752.99,93,40,115
Brinjal (Eggplant),6.14,23.79,53.75,292,720.08,87,54,84
Brinjal (Eggplant),5.69,29.06,62.73,289,743.66,71,60,90
Brinjal (Eggplant),5.96,25.4,64.53,901,653.13,97,46,95
Brinjal (Eggplant),5.79,21.35,60.19,1039,523.65,92,41,99
Brinjal (Eggplant),6.11,21.53,59.37,277,516.28,81,55,109
Brinjal (Eggplant),5.54,25.76,68.98,1263,585.35,60,48,114
Brinjal (Eggplant),5.87,24.68,65.34,340,762.11,83,51,98
Brinjal (Eggplant),5.58,24.31,59.42,235,648.57,99,56,102
Brinjal (Eggplant),5.62,22.02,69.25,1219,621.64,76,58,119
Brinjal (Eggplant),6.1,20.37,54.65,1089,586.12,93,48,119
Brinjal (Eggplant),5.74,20.92,66.85,445,568.06,72,47,83
Brinjal (Eggplant),5.68,21.08,64.52,18,594.3,75,59,94
Brinjal (Eggplant),6.28,27.85,57.81,1112,779.06,61,51,87
Brinjal (Eggplant),5.82,26.25,59.74,507,624.15,83,48,117
Brinjal (Eggplant),6.03,26.87,66.58,567,582.42,83,44,92
Brinjal (Eggplant),6.09,22.37,56.48,475,730.86,93,48,94
Brinjal (Eggplant),6.17,26.42,50.65,1014,531.24,99,55,89
Brinjal (Eggplant),5.73,20.07,68.28,290,528.78,89,43,98
Brinjal (Eggplant),5.89,27.86,53.71,1472,799.88,68,60,89
Brinjal (Eggplant),5.8,20.83,65.34,806,659.69,84,48,99
Brinjal (Eggplant),6.43,24.57,69.5,814,561.68,79,50,97
Brinjal (Eggplant),6.17,29.26,57.6,1158,627.16,78,46,84
Brinjal (Eggplant),6.16,26.48,69.96,727,502.82,94,51,107
Brinjal (Eggplant),5.75,23.05,53.02,500,717.4,96,55,83
Brinjal (Eggplant),6.35,28.78,50.59,1182,641.77,84,44,116
Brinjal (Eggplant),6.43,27.12,61.35,74,592.2,72,59,114
Brinjal (Eggplant),6.26,21.1,51.25,1265,597.3,89,54,116
Brinjal (Eggplant),6.07,26.56,68.64,325,521.75,60,43,113
Brinjal (Eggplant),6.32,24.4,54.03,749,783.86,69,48,116
Brinjal (Eggplant),5.79,29.35,68.74,55,501.45,60,47,92
Brinjal (Eggplant),5.87,28.53,52.97,107,714.7,68,58,87
Brinjal (Eggplant),5.54,28.93,59.69,499,652.45,87,49,87
Brinjal (Eggplant),6.2,20.88,52.99,1243,628.9,69,50,111
Brinjal (Eggplant),6.06,22.36,55.99,1429,732.87,78,55,114
Brinjal (Eggplant),5.55,20.83,67.38,932,603.98,91,42,113
Brinjal (Eggplant),6.11,22.59,64.95,1189,713.7,61,40,116
Brinjal (Eggplant),5.84,25.27,56.81,1051,589.35,61,55,103
Brinjal (Eggplant),5.98,21.19,50.95,515,570.89,79,46,116
Brinjal (Eggplant),6.16,28.78,67.76,135,766.29,91,42,87
Brinjal (Eggplant),5.58,22.1,54.16,987,778.66,69,49,89
Brinjal (Eggplant),5.81,21.5,64.5,1244,617.73,72,44,120
Brinjal (Eggplant),6.16,27.36,61.8,582,576.19,96,55,114
Brinjal (Eggplant),5.95,22.24,69.89,680,656.48,88,41,98
Brinjal (Eggplant),6.1,21.57,57.56,156,751.5,79,46,115
Brinjal (Eggplant),6.05,29.05,69.85,591,688.97,84,47,119
Brinjal (Eggplant),5.89,26.31,62.49,917,527.78,87,60,117
Brinjal (Eggplant),6.32,20.21,59.3,469,545.91,66,55,97
Brinjal (Eggplant),6.25,25.48,65.05,1438,736.22,90,51,107
Brinjal (Eggplant),5.66,25.99,52.76,1391,585.64,95,47,114
Brinjal (Eggplant),6.0,26.55,68.87,823,751.07,94,56,111
Brinjal (Eggplant),5.88,24.4,66.24,591,556.69,77,54,112
Brinjal (Eggplant),5.95,21.43,59.41,420,505.39,62,47,91
Brinjal (Eggplant),5.83,20.61,50.99,1045,750.22,62,55,113
Brinjal (Eggplant),5.69,21.26,67.36,240,648.9,66,48,117
Brinjal (Eggplant),6.19,25.29,67.41,391,516.24,85,55,85
Brinjal (Eggplant),6.22,26.82,59.73,651,689.03,71,49,99
Brinjal (Eggplant),5.67,27.9,63.87,142,790.98,94,60,120
Brinjal (Eggplant),6.36,20.44,59.52,1421,679.67,90,59,97
Brinjal (Eggplant),5.54,29.96,60.78,397,578.05,84,50,84
Brinjal (Eggplant),5.53,21.69,68.09,604,687.35,80,52,118
Brinjal (Eggplant),6.21,29.28,61.04,236,738.29,91,49,99
Brinjal (Eggplant),5.54,23.45,62.63,1240,774.58,90,47,114
Brinjal (Eggplant),6.34,26.48,68.69,236,773.26,76,56,108
Brinjal (Eggplant),6.39,23.26,66.2,151,770.94,95,42,89
Brinjal (Eggplant),5.86,22.83,69.9,503,524.57,75,40,103
Brinjal (Eggplant),5.88,25.32,64.67,213,581.53,79,54,112
Brinjal (Eggplant),5.6,20.28,68.81,465,615.1,72,44,84
Brinjal (Eggplant),5.62,23.49,68.32,790,544.83,64,40,88
Brinjal (Eggplant),5.88,27.23,67.97,1279,736.89,76,59,112
Brinjal (Eggplant),6.21,22.77,65.06,285,657.85,86,46,103
Brinjal (Eggplant),5.69,25.69,67.31,201,528.77,93,43,86
Brinjal (Eggplant),5.94,28.55,61.84,397,592.07,93,58,115
