Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Jute,6.85,29.08,75.29,431,2533.78,113,33,103
Jute,6.89,28.75,74.06,424,2436.76,109,35,115
Jute,6.57,25.15,71.35,79,2003.37,119,37,85
Jute,6.74,27.98,77.38,231,1875.03,88,33,91
Jute,6.79,33.57,76.12,128,2606.93,117,48,86
Jute,6.44,32.51,73.57,430,2931.61,115,49,83
Jute,7.15,30.15,78.3,385,2979.44,100,46,117
Jute,6.09,34.5,77.23,237,2265.16,91,42,83
Jute,6.97,28.97,74.39,237,2544.27,117,38,96
Jute,6.12,29.51,73.3,466,2079.97,109,36,100
Jute,6.68,28.08,76.04,225,2108.01,103,30,102
Jute,6.92,28.2,75.05,422,1704.5,83,37,101
Jute,7.1,26.93,71.7,225,2146.23,101,30,98
Jute,7.15,34.76,79.72,221,1681.62,80,35,82
Jute,6.8,26.83,76.85,196,2589.46,85,39,85
Jute,6.37,26.41,73.53,125,2550.29,96,39,103
Jute,7.26,30.86,76.15,475,2665.08,93,33,87
Jute,6.23,32.52,70.74,109,2914.23,96,40,88
Jute,6.4,28.83,76.47,307,2533.3,87,49,120
Jute,7.19,25.26,77.0,120,2504.88,101,50,87
Jute,6.51,31.61,71.03,486,1814.77,81,34,95
Jute,6.38,32.98,75.27,104,1818.05,83,45,92
Jute,6.2,26.67,70.37,370,2890.8,89,48,117
Jute,6.02,26.92,72.43,310,2484.15,111,45,84
Jute,7.28,30.11,78.1,212,2381.98,118,49,95
Jute,6.43,28.29,79.19,282,2360.83,89,36,118
Jute,7.39,26.92,72.71,292,1524.97,100,44,111
Jute,6.14,29.71,79.89,222,2308.23,100,30,101
Jute,6.76,29.5,72.93,137,1732.32,114,41,86
Jute,6.14,26.62,79.61,125,2395.58,120,33,115
Jute,7.41,25.12,77.58,437,2685.41,110,31,116
Jute,6.0,26.82,75.76,192,1622.6,87,43,120
Jute,6.49,26.55,70.56,182,2520.76,91,43,118
Jute,6.07,27.89,73.23,211,2451.81,111,49,95
Jute,7.25,28.39,73.18,494,2625.68,92,45,100
Jute,7.08,34.08,79.36,393,1945.5,81,31,84
Jute,6.44,34.06,70.92,428,1977.7,105,46,90
Jute,6.57,28.81,73.68,457,2322.53,103,49,103
Jute,6.53,26.31,72.0,199,2276.6,106,49,89
Jute,7.47,34.79,74.91,357,2616.44,118,48,89
Jute,7.41,29.56,71.94,163,1942.13,119,43,91
Jute,6.63,27.05,74.1,238,1889.0,83,36,118
Jute,6.73,25.41,72.47,307,1758.32,114,49,105
Jute,6.84,29.06,79.97,64,2807.7,80,43,104
Jute,6.15,34.56,78.6,143,1996.68,104,46,94
Jute,6.06,27.77,77.02,99,2193.77,118,33,95
Jute,7.41,27.38,76.0,89,1983.79,95,45,87
Jute,6.16,34.85,74.52,75,1771.66,109,50,109
Jute,6.33,28.24,75.71,199,2594.07,111,34,90
Jute,7.34,33.57,70.78,450,1879.44,92,44,107
Jute,6.37,28.04,70.15,374,2173.26,109,44,109
Jute,6.33,30.04,77.78,248,2468.85,105,39,112
Jute,6.33,26.57,76.59,279,2656.55,108,41,114
Jute,7.5,28.8,71.72,83,2364.69,98,39,88
Jute,7.06,34.74,79.12,360,1864.61,103,38,106
Jute,6.79,30.36,77.65,237,1917.36,91,50,92
Jute,6.6,30.15,79.17,128,2830.08,89,49,102
Jute,6.65,27.63,73.44,88,2325.19,84,40,85
Jute,6.9,31.2,70.34,458,2548.8,112,38,108
Jute,6.45,29.84,76.41,415,2157.03,117,39,99
Jute,7.45,30.16,79.9,408,2131.07,119,45,102
Jute,6.79,29.37,75.83,279,2480.86,113,50,98
Jute,7.48,29.03,72.68,102,2692.7,115,38,98
Jute,6.69,32.55,77.88,61,2753.05,95,34,87
Jute,6.91,30.51,72.36,66,2309.85,115,41,118
Jute,7.42,25.79,72.58,126,2350.18,112,36,80
Jute,6.83,30.98,79.51,203,2890.1,111,48,113
Jute,7.26,32.34,72.25,459,2271.49,108,35,104
Jute,7.02,25.86,76.83,226,2002.51,108,31,103
Jute,7.5,25.89,73.46,198,1756.75,98,32,91
Jute,7.18,31.23,70.43,180,1791.01,82,44,93
Jute,6.88,34.61,79.27,270,2884.27,85,34,103
Jute,6.14,28.26,73.13,411,2328.73,115,50,93
Jute,7.09,32.05,70.23,378,2409.41,96,30,114
Jute,6.49,26.3,76.0,475,2657.19,101,47,106
Jute,6.0,30.61,79.39,438,1692.46,120,31,103
Jute,6.09,32.79,70.52,123,2337.78,110,39,81
Jute,7.06,29.85,70.26,87,2714.47,99,41,80
Jute,6.6,31.28,78.62,117,1653.1,82,36,104
Jute,6.66,32.78,70.29,224,2770.51,115,39,87
Jute,6.25,28.42,71.54,361,2739.53,86,39,107
Jute,7.28,31.66,75.69,493,2559.81,89,45,100
Jute,7.47,32.48,77.94,465,2265.89,96,35,80
Jute,7.03,32.32,75.47,333,2202.21,82,50,98
Jute,7.47,31.72,73.43,466,2162.64,88,49,97
Jute,6.71,27.51,74.65,241,2772.03,115,46,109
Jute,7.07,31.45,71.88,461,1779.39,85,40,101
Jute,6.22,28.27,77.55,401,2146.73,87,49,95
Jute,6.77,27.13,72.91,447,1663.89,91,41,94
Jute,6.96,26.8,77.05,119,2411.75,114,39,115
Jute,6.43,31.2,78.06,96,2122.85,104,42,117
Jute,6.31,29.79,79.57,185,2669.77,85,42,90
Jute,6.98,27.17,74.97,143,2256.1,119,31,83
Jute,7.31,34.86,79.81,202,1849.84,80,40,97
Jute,6.11,27.85,76.7,428,2041.59,105,35,108
Jute,6.47,27.47,70.18,297,1920.23,103,46,105
Jute,6.81,34.98,75.45,264,2643.24,99,45,110
Jute,6.73,29.58,77.54,108,1560.85,104,33,99
Jute,6.73,31.68,77.35,136,1900.13,107,42,103
Jute,6.02,27.38,77.4,124,2902.29,102,50,115
Jute,6.59,29.31,76.03,369,2611.77,113,47,88
Jute,7.32,27.28,79.48,421,2036.19,105,39,106
Jute,6.3,30.88,79.42,70,1994.45,94,43,113
